dataset_accession,gene_id,probe_id,probe_variance,gene_symbol,gene_symbol_raw,gene_title,probes_per_gene
GSE63061,51706,ILMN_1729237,0.0303117081522233,CYB5R1,CYB5R1,cytochrome b5 reductase 1,1
GSE63061,51714,ILMN_1746368,0.0552783194319055,SELT,SELT,selenoprotein T,2
GSE63061,51715,ILMN_2346997,0.00507565558406184,RAB23,RAB23,"RAB23, member RAS oncogene family",2
GSE63061,51716,ILMN_2150095,0.0046486323271975,CES1P1,CES1P1,carboxylesterase 1 pseudogene 1,1
GSE63061,51719,ILMN_1765858,0.122188366567243,CAB39,CAB39,calcium binding protein 39,1
GSE63061,51720,ILMN_1691188,0.0379636149352946,UIMC1,UIMC1,ubiquitin interaction motif containing 1,1
GSE63061,51726,ILMN_1753243,0.0218591886612413,DNAJB11,DNAJB11,DnaJ heat shock protein family (Hsp40) member B11,1
GSE63061,51727,ILMN_1738642,0.101152250928829,CMPK1,CMPK1,cytidine/uridine monophosphate kinase 1,2
GSE63061,51728,ILMN_1801664,0.0139496614619326,POLR3K,POLR3K,RNA polymerase III subunit K,1
GSE63061,51729,ILMN_1766435,0.0305067434125742,WBP11,WBP11,WW domain binding protein 11,2
GSE63061,5173,ILMN_1747019,0.000986025366148466,PDYN,PDYN,prodynorphin,1
GSE63061,51733,ILMN_1678690,0.008573830026941,UPB1,UPB1,beta-ureidopropionase 1,1
GSE63061,51734,ILMN_1719661,0.129443961451308,MSRB1,MSRB1,methionine sulfoxide reductase B1,1
GSE63061,51735,ILMN_1725992,0.045928391126466,RAPGEF6,RAPGEF6,Rap guanine nucleotide exchange factor 6,1
GSE63061,51738,ILMN_1696380,0.0309694578341484,GHRL,GHRL,ghrelin/obestatin prepropeptide,1
GSE63061,51741,ILMN_1660636,0.00690032238300976,WWOX,WWOX,WW domain containing oxidoreductase,2
GSE63061,51742,ILMN_2269564,0.0516903348440041,ARID4B,ARID4B,AT-rich interaction domain 4B,3
GSE63061,51744,ILMN_1702534,0.0262145119937013,CD244,CD244,CD244 molecule,1
GSE63061,51747,ILMN_2299072,0.0923903144417219,LUC7L3,LUC7L3,LUC7 like 3 pre-mRNA splicing factor,3
GSE63061,5175,ILMN_1689518,0.0869010529884205,PECAM1,PECAM1,platelet and endothelial cell adhesion molecule 1,1
GSE63061,51750,ILMN_1803162,0.0349490405220441,RTEL1,RTEL1,regulator of telomere elongation helicase 1,2
GSE63061,51752,ILMN_2336220,0.0100709429626108,ERAP1,ERAP1,endoplasmic reticulum aminopeptidase 1,2
GSE63061,51754,ILMN_1708029,0.0104544309705913,TMEM8B,TMEM8B,transmembrane protein 8B,2
GSE63061,51755,ILMN_1707448,0.0242164975993797,CDK12,CDK12,cyclin dependent kinase 12,1
GSE63061,51759,ILMN_1697166,0.201702467914539,C9orf78,C9orf78,chromosome 9 open reading frame 78,1
GSE63061,5176,ILMN_2141482,0.00112217068858946,SERPINF1,SERPINF1,serpin family F member 1,1
GSE63061,51760,ILMN_1657760,0.00179737494428076,SYT17,SYT17,synaptotagmin 17,1
GSE63061,51761,ILMN_1693896,0.00392325579842977,ATP8A2,ATP8A2,ATPase phospholipid transporting 8A2,1
GSE63061,51762,ILMN_2173004,0.105812349544376,RAB8B,RAB8B,"RAB8B, member RAS oncogene family",1
GSE63061,51763,ILMN_3258628,0.0359926432350928,INPP5K,INPP5K,inositol polyphosphate-5-phosphatase K,2
GSE63061,51765,ILMN_2328776,0.0674866228342607,STK26,STK26,serine/threonine protein kinase 26,2
GSE63061,51768,ILMN_1803995,0.0287439615393648,TM7SF3,TM7SF3,transmembrane 7 superfamily member 3,1
GSE63061,51773,ILMN_1668834,0.0153506404122826,RSF1,RSF1,remodeling and spacing factor 1,1
GSE63061,51776,ILMN_1768110,0.0180308667963398,ZAK,ZAK,sterile alpha motif and leucine zipper containing kinase AZK,3
GSE63061,51778,ILMN_2041725,0.00136501901961026,MYOZ2,MYOZ2,myozenin 2,1
GSE63061,5178,ILMN_1675331,0.00242697275999376,PEG3,PEG3,paternally expressed 3,1
GSE63061,51780,ILMN_1706539,0.0300976556448001,KDM3B,KDM3B,lysine demethylase 3B,1
GSE63061,518,ILMN_1770466,0.00164835782347401,ATP5G3,ATP5G3,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)",1
GSE63061,51805,ILMN_1801378,0.00927412297221479,COQ3,COQ3,"coenzyme Q3, methyltransferase",1
GSE63061,51806,ILMN_1749118,0.00470382629321323,CALML5,CALML5,calmodulin like 5,1
GSE63061,51807,ILMN_1793659,0.00152823544914711,TUBA8,TUBA8,tubulin alpha 8,1
GSE63061,51808,ILMN_3237589,0.0208394511637984,PHAX,PHAX,phosphorylated adaptor for RNA export,3
GSE63061,51809,ILMN_1670748,0.000350504946300741,GALNT7,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,1
GSE63061,51816,ILMN_1751851,0.150751206492031,CECR1,CECR1,"cat eye syndrome chromosome region, candidate 1",2
GSE63061,5184,ILMN_1717674,0.0320683087372725,PEPD,PEPD,peptidase D,1
GSE63061,5187,ILMN_1653125,0.00108953683566228,PER1,PER1,period circadian clock 1,1
GSE63061,5188,ILMN_1753010,0.0118800215048407,GATB,GATB,glutamyl-tRNA amidotransferase subunit B,1
GSE63061,5189,ILMN_1748109,0.0100174822865918,PEX1,PEX1,peroxisomal biogenesis factor 1,1
GSE63061,5190,ILMN_1683279,0.0426351733472445,PEX6,PEX6,peroxisomal biogenesis factor 6,1
GSE63061,5191,ILMN_1729650,0.00703619594896708,PEX7,PEX7,peroxisomal biogenesis factor 7,1
GSE63061,5193,ILMN_1664448,0.000724472462293147,PEX12,PEX12,peroxisomal biogenesis factor 12,1
GSE63061,5194,ILMN_1683916,0.00946175670093493,PEX13,PEX13,peroxisomal biogenesis factor 13,2
GSE63061,5195,ILMN_1763634,0.0122807410316,PEX14,PEX14,peroxisomal biogenesis factor 14,1
GSE63061,5197,ILMN_1745522,0.146511160001463,PF4V1,PF4V1,platelet factor 4 variant 1,1
GSE63061,5198,ILMN_1755862,0.0154757332379877,PFAS,PFAS,phosphoribosylformylglycinamidine synthase,1
GSE63061,5199,ILMN_1658121,0.0639951174027043,CFP,CFP,complement factor properdin,1
GSE63061,52,ILMN_2344956,0.0877363254037176,ACP1,ACP1,"acid phosphatase 1, soluble",2
GSE63061,5201,ILMN_1717855,0.0206021908493561,PFDN1,PFDN1,prefoldin subunit 1,1
GSE63061,5202,ILMN_1678754,0.0147728543657915,PFDN2,PFDN2,prefoldin subunit 2,1
GSE63061,5203,ILMN_1801762,0.000319325850609898,PFDN4,PFDN4,prefoldin subunit 4,1
GSE63061,5204,ILMN_2356284,0.356975136598986,PFDN5,PFDN5,prefoldin subunit 5,2
GSE63061,5208,ILMN_1723436,0.00500609055764069,PFKFB2,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",3
GSE63061,5209,ILMN_2186061,0.120554249433807,PFKFB3,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",2
GSE63061,521,ILMN_1726603,0.178502017955036,ATP5I,ATP5I,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit E",2
GSE63061,5210,ILMN_1653292,0.116404148737419,PFKFB4,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",1
GSE63061,5211,ILMN_1713037,0.0347192437224546,PFKL,PFKL,"phosphofructokinase, liver type",2
GSE63061,5212,ILMN_1709434,0.00386100290929925,VIT,VIT,vitrin,2
GSE63061,5213,ILMN_2043809,0.0069737931428552,PFKM,PFKM,"phosphofructokinase, muscle",1
GSE63061,5214,ILMN_1805737,0.0531682857649654,PFKP,PFKP,"phosphofructokinase, platelet",2
GSE63061,5216,ILMN_1712950,0.0808815718562824,PFN1,PFN1,profilin 1,2
GSE63061,5217,ILMN_1775448,0.00609450958579732,PFN2,PFN2,profilin 2,1
GSE63061,5218,ILMN_2171295,0.0175105527030908,CDK14,CDK14,cyclin dependent kinase 14,1
GSE63061,522,ILMN_1772929,0.231417516816556,ATP5J,ATP5J,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6",3
GSE63061,5222,ILMN_1717572,0.0104094426491584,PGA5,PGA5,"pepsinogen 5, group I (pepsinogen A)",1
GSE63061,5223,ILMN_2112417,0.0477195699400774,PGAM1,PGAM1,phosphoglycerate mutase 1,2
GSE63061,5225,ILMN_1795484,0.00160176043258004,PGC,PGC,progastricsin,1
GSE63061,5226,ILMN_1794165,0.130040501975986,PGD,PGD,phosphogluconate dehydrogenase,1
GSE63061,5228,ILMN_1809813,0.0020151713266358,PGF,PGF,placental growth factor,1
GSE63061,5229,ILMN_1913336,0.0157926029265942,PGGT1B,PGGT1B,protein geranylgeranyltransferase type I subunit beta,3
GSE63061,523,ILMN_1711516,0.0917078009352006,ATP6V1A,ATP6V1A,ATPase H+ transporting V1 subunit A,1
GSE63061,5230,ILMN_2216852,0.0464456222902665,PGK1,PGK1,phosphoglycerate kinase 1,2
GSE63061,5236,ILMN_1800659,0.0392430130981626,PGM1,PGM1,phosphoglucomutase 1,1
GSE63061,5238,ILMN_1693620,0.00758567495125025,PGM3,PGM3,phosphoglucomutase 3,2
GSE63061,5239,ILMN_1781388,0.0752050060179859,PGM5,PGM5,phosphoglucomutase 5,4
GSE63061,5243,ILMN_2094875,0.0130393218196758,ABCB1,ABCB1,ATP binding cassette subfamily B member 1,2
GSE63061,5244,ILMN_1767349,0.00193697702089256,ABCB4,ABCB4,ATP binding cassette subfamily B member 4,1
GSE63061,5245,ILMN_1692651,0.0246802424470823,PHB,PHB,prohibitin,1
GSE63061,525,ILMN_1812073,0.00111794635074789,ATP6V1B1,ATP6V1B1,ATPase H+ transporting V1 subunit B1,1
GSE63061,5250,ILMN_2332713,0.0399439081025175,SLC25A3,SLC25A3,solute carrier family 25 member 3,3
GSE63061,5251,ILMN_1668242,0.000792574039971285,PHEX,PHEX,"phosphate regulating endopeptidase homolog, X-linked",1
GSE63061,5252,ILMN_1746968,0.0306313226532019,PHF1,PHF1,PHD finger protein 1,3
GSE63061,5253,ILMN_1720476,0.0127735264299284,PHF2,PHF2,PHD finger protein 2,2
GSE63061,5255,ILMN_1812503,0.0155924473044578,PHKA1,PHKA1,phosphorylase kinase regulatory subunit alpha 1,1
GSE63061,5256,ILMN_1814074,0.0358379662444704,PHKA2,PHKA2,phosphorylase kinase regulatory subunit alpha 2,1
GSE63061,5257,ILMN_1800447,0.0229889024310262,PHKB,PHKB,phosphorylase kinase regulatory subunit beta,4
GSE63061,526,ILMN_1787705,0.0929383520295265,ATP6V1B2,ATP6V1B2,ATPase H+ transporting V1 subunit B2,1
GSE63061,5260,ILMN_2113102,0.00278213580645283,PHKG1,PHKG1,phosphorylase kinase catalytic subunit gamma 1,2
GSE63061,5261,ILMN_1669607,0.0183902552622073,PHKG2,PHKG2,phosphorylase kinase catalytic subunit gamma 2,1
GSE63061,5264,ILMN_1773073,0.0210897857487303,PHYH,PHYH,phytanoyl-CoA 2-hydroxylase,3
GSE63061,5265,ILMN_2338452,0.186053125733413,SERPINA1,SERPINA1,serpin family A member 1,4
GSE63061,5266,ILMN_1693192,0.483370018692264,PI3,PI3,peptidase inhibitor 3,1
GSE63061,5269,ILMN_1712400,0.0509944109029517,SERPINB6,SERPINB6,serpin family B member 6,1
GSE63061,5270,ILMN_1655595,0.0162985994442614,SERPINE2,SERPINE2,serpin family E member 2,1
GSE63061,5271,ILMN_2397028,0.0187876117326701,SERPINB8,SERPINB8,serpin family B member 8,2
GSE63061,5272,ILMN_1742052,0.0140047691864481,SERPINB9,SERPINB9,serpin family B member 9,2
GSE63061,5273,ILMN_2147424,0.00156853057359377,SERPINB10,SERPINB10,serpin family B member 10,1
GSE63061,5274,ILMN_1814333,0.00463328467181405,SERPINI1,SERPINI1,serpin family I member 1,2
GSE63061,5276,ILMN_1726225,0.000385323580993328,SERPINI2,SERPINI2,serpin family I member 2,1
GSE63061,5277,ILMN_1705985,0.0477288842947766,PIGA,PIGA,phosphatidylinositol glycan anchor biosynthesis class A,2
GSE63061,5279,ILMN_1723632,0.0162801627847421,PIGC,PIGC,phosphatidylinositol glycan anchor biosynthesis class C,2
GSE63061,528,ILMN_1659801,0.0250793248337305,ATP6V1C1,ATP6V1C1,ATPase H+ transporting V1 subunit C1,2
GSE63061,5281,ILMN_1808938,0.0315318352838006,PIGF,PIGF,phosphatidylinositol glycan anchor biosynthesis class F,2
GSE63061,5283,ILMN_3251246,0.0139425026961543,PIGH,PIGH,phosphatidylinositol glycan anchor biosynthesis class H,2
GSE63061,5284,ILMN_1685387,0.000941825773272174,PIGR,PIGR,polymeric immunoglobulin receptor,1
GSE63061,5286,ILMN_3251440,0.0347518330591511,PIK3C2A,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,2
GSE63061,5287,ILMN_2117323,0.0196893307911575,PIK3C2B,PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,1
GSE63061,5289,ILMN_1687896,0.0113348834594269,PIK3C3,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3,1
GSE63061,529,ILMN_1798485,0.0784254096730045,ATP6V1E1,ATP6V1E1,ATPase H+ transporting V1 subunit E1,2
GSE63061,5290,ILMN_1705468,0.0139756805165608,PIK3CA,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",1
GSE63061,5291,ILMN_1763347,0.0201314233774774,PIK3CB,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",1
GSE63061,5292,ILMN_1815023,0.245339053830539,PIM1,PIM1,"Pim-1 proto-oncogene, serine/threonine kinase",1
GSE63061,5293,ILMN_1766275,0.0832694245539667,PIK3CD,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",1
GSE63061,5294,ILMN_1770433,0.0516496986686272,PIK3CG,PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",2
GSE63061,5295,ILMN_1760303,0.0314706397479366,PIK3R1,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,4
GSE63061,5296,ILMN_1726565,0.0723919528029174,PIK3R2,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2,1
GSE63061,5297,ILMN_3229812,0.00945368358119173,PI4KA,PI4KA,phosphatidylinositol 4-kinase alpha,1
GSE63061,5298,ILMN_1666597,0.0211114621234834,PI4KB,PI4KB,phosphatidylinositol 4-kinase beta,1
GSE63061,53,ILMN_2104830,0.0183268274271304,ACP2,ACP2,"acid phosphatase 2, lysosomal",1
GSE63061,5300,ILMN_1776375,0.0332706035617459,PIN1,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",1
GSE63061,5303,ILMN_1729515,0.0104740045243691,PIN4,PIN4,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4",1
GSE63061,5304,ILMN_2092077,0.000794897180964799,PIP,PIP,prolactin induced protein,1
GSE63061,5305,ILMN_2152465,0.451637795142847,PIP4K2A,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,3
GSE63061,5306,ILMN_1715804,0.0152326797998358,PITPNA,PITPNA,phosphatidylinositol transfer protein alpha,1
GSE63061,5308,ILMN_1796847,0.00231602258197415,PITX2,PITX2,paired like homeodomain 2,3
GSE63061,5310,ILMN_2339028,0.0112377491311751,PKD1,PKD1,"polycystin 1, transient receptor potential channel interacting",2
GSE63061,5311,ILMN_2052891,0.0280357819502164,PKD2,PKD2,"polycystin 2, transient receptor potential cation channel",2
GSE63061,5313,ILMN_1725172,0.00249763475971084,PKLR,PKLR,"pyruvate kinase, liver and RBC",2
GSE63061,5315,ILMN_2366634,0.105123084762327,PKM,PKM,"pyruvate kinase, muscle",3
GSE63061,5316,ILMN_1745365,0.0495964955156931,PKNOX1,PKNOX1,PBX/knotted 1 homeobox 1,2
GSE63061,5318,ILMN_2386973,0.0040215191877654,PKP2,PKP2,plakophilin 2,1
GSE63061,5321,ILMN_1803561,0.00109664994331438,PLA2G4A,PLA2G4A,phospholipase A2 group IVA,1
GSE63061,5324,ILMN_1696270,0.0068302711460522,PLAG1,PLAG1,PLAG1 zinc finger,2
GSE63061,5325,ILMN_1815121,0.0210439372002518,PLAGL1,PLAGL1,PLAG1 like zinc finger 1,2
GSE63061,5326,ILMN_1786601,0.0330844338626018,PLAGL2,PLAGL2,PLAG1 like zinc finger 2,1
GSE63061,5328,ILMN_1656057,0.00399766434541883,PLAU,PLAU,"plasminogen activator, urokinase",1
GSE63061,5329,ILMN_2374340,0.0922075867125474,PLAUR,PLAUR,"plasminogen activator, urokinase receptor",3
GSE63061,533,ILMN_1721391,0.0727177517655408,ATP6V0B,ATP6V0B,ATPase H+ transporting V0 subunit b,2
GSE63061,5330,ILMN_1724066,0.0849550808403011,PLCB2,PLCB2,phospholipase C beta 2,1
GSE63061,5332,ILMN_1736426,0.00168825349817346,PLCB4,PLCB4,phospholipase C beta 4,1
GSE63061,5333,ILMN_1769394,0.012500512075836,PLCD1,PLCD1,phospholipase C delta 1,1
GSE63061,53335,ILMN_1752899,0.0720383242742491,BCL11A,BCL11A,B-cell CLL/lymphoma 11A,3
GSE63061,53336,ILMN_1749653,0.00584002981218943,CPXCR1,CPXCR1,"CPX chromosome region, candidate 1",1
GSE63061,53339,ILMN_2411264,0.0284456644747618,BTBD1,BTBD1,BTB domain containing 1,2
GSE63061,5334,ILMN_1718852,0.00358512430970242,PLCL1,PLCL1,phospholipase C like 1,2
GSE63061,53340,ILMN_1678423,0.00412962399430565,SPA17,SPA17,sperm autoantigenic protein 17,1
GSE63061,53343,ILMN_1680239,0.0143041209342079,NUDT9,NUDT9,nudix hydrolase 9,3
GSE63061,53344,ILMN_2190214,0.000953474781248692,CHIC1,CHIC1,cysteine rich hydrophobic domain 1,1
GSE63061,53346,ILMN_1750961,0.0675602501521821,TM6SF1,TM6SF1,transmembrane 6 superfamily member 1,1
GSE63061,53347,ILMN_2338348,0.0483883784265222,UBASH3A,UBASH3A,ubiquitin associated and SH3 domain containing A,1
GSE63061,53349,ILMN_2358382,0.019412604546457,ZFYVE1,ZFYVE1,zinc finger FYVE-type containing 1,2
GSE63061,5335,ILMN_1740160,0.0563224777661258,PLCG1,PLCG1,phospholipase C gamma 1,2
GSE63061,53354,ILMN_1783497,0.0008886878320324,PANK1,PANK1,pantothenate kinase 1,2
GSE63061,53358,ILMN_1770905,0.000500377103458796,SHC3,SHC3,SHC adaptor protein 3,1
GSE63061,5336,ILMN_1815719,0.0972766980139843,PLCG2,PLCG2,phospholipase C gamma 2,1
GSE63061,5337,ILMN_1719696,0.008995372054098,PLD1,PLD1,phospholipase D1,1
GSE63061,53371,ILMN_2061405,0.0427715270961561,NUP54,NUP54,nucleoporin 54,2
GSE63061,53373,ILMN_1737805,0.00144820884602425,TPCN1,TPCN1,two pore segment channel 1,1
GSE63061,5338,ILMN_1697880,0.00723099552622727,PLD2,PLD2,phospholipase D2,1
GSE63061,5339,ILMN_1744268,0.0257312770247061,PLEC,PLEC,plectin,3
GSE63061,534,ILMN_1654541,0.00539884147214199,ATP6V1G2,ATP6V1G2,ATPase H+ transporting V1 subunit G2,1
GSE63061,53405,ILMN_1778964,0.00418770871935211,CLIC5,CLIC5,chloride intracellular channel 5,1
GSE63061,53407,ILMN_1696126,0.00236783989407004,STX18,STX18,syntaxin 18,1
GSE63061,5341,ILMN_1795762,0.106450914193321,PLEK,PLEK,pleckstrin,1
GSE63061,5342,ILMN_3238364,0.0106178657006938,PLGLB2,PLGLB2,plasminogen-like B2,1
GSE63061,5343,ILMN_2094416,0.0623893231136381,PLGLB1,PLGLB1,plasminogen-like B1,2
GSE63061,5345,ILMN_1740005,0.000922776777439565,SERPINF2,SERPINF2,serpin family F member 2,1
GSE63061,5347,ILMN_1736176,0.00310517462500163,PLK1,PLK1,polo like kinase 1,1
GSE63061,5348,ILMN_1764022,0.002286281800428,FXYD1,FXYD1,FXYD domain containing ion transport regulator 1,3
GSE63061,5349,ILMN_2376050,0.00107108146437309,FXYD3,FXYD3,FXYD domain containing ion transport regulator 3,1
GSE63061,535,ILMN_1752579,0.0915654758056136,ATP6V0A1,ATP6V0A1,ATPase H+ transporting V0 subunit a1,1
GSE63061,5350,ILMN_2192245,0.00384471508890355,PLN,PLN,phospholamban,1
GSE63061,5351,ILMN_1684391,0.0963563316166416,PLOD1,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",1
GSE63061,5352,ILMN_1771599,0.00594804697977663,PLOD2,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",2
GSE63061,5354,ILMN_1790106,0.0212421848412731,PLP1,PLP1,proteolipid protein 1,1
GSE63061,5355,ILMN_1738767,0.0346816591997858,PLP2,PLP2,proteolipid protein 2,1
GSE63061,5356,ILMN_1749634,0.0571550626912311,PLRG1,PLRG1,pleiotropic regulator 1,1
GSE63061,5357,ILMN_2074044,0.00184591217832788,PLS1,PLS1,plastin 1,2
GSE63061,5358,ILMN_1785265,0.00382537735180535,PLS3,PLS3,plastin 3,1
GSE63061,5359,ILMN_1745242,0.058789381921507,PLSCR1,PLSCR1,phospholipid scramblase 1,1
GSE63061,5360,ILMN_1711748,0.00388285927482727,PLTP,PLTP,phospholipid transfer protein,2
GSE63061,5361,ILMN_1791569,0.00117562086330746,PLXNA1,PLXNA1,plexin A1,1
GSE63061,53616,ILMN_1706302,0.00123147990917565,ADAM22,ADAM22,ADAM metallopeptidase domain 22,1
GSE63061,5362,ILMN_1680617,0.00118546366921341,PLXNA2,PLXNA2,plexin A2,2
GSE63061,53635,ILMN_1700109,0.0460281299917249,PTOV1,PTOV1,prostate tumor overexpressed 1,1
GSE63061,53637,ILMN_2073184,0.146995349595583,S1PR5,S1PR5,sphingosine-1-phosphate receptor 5,1
GSE63061,5366,ILMN_2098446,0.0145013792057038,PMAIP1,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1,2
GSE63061,5368,ILMN_1676003,0.0217193576546289,PNOC,PNOC,prepronociceptin,1
GSE63061,5369,ILMN_1792589,0.00917596996448642,PMCHL1,PMCHL1,pro-melanin concentrating hormone like 1 (pseudogene),1
GSE63061,537,ILMN_1697694,0.0827700741470093,ATP6AP1,ATP6AP1,ATPase H+ transporting accessory protein 1,1
GSE63061,5371,ILMN_1728019,0.0226461331433296,PML,PML,promyelocytic leukemia,6
GSE63061,5372,ILMN_1780236,0.0180066516005105,PMM1,PMM1,phosphomannomutase 1,1
GSE63061,5373,ILMN_1785336,0.0195235378354978,PMM2,PMM2,phosphomannomutase 2,1
GSE63061,5375,ILMN_1740706,0.000901016055877988,PMP2,PMP2,peripheral myelin protein 2,1
GSE63061,5376,ILMN_1785646,0.0109846630285125,PMP22,PMP22,peripheral myelin protein 22,1
GSE63061,5378,ILMN_1700847,0.00480863810933859,PMS1,PMS1,"PMS1 homolog 1, mismatch repair system component",1
GSE63061,538,ILMN_1808115,0.0119989798351579,ATP7A,ATP7A,ATPase copper transporting alpha,1
GSE63061,5380,ILMN_1676411,0.00822285101671743,PMS2P2,PMS2P2,"PMS1 homolog 2, mismatch repair system component pseudogene 2",1
GSE63061,5382,ILMN_3238751,0.0317350855815251,PMS2P4,PMS2P4,"PMS1 homolog 2, mismatch repair system component pseudogene 4",1
GSE63061,53822,ILMN_1786118,0.00129804360729982,FXYD7,FXYD7,FXYD domain containing ion transport regulator 7,1
GSE63061,53826,ILMN_1768812,0.0108891839310198,FXYD6,FXYD6,FXYD domain containing ion transport regulator 6,1
GSE63061,53827,ILMN_2309848,0.108371076336393,FXYD5,FXYD5,FXYD domain containing ion transport regulator 5,3
GSE63061,53829,ILMN_1664525,0.0932621387002644,P2RY13,P2RY13,purinergic receptor P2Y13,1
GSE63061,53831,ILMN_1785345,0.0143177434459825,GPR84,GPR84,G protein-coupled receptor 84,1
GSE63061,53833,ILMN_1765668,0.00260231122284424,IL20RB,IL20RB,interleukin 20 receptor subunit beta,1
GSE63061,53834,ILMN_1795865,0.0179536412748033,FGFRL1,FGFRL1,fibroblast growth factor receptor-like 1,2
GSE63061,53838,ILMN_1808163,0.0071020444510926,C11orf24,C11orf24,chromosome 11 open reading frame 24,1
GSE63061,53840,ILMN_2336902,0.000572030506175829,TRIM34,TRIM34,tripartite motif containing 34,1
GSE63061,53841,ILMN_1744293,0.000869022895341947,CDHR5,CDHR5,cadherin related family member 5,1
GSE63061,53842,ILMN_1654759,0.00138446890897618,CLDN22,CLDN22,claudin 22,1
GSE63061,53844,ILMN_3242623,0.00200295568800301,COPG2IT1,COPG2IT1,COPG2 imprinted transcript 1 (non-protein coding),1
GSE63061,539,ILMN_1791332,0.246521450694297,ATP5O,ATP5O,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",1
GSE63061,53904,ILMN_1765772,0.000877618465666671,MYO3A,MYO3A,myosin IIIA,1
GSE63061,53905,ILMN_2404182,0.00124890297144379,DUOX1,DUOX1,dual oxidase 1,1
GSE63061,53916,ILMN_2109994,0.0287663371410417,RAB4B,RAB4B,"RAB4B, member RAS oncogene family",2
GSE63061,53917,ILMN_1677843,0.0691531337082998,RAB24,RAB24,"RAB24, member RAS oncogene family",5
GSE63061,53918,ILMN_1770811,0.0434891553092651,PELO,PELO,pelota homolog (Drosophila),1
GSE63061,53919,ILMN_1792317,0.00139346089299869,SLCO1C1,SLCO1C1,solute carrier organic anion transporter family member 1C1,1
GSE63061,5393,ILMN_2312719,0.022930135474034,EXOSC9,EXOSC9,exosome component 9,2
GSE63061,53938,ILMN_1770020,0.138795264856967,PPIL3,PPIL3,peptidylprolyl isomerase like 3,3
GSE63061,5394,ILMN_1670796,0.0376490850438837,EXOSC10,EXOSC10,exosome component 10,3
GSE63061,53942,ILMN_1727909,0.00214732098507443,CNTN5,CNTN5,contactin 5,2
GSE63061,53944,ILMN_1704713,0.0189401709880362,CSNK1G1,CSNK1G1,casein kinase 1 gamma 1,3
GSE63061,53947,ILMN_1735045,0.000940764462147343,A4GALT,A4GALT,"alpha 1,4-galactosyltransferase",1
GSE63061,5395,ILMN_1677887,0.00606856392285191,PMS2,PMS2,"PMS1 homolog 2, mismatch repair system component",3
GSE63061,5396,ILMN_1811851,0.00332080032793994,PRRX1,PRRX1,paired related homeobox 1,1
GSE63061,53981,ILMN_2144116,0.0153423137339083,CPSF2,CPSF2,cleavage and polyadenylation specific factor 2,2
GSE63061,54,ILMN_2078599,0.0322962498428217,ACP5,ACP5,"acid phosphatase 5, tartrate resistant",1
GSE63061,540,ILMN_1722056,0.00121935317601223,ATP7B,ATP7B,ATPase copper transporting beta,2
GSE63061,54014,ILMN_1801866,0.0294822903545552,BRWD1,BRWD1,bromodomain and WD repeat domain containing 1,5
GSE63061,54020,ILMN_1687495,0.0103778888788581,SLC37A1,SLC37A1,solute carrier family 37 member 1,1
GSE63061,54033,ILMN_2069060,0.0010672796331344,RBM11,RBM11,RNA binding motif protein 11,2
GSE63061,54039,ILMN_1687216,0.00158288802610244,PCBP3,PCBP3,poly(rC) binding protein 3,1
GSE63061,54058,ILMN_3307877,0.0639524129257438,C21orf58,C21orf58,chromosome 21 open reading frame 58,2
GSE63061,54059,ILMN_1795836,0.0334764599013724,YBEY,YBEY,ybeY metallopeptidase (putative),3
GSE63061,54065,ILMN_2356311,0.0206951365210603,SMIM11A,SMIM11A,small integral membrane protein 11A,4
GSE63061,54067,ILMN_3307211,0.00256073381815459,C21orf62-AS1,C21orf62-AS1,C21orf62 antisense RNA 1,1
GSE63061,54069,ILMN_1712386,0.0105373200651434,MIS18A,MIS18A,MIS18 kinetochore protein A,2
