dataset_accession,gene_id,probe_id,probe_variance,gene_symbol,gene_symbol_raw,gene_title,probes_per_gene
GSE63060,1,ILMN_2055271,0.00668708572574626,A1BG,A1BG,alpha-1-B glycoprotein,1
GSE63060,100,ILMN_1803686,0.0969149721111848,ADA,ADA,adenosine deaminase,1
GSE63060,1000,ILMN_1779228,0.0173488642969051,CDH2,CDH2,cadherin 2,1
GSE63060,10000,ILMN_1757130,0.00852688233910672,AKT3,AKT3,AKT serine/threonine kinase 3,4
GSE63060,100008589,ILMN_1733559,2.28498221817162,RNA28S5,RNA28S5,"RNA, 28S ribosomal 5",1
GSE63060,10001,ILMN_1654543,0.0411531104953027,MED6,MED6,mediator complex subunit 6,1
GSE63060,10002,ILMN_1667906,0.00284305972940499,NR2E3,NR2E3,nuclear receptor subfamily 2 group E member 3,1
GSE63060,10003,ILMN_1740024,0.0146654062143707,NAALAD2,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2,1
GSE63060,100033414,ILMN_2107655,0.00459930726403038,SNORD116-2,SNORD116-2,"small nucleolar RNA, C/D box 116-2",1
GSE63060,100038246,ILMN_1839334,0.00365285439830771,TLX1NB,TLX1NB,TLX1 neighbor,1
GSE63060,10004,ILMN_1770963,0.0223946238795045,NAALADL1,NAALADL1,N-acetylated alpha-linked acidic dipeptidase-like 1,1
GSE63060,100048912,ILMN_1887731,0.00359919338892182,CDKN2B-AS1,CDKN2B-AS1,CDKN2B antisense RNA 1,1
GSE63060,100049615,ILMN_1840354,0.00297151532003516,SKCG-1,SKCG-1,sporadic kidney cancer gene 1,1
GSE63060,10005,ILMN_1679600,0.0106067145784462,ACOT8,ACOT8,acyl-CoA thioesterase 8,1
GSE63060,10006,ILMN_2329958,0.0694773981936667,ABI1,ABI1,abl interactor 1,1
GSE63060,10007,ILMN_1784709,0.0499091707263364,GNPDA1,GNPDA1,glucosamine-6-phosphate deaminase 1,1
GSE63060,100073347,ILMN_1896061,0.00590889559963236,MIMT1,MIMT1,MER1 repeat containing imprinted transcript 1 (non-protein coding),2
GSE63060,10008,ILMN_1789387,0.00613248083359369,KCNE3,KCNE3,potassium voltage-gated channel subfamily E regulatory subunit 3,1
GSE63060,10009,ILMN_1673138,0.161064735070892,ZBTB33,ZBTB33,zinc finger and BTB domain containing 33,1
GSE63060,100093630,ILMN_1822657,0.0162739148720233,SNHG8,SNHG8,small nucleolar RNA host gene 8,1
GSE63060,1001,ILMN_1704294,0.00317194892152089,CDH3,CDH3,cadherin 3,1
GSE63060,10010,ILMN_1715069,0.0672899673915513,TANK,TANK,TRAF family member associated NFKB activator,3
GSE63060,100101121,ILMN_1767355,0.00374048924865307,TTTY23B,TTTY23B,"testis-specific transcript, Y-linked 23B (non-protein coding)",1
GSE63060,100101266,ILMN_1691662,0.00280407370016722,HAVCR1P1,HAVCR1P1,hepatitis A virus cellular receptor 1 pseudogene 1,1
GSE63060,100101629,ILMN_2104486,0.00323367647638797,GAGE8,GAGE8,G antigen 8,1
GSE63060,10011,ILMN_2062754,0.0165050157062187,SRA1,SRA1,steroid receptor RNA activator 1,1
GSE63060,100113404,ILMN_1834252,0.0121892550433081,LINC00583,LINC00583,long intergenic non-protein coding RNA 583,1
GSE63060,100124700,ILMN_1904054,0.00293297690790744,HOTAIR,HOTAIR,HOX transcript antisense RNA,1
GSE63060,100126780,ILMN_1825888,0.00317687990246072,SNAR-G1,SNAR-G1,small ILF3/NF90-associated RNA G1,1
GSE63060,100126798,ILMN_1881909,0.00871829477860186,SNAR-A1,SNAR-A1,small ILF3/NF90-associated RNA A1,1
GSE63060,100127206,ILMN_1865663,0.00746458236497192,KIAA1024L,KIAA1024L,KIAA1024 like,1
GSE63060,100127940,ILMN_1846574,0.00863531331348139,LOC100127940,LOC100127940,uncharacterized LOC100127940,1
GSE63060,100127950,ILMN_1854701,0.00300475975373101,HECW1-IT1,HECW1-IT1,HECW1 intronic transcript 1,1
GSE63060,100128059,ILMN_1832033,0.00602310943829434,LOC100128059,LOC100128059,uncharacterized LOC100128059,1
GSE63060,100128081,ILMN_1848680,0.00345486488171577,JAZF1-AS1,JAZF1-AS1,JAZF1 antisense RNA 1,1
GSE63060,100128124,ILMN_1899338,0.00285067489503586,HGC6.3,HGC6.3,uncharacterized LOC100128124,1
GSE63060,100128175,ILMN_1909743,0.00673431735171505,LOC100128175,LOC100128175,uncharacterized LOC100128175,1
GSE63060,100128239,ILMN_1846430,0.00427410403291159,LOC100128239,LOC100128239,uncharacterized LOC100128239,1
GSE63060,100128496,ILMN_1900181,0.00319118492872001,C20orf78,C20orf78,chromosome 20 open reading frame 78,1
GSE63060,100128537,ILMN_1907042,0.0260563284678091,C1orf132,C1orf132,chromosome 1 open reading frame 132,1
GSE63060,100128830,ILMN_1870717,0.00310875305281167,LINC01165,LINC01165,long intergenic non-protein coding RNA 1165,1
GSE63060,100128905,ILMN_1876629,0.00309549201573029,LOC100128905,LOC100128905,uncharacterized LOC100128905,1
GSE63060,100128946,ILMN_1900307,0.00302951465455676,LINC01310,LINC01310,long intergenic non-protein coding RNA 1310,1
GSE63060,100128993,ILMN_1838281,0.0133897362069016,LOC100128993,LOC100128993,uncharacterized LOC100128993,1
GSE63060,100128998,ILMN_1821228,0.00400998008296903,C20orf181,C20orf181,chromosome 20 open reading frame 181,1
GSE63060,100129027,ILMN_1913304,0.00342205075246039,LOC100129027,LOC100129027,uncharacterized LOC100129027,1
GSE63060,100129223,ILMN_1853475,0.00347839473057887,THCAT155,THCAT155,thyroid cancer-associated transcript 155,1
GSE63060,100129316,ILMN_1853777,0.00473474980708321,LOC100129316,LOC100129316,uncharacterized LOC100129316,1
GSE63060,100129361,ILMN_1898847,0.00353211552757454,SMIM10L1,SMIM10L1,small integral membrane protein 10 like 1,1
GSE63060,100129434,ILMN_1883780,0.00354323438513282,LOC100129434,LOC100129434,uncharacterized LOC100129434,1
GSE63060,100129464,ILMN_1880341,0.00282364011421556,LINC01546,LINC01546,long intergenic non-protein coding RNA 1546,1
GSE63060,100129515,ILMN_1913002,0.0043139769998567,LINC00633,LINC00633,long intergenic non-protein coding RNA 633,2
GSE63060,100129969,ILMN_1870923,0.00336799258034376,FAM205C,FAM205C,family with sequence similarity 205 member C,1
GSE63060,10013,ILMN_1798546,0.0307594241547932,HDAC6,HDAC6,histone deacetylase 6,1
GSE63060,100130083,ILMN_1820887,0.00280463905221026,HBCBP,HBCBP,HBcAg-binding protein,1
GSE63060,100130155,ILMN_1840175,0.00304863816484125,MIR124-2HG,MIR124-2HG,MIR124-2 host gene,1
GSE63060,100130268,ILMN_1897267,0.00249015005998772,LOC100130268,LOC100130268,uncharacterized LOC100130268,1
GSE63060,100130453,ILMN_1858783,0.00408262611679662,LOC100130453,LOC100130453,uncharacterized LOC100130453,1
GSE63060,100130642,ILMN_1866289,0.00304887861399136,LOC100130642,LOC100130642,uncharacterized LOC100130642,1
GSE63060,100130705,ILMN_1873967,0.00408529458835841,LOC100130705,LOC100130705,uncharacterized LOC100130705,1
GSE63060,100130745,ILMN_1902094,0.004997936137581,LOC100130745,LOC100130745,uncharacterized LOC100130745,1
GSE63060,100130768,ILMN_1849132,0.00362411395075417,LOC100130768,LOC100130768,uncharacterized LOC100130768,1
GSE63060,100130798,ILMN_1845347,0.00326636787058864,LOC100130798,LOC100130798,uncharacterized LOC100130798,1
GSE63060,100130815,ILMN_1914047,0.0095458779352107,LOC100130815,LOC100130815,uncharacterized LOC100130815,1
GSE63060,100130817,ILMN_1889993,0.00442472204465188,LOC100130817,LOC100130817,uncharacterized LOC100130817,1
GSE63060,100131023,ILMN_1883769,0.00419658042053999,LOC100131023,LOC100131023,uncharacterized LOC100131023,1
GSE63060,100131034,ILMN_1910322,0.0063896582158431,LOC100131034,LOC100131034,uncharacterized LOC100131034,1
GSE63060,100131315,ILMN_1841476,0.00305814593416311,LOC100131315,LOC100131315,uncharacterized LOC100131315,1
GSE63060,100131662,ILMN_1865255,0.00529055134175383,LOC100131662,LOC100131662,uncharacterized LOC100131662,1
GSE63060,100131726,ILMN_1888498,0.00888173856340448,FAM83A-AS1,FAM83A-AS1,FAM83A antisense RNA 1,1
GSE63060,100132101,ILMN_1838419,0.00361493343928753,HERC2P7,HERC2P7,hect domain and RLD 2 pseudogene 7,1
GSE63060,100132159,ILMN_1820879,0.00442351424675113,CALML3-AS1,CALML3-AS1,CALML3 antisense RNA 1,1
GSE63060,100132285,ILMN_1686831,0.00471640195847358,KIR2DS2,KIR2DS2,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2",1
GSE63060,100132406,ILMN_2155719,0.17381335965078,NBPF10,NBPF10,neuroblastoma breakpoint family member 10,5
GSE63060,100132476,ILMN_1718202,0.00726094773457602,KRTAP4-7,KRTAP4-7,keratin associated protein 4-7,2
GSE63060,100132596,ILMN_1781222,0.0051498445748044,XGY2,XGY2,"Xg pseudogene, Y-linked 2",1
GSE63060,100132661,ILMN_1886177,0.00358241828092819,LOC100132661,LOC100132661,PRO0419,1
GSE63060,100132987,ILMN_1912710,0.00283931865047367,LINC00856,LINC00856,long intergenic non-protein coding RNA 856,1
GSE63060,100133053,ILMN_1872496,0.00342649019522923,CXorf51B,CXorf51B,chromosome X open reading frame 51B,1
GSE63060,100133461,ILMN_1833563,0.00298437157993524,LOC100133461,LOC100133461,uncharacterized LOC100133461,1
GSE63060,100133941,ILMN_2060413,0.246664084067839,CD24,CD24,CD24 molecule,2
GSE63060,10014,ILMN_2388166,0.00830660737994205,HDAC5,HDAC5,histone deacetylase 5,2
GSE63060,100141515,ILMN_1911047,0.00426535637046673,C17orf99,C17orf99,chromosome 17 open reading frame 99,1
GSE63060,100144748,ILMN_1857439,0.00412732225538734,KLLN,KLLN,"killin, p53-regulated DNA replication inhibitor",1
GSE63060,10015,ILMN_1693259,0.0382288759641242,PDCD6IP,PDCD6IP,programmed cell death 6 interacting protein,1
GSE63060,10016,ILMN_1733931,0.0468969101870288,PDCD6,PDCD6,programmed cell death 6,1
GSE63060,100170220,ILMN_1825475,0.00530808605804291,SNAR-E,SNAR-E,small ILF3/NF90-associated RNA E,1
GSE63060,100170226,ILMN_1854452,0.00227526052371475,SNAR-C3,SNAR-C3,small ILF3/NF90-associated RNA C3,1
GSE63060,10018,ILMN_2359627,0.00449544690083982,BCL2L11,BCL2L11,BCL2 like 11,3
GSE63060,10019,ILMN_1752046,0.0639892051412674,SH2B3,SH2B3,SH2B adaptor protein 3,1
GSE63060,100192386,ILMN_1831111,0.00830149061724777,FLJ16779,FLJ16779,uncharacterized LOC100192386,1
GSE63060,1002,ILMN_1769891,0.00333560344265866,CDH4,CDH4,cadherin 4,1
GSE63060,10020,ILMN_1729417,0.0260680724113821,GNE,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,1
GSE63060,10021,ILMN_1790810,0.00822378660006942,HCN4,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4,2
GSE63060,10022,ILMN_2060578,0.00382476367280111,INSL5,INSL5,insulin like 5,1
GSE63060,10023,ILMN_1781416,0.117683192038696,FRAT1,FRAT1,frequently rearranged in advanced T-cell lymphomas 1,2
GSE63060,10024,ILMN_1700337,0.00350766888356619,TROAP,TROAP,trophinin associated protein,1
GSE63060,100240735,ILMN_1906437,0.00941025348873485,LOC100240735,LOC100240735,uncharacterized LOC100240735,1
GSE63060,10025,ILMN_1790782,0.135828620776624,MED16,MED16,mediator complex subunit 16,3
GSE63060,10026,ILMN_1772743,0.0209877707935853,PIGK,PIGK,phosphatidylinositol glycan anchor biosynthesis class K,1
GSE63060,100271702,ILMN_1863846,0.00426532849064139,LINC00940,LINC00940,long intergenic non-protein coding RNA 940,1
GSE63060,100286906,ILMN_1839444,0.0029436391179265,LOC100286906,LOC100286906,uncharacterized LOC100286906,1
GSE63060,100287171,ILMN_1655952,0.100515969875834,WASH1,WASH1,WAS protein family homolog 1,1
GSE63060,100287301,ILMN_1897218,0.00456252213697941,GS52,GS52,uncharacterized LOC100287301,1
GSE63060,100287559,ILMN_1860229,0.00310786051587509,ADPGK-AS1,ADPGK-AS1///ADPGK,ADPGK antisense RNA 1///ADP dependent glucokinase,1
GSE63060,100287837,ILMN_1913407,0.00302757236263179,LOC100287837,LOC100287837///ARHGEF17,uncharacterized LOC100287837///Rho guanine nucleotide exchange factor 17,1
GSE63060,100287877,ILMN_1856235,0.00601469895403747,LOC100287877,LOC100287877,uncharacterized LOC100287877,1
GSE63060,100287932,ILMN_1679555,0.106511464238096,TIMM23,TIMM23,translocase of inner mitochondrial membrane 23,4
GSE63060,100287948,ILMN_1879239,0.00298860701985696,GM140,GM140,uncharacterized LOC100287948,1
GSE63060,100288122,ILMN_1842305,0.00387647874654759,LDLRAD4-AS1,LDLRAD4-AS1,LDLRAD4 antisense RNA 1,1
GSE63060,100288238,ILMN_1895504,0.00437804279593016,LOC100288238,LOC100288238,uncharacterized LOC100288238,1
GSE63060,100288287,ILMN_1916105,0.00458337167354401,KRTAP22-2,KRTAP22-2,keratin associated protein 22-2,1
GSE63060,100288306,ILMN_1843386,0.0115407594553636,LOC100288306,LOC100288306,uncharacterized LOC100288306,1
GSE63060,100288310,ILMN_1853196,0.00266363711352173,LOC100288310,LOC100288310,uncharacterized LOC100288310,1
GSE63060,100288323,ILMN_1835679,0.00558619167748089,KRTAP21-3,KRTAP21-3,keratin associated protein 21-3,1
GSE63060,100288413,ILMN_2072622,0.00331588156532703,ERVMER34-1,ERVMER34-1,endogenous retrovirus group MER34 member 1,1
GSE63060,100288590,ILMN_1909695,0.0036273805089318,LOC100288590,LOC100288590,cutaneous T-cell lymphoma-associated antigen 1 pseudogene,1
GSE63060,100288798,ILMN_1821531,0.00961352175765638,LOC100288798,LOC100288798,uncharacterized LOC100288798,3
GSE63060,100288893,ILMN_1845157,0.0169755322798712,LOC100288893,LOC100288893,uncharacterized LOC100288893,1
GSE63060,100289094,ILMN_1818213,0.00385237518236839,LOC100289094,LOC100289094,uncharacterized LOC100289094,1
GSE63060,100289635,ILMN_1712269,0.00679342887427295,ZNF605,ZNF605,zinc finger protein 605,1
GSE63060,1003,ILMN_1719236,0.00294821767615626,CDH5,CDH5,cadherin 5,1
GSE63060,100302526,ILMN_1822869,0.00374968562992574,FAM41AY2,FAM41AY2///FAM41AY1,"family with sequence similarity 41 member A, Y-linked 2///family with sequence similarity 41 member A, Y-linked 1",1
GSE63060,100302692,ILMN_1891129,0.00254605085344626,FTX,FTX,"FTX transcript, XIST regulator (non-protein coding)",1
GSE63060,100303453,ILMN_1844522,0.00284991915088858,TSNAX-DISC1,TSNAX-DISC1///DISC1///TSNAX,TSNAX-DISC1 readthrough (NMD candidate)///disrupted in schizophrenia 1///translin associated factor X,1
GSE63060,100316868,ILMN_1866337,0.00494403806383946,HOTTIP,HOTTIP,HOXA distal transcript antisense RNA,2
GSE63060,100329135,ILMN_1841311,0.00342374638765541,TRPC5OS,TRPC5OS,TRPC5 opposite strand,1
GSE63060,10036,ILMN_1669842,0.0045535956843185,CHAF1A,CHAF1A,chromatin assembly factor 1 subunit A,1
GSE63060,100379345,ILMN_1874689,0.151461723270146,MIR181A2HG,MIR181A2HG,MIR181A2 host gene,1
GSE63060,10038,ILMN_1757995,0.00903920892752001,PARP2,PARP2,poly(ADP-ribose) polymerase 2,2
GSE63060,10039,ILMN_2397954,0.0271840233304509,PARP3,PARP3,poly(ADP-ribose) polymerase family member 3,2
GSE63060,1004,ILMN_2190624,0.00361916441739208,CDH6,CDH6,cadherin 6,1
GSE63060,10040,ILMN_1802642,0.00304823440323894,TOM1L1,TOM1L1,target of myb1 like 1 membrane trafficking protein,1
GSE63060,100419583,ILMN_1845037,0.0562980534060858,LOC100419583,LOC100419583,ring finger protein 4 pseudogene,1
GSE63060,100420587,ILMN_1878670,0.00425051357549469,LOC100420587,LOC100420587,SHC binding and spindle associated 1 pseudogene,1
GSE63060,10043,ILMN_2082314,0.112316650073197,TOM1,TOM1,target of myb1 membrane trafficking protein,2
GSE63060,10044,ILMN_1775734,0.105508775058713,SH2D3C,SH2D3C,SH2 domain containing 3C,3
GSE63060,10045,ILMN_1772466,0.00841513297936709,SH2D3A,SH2D3A,SH2 domain containing 3A,1
GSE63060,10046,ILMN_1680856,0.00906205462234379,MAMLD1,MAMLD1,mastermind like domain containing 1,1
GSE63060,10047,ILMN_1765103,0.0029353645831628,CST8,CST8,cystatin 8,1
GSE63060,10048,ILMN_2141157,0.0051726510790842,RANBP9,RANBP9,RAN binding protein 9,1
GSE63060,10049,ILMN_2402416,0.083556734976241,DNAJB6,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6,2
GSE63060,100499483,ILMN_1793347,0.00391841536276474,CCDC180,CCDC180,coiled-coil domain containing 180,1
GSE63060,1005,ILMN_1813352,0.00566585225443215,CDH7,CDH7,cadherin 7,2
GSE63060,100505515,ILMN_1913142,0.00810009019947859,LOC100505515,LOC100505515,uncharacterized LOC100505515,1
GSE63060,100505518,ILMN_1915577,0.00312073519859059,EDNRB-AS1,EDNRB-AS1,EDNRB antisense RNA 1,1
GSE63060,100505540,ILMN_1840253,0.00437492507185504,SLIT1-AS1,SLIT1-AS1,SLIT1 antisense RNA 1,1
GSE63060,100505547,ILMN_1835135,0.00338232294345276,LINC01208,LINC01208,long intergenic non-protein coding RNA 1208,1
GSE63060,100505576,ILMN_1916702,0.00994187234782327,LINC00672,LINC00672,long intergenic non-protein coding RNA 672,1
GSE63060,100505588,ILMN_1859548,0.00329111538838833,LOC100505588,LOC100505588,uncharacterized LOC100505588,1
GSE63060,100505619,ILMN_1914405,0.00320427598973545,LINC00919,LINC00919,long intergenic non-protein coding RNA 919,1
GSE63060,100505625,ILMN_1864939,0.00238581791640613,LOC100505625,LOC100505625,uncharacterized LOC100505625,1
GSE63060,100505664,ILMN_1856484,0.00252470350740306,LOC100505664,LOC100505664,uncharacterized LOC100505664,1
GSE63060,100505705,ILMN_1908918,0.00404012877387027,SDIM1,SDIM1,stress responsive DNAJB4 interacting membrane protein 1,1
GSE63060,100505715,ILMN_1846517,0.0544395953102735,LOC100505715,LOC100505715,uncharacterized LOC100505715,1
GSE63060,100505768,ILMN_1906957,0.00583221945329296,LINC01364,LINC01364,long intergenic non-protein coding RNA 1364,1
GSE63060,100505771,ILMN_1884449,0.00667461663867469,LOC100505771,LOC100505771,uncharacterized LOC100505771,1
GSE63060,100505853,ILMN_1906980,0.00329773313535444,LOC100505853,LOC100505853,uncharacterized LOC100505853,1
GSE63060,100505869,ILMN_1843876,0.00450063489861774,CFAP58-AS1,CFAP58-AS1,CFAP58 antisense RNA 1 (head to head),1
GSE63060,100505975,ILMN_1896149,0.00496114720551471,ENO1-AS1,ENO1-AS1,ENO1 antisense RNA 1,1
GSE63060,100505984,ILMN_1833518,0.00862888840546276,LOC100505984,LOC100505984,uncharacterized LOC100505984,1
GSE63060,100505996,ILMN_1905546,0.00238416661920264,LINC00403,LINC00403,long intergenic non-protein coding RNA 403,1
GSE63060,100506033,ILMN_1830842,0.00441986020369192,PTOV1-AS1,PTOV1-AS1,PTOV1 antisense RNA 1,1
GSE63060,100506084,ILMN_2141030,0.00444558344498772,ARL17B,ARL17B,ADP ribosylation factor like GTPase 17B,1
GSE63060,100506098,ILMN_1838522,0.00408122654622676,LOC100506098,LOC100506098,uncharacterized LOC100506098,1
GSE63060,100506100,ILMN_1835317,0.00357003166358518,LOC100506100,LOC100506100,uncharacterized LOC100506100,1
GSE63060,100506122,ILMN_1890481,0.00259817495411894,LOC100506122,LOC100506122,uncharacterized LOC100506122,1
GSE63060,100506126,ILMN_1872444,0.00662426469305848,LINC00867,LINC00867,long intergenic non-protein coding RNA 867,2
GSE63060,100506127,ILMN_1721430,0.0048841006611825,LOC100506127,LOC100506127,putative uncharacterized protein FLJ37770-like,1
GSE63060,100506136,ILMN_1845757,0.00807513973837638,LOC100506136,LOC100506136,uncharacterized LOC100506136,1
GSE63060,100506159,ILMN_1900994,0.122197324041017,LOC100506159,LOC100506159,uncharacterized LOC100506159,1
GSE63060,100506161,ILMN_1873314,0.0120947637266952,TAF1A-AS1,TAF1A-AS1,TAF1A antisense RNA 1,1
GSE63060,100506164,ILMN_2168215,0.0025869195685644,HSFX1,HSFX1,"heat shock transcription factor family, X-linked 1",1
GSE63060,100506172,ILMN_1822932,0.0037997185917673,LINC01568,LINC01568,long intergenic non-protein coding RNA 1568,1
GSE63060,100506207,ILMN_1896714,0.00648070701289257,LOC100506207,LOC100506207,uncharacterized LOC100506207,1
GSE63060,100506271,ILMN_1840624,0.0031172261339318,LOC100506271,LOC100506271,uncharacterized LOC100506271,1
GSE63060,100506274,ILMN_1912304,0.00252068944072594,LOC100506274,LOC100506274,uncharacterized LOC100506274,1
GSE63060,100506299,ILMN_1880113,0.00314418641752752,ID2-AS1,ID2-AS1,ID2 antisense RNA 1 (head to head),1
GSE63060,100506311,ILMN_1869943,0.0287139910366626,HOTAIRM1,HOTAIRM1///HOXA2,"HOXA transcript antisense RNA, myeloid-specific 1///homeobox A2",1
GSE63060,100506368,ILMN_1819225,0.00708179468199937,LOC100506368,LOC100506368,uncharacterized LOC100506368,1
GSE63060,100506489,ILMN_1875735,0.00235228449131424,LOC100506489,LOC100506489,uncharacterized LOC100506489,1
GSE63060,100506530,ILMN_1894547,0.00567430966437665,LOC100506530,LOC100506530,uncharacterized LOC100506530,1
GSE63060,100506658,ILMN_2255088,0.00403253218727263,OCLN,OCLN,occludin,2
GSE63060,100506668,ILMN_1820244,0.00374450501846999,NRAV,NRAV,negative regulator of antiviral response (non-protein coding),1
GSE63060,100506675,ILMN_1854518,0.00316565526893713,LOC100506675,LOC100506675,uncharacterized LOC100506675,1
GSE63060,100506677,ILMN_1851496,0.0061768278921646,AA06,AA06,uncharacterized LOC100506677,1
GSE63060,100506681,ILMN_1856564,0.0110048338292344,JARID2-AS1,JARID2-AS1,JARID2 antisense RNA 1,1
GSE63060,100506682,ILMN_1853103,0.00420157493501921,LOC100506682,LOC100506682,uncharacterized LOC100506682,1
GSE63060,100506691,ILMN_1849192,0.00614917130138194,LOC100506691,LOC100506691,uncharacterized LOC100506691,1
GSE63060,100506731,ILMN_1826368,0.00277481818665325,LOC100506731,LOC100506731,uncharacterized LOC100506731,1
GSE63060,100506737,ILMN_1907544,0.00605250767339463,LINC01589,LINC01589,long intergenic non-protein coding RNA 1589,1
GSE63060,100506753,ILMN_1899940,0.00689585219408915,AZIN1-AS1,AZIN1-AS1,AZIN1 antisense RNA 1,1
GSE63060,100506759,ILMN_2199926,0.00311728990222221,OR7E37P,OR7E37P,olfactory receptor family 7 subfamily E member 37 pseudogene,1
GSE63060,100506769,ILMN_1819901,0.00247738366534636,C10orf71-AS1,C10orf71-AS1,C10orf71 antisense RNA 1,1
GSE63060,100506787,ILMN_1820935,0.00267446051866321,LINC01543,LINC01543,long intergenic non-protein coding RNA 1543,1
GSE63060,100506810,ILMN_1902123,0.00343608358250434,LINC01132,LINC01132,long intergenic non-protein coding RNA 1132,1
GSE63060,100506815,ILMN_1880280,0.120316911367664,FOXP1-IT1,FOXP1-IT1,FOXP1 intronic transcript 1,1
GSE63060,100506885,ILMN_1867942,0.00248497350874663,LOC100506885,LOC100506885,uncharacterized LOC100506885,1
GSE63060,100507003,ILMN_1654857,0.00316126740641064,GFY,GFY,golgi associated olfactory signaling regulator,1
GSE63060,100507008,ILMN_1829898,0.008992228795255,LINC00844,LINC00844,long intergenic non-protein coding RNA 844,1
GSE63060,100507062,ILMN_1913537,0.0364181258878356,PSMD6-AS2,PSMD6-AS2,PSMD6 antisense RNA 2,1
GSE63060,100507073,ILMN_1864575,0.00311307914132878,LOC100507073,LOC100507073,uncharacterized LOC100507073,1
GSE63060,100507114,ILMN_1903528,0.00295626322514871,LINC00445,LINC00445,long intergenic non-protein coding RNA 445,1
GSE63060,100507135,ILMN_1882929,0.00352188831260066,SPG20-AS1,SPG20-AS1,SPG20 antisense RNA 1,1
GSE63060,100507163,ILMN_1833524,0.00228795904575282,LINC00709,LINC00709,long intergenic non-protein coding RNA 709,1
GSE63060,100507203,ILMN_1693932,0.0037554346956463,SMLR1,SMLR1,small leucine rich protein 1,1
GSE63060,100507240,ILMN_1849638,0.00312681552650395,VWA8-AS1,VWA8-AS1,VWA8 antisense RNA 1 (head to head),1
GSE63060,100507266,ILMN_1840273,0.00388499186723919,STX18-AS1,STX18-AS1,STX18 antisense RNA 1 (head to head),1
GSE63060,100507274,ILMN_1874569,0.00679392168500288,LINC01210,LINC01210,long intergenic non-protein coding RNA 1210,1
GSE63060,100507277,ILMN_1858341,0.00220656860292259,LOC100507277,LOC100507277,uncharacterized LOC100507277,1
GSE63060,100507316,ILMN_1874506,0.00329212542487721,MINCR,MINCR,MYC-induced long noncoding RNA,1
GSE63060,100507362,ILMN_1839536,0.00402479402141187,LINC01015,LINC01015,long intergenic non-protein coding RNA 1015,1
GSE63060,100507388,ILMN_1916040,0.0032683717012377,LOC100507388,LOC100507388,uncharacterized LOC100507388,1
GSE63060,100507398,ILMN_1905075,0.00688803733929386,INTS6-AS1,INTS6-AS1,INTS6 antisense RNA 1,1
GSE63060,100507420,ILMN_1826440,0.00317110526263808,LINC01605,LINC01605,long intergenic non-protein coding RNA 1605,1
GSE63060,100507436,ILMN_1797929,0.0094296550591931,MICA,MICA,MHC class I polypeptide-related sequence A,1
GSE63060,100507443,ILMN_1844002,0.00375839353664854,LOC100507443,LOC100507443,uncharacterized LOC100507443,1
GSE63060,100507470,ILMN_1819028,0.00751414507788129,GRID1-AS1,GRID1-AS1,GRID1 antisense RNA 1,1
GSE63060,100507477,ILMN_1880210,0.00290882481215418,LOC100507477,LOC100507477,uncharacterized LOC100507477,1
GSE63060,100507588,ILMN_1793445,0.00589799904009118,TGFBR3L,TGFBR3L,transforming growth factor beta receptor 3 like,1
GSE63060,100507599,ILMN_1875354,0.0044431404660638,LOC100507599,LOC100507599,uncharacterized LOC100507599,1
GSE63060,100507632,ILMN_1887987,0.00637906024590823,LINC00968,LINC00968,long intergenic non-protein coding RNA 968,1
GSE63060,100507633,ILMN_1896562,0.0101239902614166,TNKS2-AS1,TNKS2-AS1,TNKS2 antisense RNA 1 (head to head),1
GSE63060,100507670,ILMN_1867134,0.00540310650087405,LOC100507670,LOC100507670///ZNF687,uncharacterized LOC100507670///zinc finger protein 687,1
GSE63060,10051,ILMN_2330861,0.0660931605186575,SMC4,SMC4,structural maintenance of chromosomes 4,3
GSE63060,10052,ILMN_2397484,0.0570648365766945,GJC1,GJC1,gap junction protein gamma 1,2
GSE63060,10053,ILMN_1705861,0.0103989711414805,AP1M2,AP1M2,adaptor related protein complex 1 mu 2 subunit,1
GSE63060,10054,ILMN_1742872,0.00540892538464472,UBA2,UBA2,ubiquitin like modifier activating enzyme 2,1
GSE63060,10055,ILMN_1657204,0.0581200993964918,SAE1,SAE1,SUMO1 activating enzyme subunit 1,1
GSE63060,10056,ILMN_1765696,0.0341009148391012,FARSB,FARSB,phenylalanyl-tRNA synthetase beta subunit,2
GSE63060,10057,ILMN_1706531,0.0774089258978833,ABCC5,ABCC5,ATP binding cassette subfamily C member 5,3
GSE63060,10058,ILMN_2193980,0.00750477916641812,ABCB6,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group),1
GSE63060,10059,ILMN_2286800,0.0322591307460073,DNM1L,DNM1L,dynamin 1 like,3
GSE63060,1006,ILMN_1757020,0.00445723599399369,CDH8,CDH8,cadherin 8,1
GSE63060,10060,ILMN_1746196,0.00531913676564463,ABCC9,ABCC9,ATP binding cassette subfamily C member 9,2
GSE63060,10061,ILMN_1781999,0.0249313776106665,ABCF2,ABCF2,ATP binding cassette subfamily F member 2,3
