gene_symbol,probe_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_symbol_raw,gene_id,gene_title,is_annotated_gene,abs_logFC,direction,main_candidate,nominal_candidate
CNBP,ILMN_1769319,-0.26430790892704,10.2918869969839,-5.12319516418811,6.05524833864065e-07,3.39134010330147e-05,5.48407224567312,CNBP,7555,CCHC-type zinc finger nucleic acid binding protein,TRUE,0.26430790892704,AD_down,TRUE,TRUE
RPL35,ILMN_2142815,-0.362873555539964,11.5903635410843,-5.11921215006339,6.1719755547299e-07,3.44283038148994e-05,5.46575658746399,RPL35,11224,ribosomal protein L35,TRUE,0.362873555539964,AD_down,TRUE,TRUE
CALM2,ILMN_1687858,-0.287290184190088,11.7170998092771,-5.09475866184091,6.93791062459459e-07,3.79279045585897e-05,5.35356055600531,CALM2,805,calmodulin 2,TRUE,0.287290184190088,AD_down,TRUE,TRUE
RPS4X,ILMN_2166831,-0.272774250806574,12.0416153275502,-5.06321053626393,8.06315621703001e-07,4.32767888724123e-05,5.2094549321265,RPS4X,6191,"ribosomal protein S4, X-linked",TRUE,0.272774250806574,AD_down,TRUE,TRUE
TMEM126B,ILMN_1766851,-0.225632613599284,7.98963400498394,-5.05122487631133,8.53542853013295e-07,4.52413128812939e-05,5.15489680893112,TMEM126B,55863,transmembrane protein 126B,TRUE,0.225632613599284,AD_down,TRUE,TRUE
ASAP1,ILMN_1690963,0.243653747960617,11.1581100992771,5.04432031813741,8.81954171215446e-07,4.65399331774513e-05,5.12351520006676,ASAP1,50807,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",TRUE,0.243653747960617,AD_up,TRUE,TRUE
PIK3CD,ILMN_1766275,0.220318214965185,10.4500672046185,5.04409395127238,8.82900981681726e-07,4.65399331774513e-05,5.12248693929805,PIK3CD,5293,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",TRUE,0.220318214965185,AD_up,TRUE,TRUE
LOC728554,ILMN_1691949,-0.249044200364345,9.35445060134538,-5.04331597048112,8.86162506304892e-07,4.65837031092127e-05,5.11895328381502,LOC728554,728554,THO complex 3 pseudogene,TRUE,0.249044200364345,AD_down,TRUE,TRUE
RPL30,ILMN_1754303,-0.318995890198392,13.0631896193976,-5.02980209975102,9.44714185132088e-07,4.92562408199073e-05,5.05764271890474,RPL30,6156,ribosomal protein L30,TRUE,0.318995890198392,AD_down,TRUE,TRUE
ATP5C1,ILMN_1701269,-0.320842611116409,8.56719283191566,-5.02504772492081,9.66191179781382e-07,5.03075793363887e-05,5.03610454791116,ATP5C1,509,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",TRUE,0.320842611116409,AD_down,TRUE,TRUE
CUEDC1,ILMN_1676665,0.235158710519202,9.36948492378313,5.02013669743769,9.88872088796084e-07,5.13489921230942e-05,5.01387409178487,CUEDC1,404093,CUE domain containing 1,TRUE,0.235158710519202,AD_up,TRUE,TRUE
EML4,ILMN_1718297,-0.207641386665667,9.29641433494377,-5.01594045072065,1.0086596607644e-06,5.21644473951597e-05,4.99489319151982,EML4,27436,echinoderm microtubule associated protein like 4,TRUE,0.207641386665667,AD_down,TRUE,TRUE
CCT2,ILMN_1679382,-0.253904612593364,8.7631802425743,-5.00820314466845,1.04615519169101e-06,5.35972717325977e-05,4.95992885136355,CCT2,10576,chaperonin containing TCP1 subunit 2,TRUE,0.253904612593364,AD_down,TRUE,TRUE
TMEM14C,ILMN_2175131,-0.232499298835241,9.39672647440161,-4.9853105157014,1.16516916780097e-06,5.89849575277e-05,4.85673608823418,TMEM14C,51522,transmembrane protein 14C,TRUE,0.232499298835241,AD_down,TRUE,TRUE
PCMT1,ILMN_1671621,-0.274682410603371,10.0943570736747,-4.98244086698765,1.18098192907008e-06,5.96978327869943e-05,4.843827791196,PCMT1,5110,protein-L-isoaspartate (D-aspartate) O-methyltransferase,TRUE,0.274682410603371,AD_down,TRUE,TRUE
DNAJA2,ILMN_1770127,-0.212303770910407,9.42603272308434,-4.95868769517176,1.32009174383021e-06,6.55292173666599e-05,4.73721383413492,DNAJA2,10294,DnaJ heat shock protein family (Hsp40) member A2,TRUE,0.212303770910407,AD_down,TRUE,TRUE
SHKBP1,ILMN_1765493,0.273876327811778,9.51710024443373,4.95355705380819,1.35215719227468e-06,6.69475037756461e-05,4.7142400672899,SHKBP1,92799,SH3KBP1 binding protein 1,TRUE,0.273876327811778,AD_up,TRUE,TRUE
PSMA6,ILMN_1704094,-0.339291682791088,8.75488133369478,-4.92934235115038,1.5139469845008e-06,7.37197920457935e-05,4.60607511453635,PSMA6,5687,proteasome subunit alpha 6,TRUE,0.339291682791088,AD_down,TRUE,TRUE
CDV3,ILMN_1673788,-0.241955979944238,9.44670114174699,-4.92393621009406,1.55254527821056e-06,7.53122027235253e-05,4.58198561821985,CDV3,55573,CDV3 homolog,TRUE,0.241955979944238,AD_down,TRUE,TRUE
ABCA7,ILMN_1743205,0.248875211078332,8.97980088011245,4.92149669899445,1.5702727306427e-06,7.60070407759366e-05,4.57112236982053,ABCA7,10347,ATP binding cassette subfamily A member 7,TRUE,0.248875211078332,AD_up,TRUE,TRUE
USP16,ILMN_2397231,-0.208576930288716,8.28895848465863,-4.92109360781853,1.57322069937098e-06,7.60264358654409e-05,4.56932781210267,USP16,10600,ubiquitin specific peptidase 16,TRUE,0.208576930288716,AD_down,TRUE,TRUE
LPAR2,ILMN_1662741,0.254910776259708,10.1194701312289,4.91650342774547,1.60717032876932e-06,7.75692460190149e-05,4.54890087630962,LPAR2,9170,lysophosphatidic acid receptor 2,TRUE,0.254910776259708,AD_up,TRUE,TRUE
RDH14,ILMN_2222984,-0.232262025119808,8.73166033879518,-4.90313547693362,1.71012678252545e-06,8.18170768538582e-05,4.48950072055478,RDH14,57665,retinol dehydrogenase 14 (all-trans/9-cis/11-cis),TRUE,0.232262025119808,AD_down,TRUE,TRUE
ATG3,ILMN_1769566,-0.253988366358622,9.99096622581125,-4.9004913924803,1.73123298299221e-06,8.27235790202338e-05,4.47776751880048,ATG3,64422,autophagy related 3,TRUE,0.253988366358622,AD_down,TRUE,TRUE
CECR6,ILMN_1702229,0.223388817846505,8.60916106361847,4.89400139745667,1.78411215632968e-06,8.49428378969218e-05,4.448990009487,CECR6,27439,"cat eye syndrome chromosome region, candidate 6",TRUE,0.223388817846505,AD_up,TRUE,TRUE
FRAT1,ILMN_1736180,0.205665924346742,8.65619458944177,4.89122573656131,1.80720136563117e-06,8.59250257242157e-05,4.43669191957053,FRAT1,10023,frequently rearranged in advanced T-cell lymphomas 1,TRUE,0.205665924346742,AD_up,TRUE,TRUE
COX6C,ILMN_1654151,-0.232371281221419,11.0802910338153,-4.8862050464276,1.84970163423998e-06,8.73408195398787e-05,4.41446136674087,COX6C,1345,cytochrome c oxidase subunit 6C,TRUE,0.232371281221419,AD_down,TRUE,TRUE
ULK1,ILMN_1705144,0.215253298779339,10.9990495624578,4.87470852422066,1.95069044797471e-06,9.05016456988943e-05,4.3636279029872,ULK1,8408,unc-51 like autophagy activating kinase 1,TRUE,0.215253298779339,AD_up,TRUE,TRUE
RPL41,ILMN_2331890,-0.416655124301412,13.4661218551807,-4.86582837775595,2.03232369930675e-06,9.33845429314547e-05,4.32443054617879,RPL41,6171,ribosomal protein L41,TRUE,0.416655124301412,AD_down,TRUE,TRUE
APBB1IP,ILMN_1801710,0.225429286241482,11.9671567217269,4.85268587602576,2.15922728304053e-06,9.83899024264913e-05,4.26652697910025,APBB1IP,54518,amyloid beta precursor protein binding family B member 1 interacting protein,TRUE,0.225429286241482,AD_up,TRUE,TRUE
DICER1,ILMN_1772692,0.203230005696652,9.21063900087149,4.84477013464142,2.23932040195797e-06,0.000101436449697203,4.23171388525421,DICER1,23405,"dicer 1, ribonuclease III",TRUE,0.203230005696652,AD_up,TRUE,TRUE
KLHDC8B,ILMN_1695246,0.216409505469907,8.55508664130924,4.84340779155224,2.25339130028326e-06,0.000101953319255555,4.22572708501368,KLHDC8B,200942,kelch domain containing 8B,TRUE,0.216409505469907,AD_up,TRUE,TRUE
UBE3A,ILMN_1764549,-0.201294144399804,8.55584589952611,-4.83023480309313,2.39392796728387e-06,0.000107173022853098,4.16791021049926,UBE3A,7337,ubiquitin protein ligase E3A,TRUE,0.201294144399804,AD_down,TRUE,TRUE
TMBIM4,ILMN_1664750,-0.236207683548251,11.8570097393574,-4.82686053364825,2.43126665021799e-06,0.000108464494260366,4.15312129318246,TMBIM4,51643,transmembrane BAX inhibitor motif containing 4,TRUE,0.236207683548251,AD_down,TRUE,TRUE
FAM126B,ILMN_1779486,0.249414725379585,9.60441111995984,4.82294930863923,2.47525115264157e-06,0.000110042430013376,4.13598966102918,FAM126B,285172,family with sequence similarity 126 member B,TRUE,0.249414725379585,AD_up,TRUE,TRUE
RPS29,ILMN_1738243,-0.268963764623321,13.7988209273896,-4.78097173047617,2.99839886012481e-06,0.000130141047636854,3.95284627530481,RPS29,6235,ribosomal protein S29,TRUE,0.268963764623321,AD_down,TRUE,TRUE
NCF4,ILMN_1757361,0.225286079582207,9.10109254749799,4.78095279805095,2.9986573003325e-06,0.000130141047636854,3.95276397441596,NCF4,4689,neutrophil cytosolic factor 4,TRUE,0.225286079582207,AD_up,TRUE,TRUE
ACADM,ILMN_2053679,-0.208231008483491,8.44503545199598,-4.77936065407171,3.02046822426915e-06,0.000130779193365543,3.94584375354322,ACADM,34,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain",TRUE,0.208231008483491,AD_down,TRUE,TRUE
CAPN15,ILMN_1763739,0.201492563891384,8.71202187714859,4.77888515578872,3.0270117560471e-06,0.000130779193365543,3.94377738061548,CAPN15,6650,calpain 15,TRUE,0.201492563891384,AD_up,TRUE,TRUE
FOXO3,ILMN_1681703,0.266551406571953,12.2836612229317,4.76138684427961,3.27756027619957e-06,0.000140968198546038,3.86785358553507,FOXO3,2309,forkhead box O3,TRUE,0.266551406571953,AD_up,TRUE,TRUE
LAMTOR3,ILMN_1659415,-0.303016960204094,8.7323913666506,-4.75836125355313,3.32286405215932e-06,0.000142596636289865,3.85474922454668,LAMTOR3,8649,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",TRUE,0.303016960204094,AD_down,TRUE,TRUE
CEBPB,ILMN_1693014,0.229418328498538,13.1989729144177,4.73310993642021,3.72526923295254e-06,0.000156534832834657,3.74565135207819,CEBPB,1051,CCAAT/enhancer binding protein beta,TRUE,0.229418328498538,AD_up,TRUE,TRUE
EIF2A,ILMN_1733305,-0.213003581662,8.52052287918474,-4.7318327978508,3.74682351546299e-06,0.000157268095026914,3.7401463224363,EIF2A,83939,eukaryotic translation initiation factor 2A,TRUE,0.213003581662,AD_down,TRUE,TRUE
PNRC2,ILMN_2147306,-0.29789983818435,9.51353804602008,-4.72318469423731,3.89597452771889e-06,0.000162108073671274,3.70290172275458,PNRC2,55629,proline rich nuclear receptor coactivator 2,TRUE,0.29789983818435,AD_down,TRUE,TRUE
ASNSD1,ILMN_2221673,-0.27301702182182,8.85057211202008,-4.70192420987255,4.28738712005116e-06,0.000176288894007082,3.61158096633229,ASNSD1,54529,asparagine synthetase domain containing 1,TRUE,0.27301702182182,AD_down,TRUE,TRUE
CSAD,ILMN_2119692,0.22961889328083,9.1085818536506,4.69251382018054,4.47249514066695e-06,0.00018295958331061,3.57126994895091,CSAD,51380,cysteine sulfinic acid decarboxylase,TRUE,0.22961889328083,AD_up,TRUE,TRUE
PGS1,ILMN_2075051,0.200538093213489,9.99884114949398,4.68188247528499,4.69088848786888e-06,0.000191035312042626,3.52580986589029,PGS1,9489,phosphatidylglycerophosphate synthase 1,TRUE,0.200538093213489,AD_up,TRUE,TRUE
VAMP8,ILMN_2190084,-0.280404039032461,10.893551299502,-4.68088554383989,4.7118869517023e-06,0.000191686764079762,3.5215513608263,VAMP8,8673,vesicle associated membrane protein 8,TRUE,0.280404039032461,AD_down,TRUE,TRUE
PLCB2,ILMN_1724066,0.22031057219883,10.2089987582289,4.67884772252827,4.75509195942592e-06,0.000193239272607763,3.51284893446195,PLCB2,5330,phospholipase C beta 2,TRUE,0.22031057219883,AD_up,TRUE,TRUE
SRRM2,ILMN_1734602,0.202107400341049,11.1162004426104,4.67070315283255,4.93161255312272e-06,0.000198726873039715,3.47809952964146,SRRM2,23524,serine/arginine repetitive matrix 2,TRUE,0.202107400341049,AD_up,TRUE,TRUE
STAT6,ILMN_1763198,0.209947100604916,10.0731635242691,4.66193446423743,5.12871448325287e-06,0.000205542561922125,3.44074386627072,STAT6,6778,signal transducer and activator of transcription 6,TRUE,0.209947100604916,AD_up,TRUE,TRUE
HINT1,ILMN_1807710,-0.528329706221614,10.2715301150241,-4.62394915265756,6.07370913727019e-06,0.000237264711068775,3.27960094966885,HINT1,3094,histidine triad nucleotide binding protein 1,TRUE,0.528329706221614,AD_down,TRUE,TRUE
PPM1F,ILMN_2059535,0.235512363653862,11.2593716754779,4.6184384051763,6.22402046030073e-06,0.000241658472218485,3.25631484930465,PPM1F,9647,"protein phosphatase, Mg2+/Mn2+ dependent 1F",TRUE,0.235512363653862,AD_up,TRUE,TRUE
CSF3R,ILMN_2371280,0.23400088832106,13.6246330430121,4.61194687503205,6.40567935594956e-06,0.0002467120043002,3.22891427841688,CSF3R,1441,colony stimulating factor 3 receptor,TRUE,0.23400088832106,AD_up,TRUE,TRUE
PADI4,ILMN_1807529,0.304402406928217,11.7547592678313,4.58174366580686,7.32015300707003e-06,0.000277196544996974,3.10185340781706,PADI4,23569,peptidyl arginine deiminase 4,TRUE,0.304402406928217,AD_up,TRUE,TRUE
GRN,ILMN_1724250,0.272038258235453,11.4144168558996,4.54345217117459,8.66115209952997e-06,0.000320070077876748,2.94177722055743,GRN,2896,granulin,TRUE,0.272038258235453,AD_up,TRUE,TRUE
VBP1,ILMN_2223010,-0.285931100570069,8.96151998641365,-4.5292502736344,9.21619357924792e-06,0.000336685386409856,2.8826949579816,VBP1,7411,VHL binding protein 1,TRUE,0.285931100570069,AD_down,TRUE,TRUE
LILRA5,ILMN_2266595,0.209198892128813,11.6436661806827,4.52349495403433,9.45072500251727e-06,0.000343289747437409,2.85879637337018,LILRA5,353514,leukocyte immunoglobulin like receptor A5,TRUE,0.209198892128813,AD_up,TRUE,TRUE
KCTD12,ILMN_1742332,0.238832368265042,10.4316885900884,4.52152198476715,9.53243652442949e-06,0.0003459299550087,2.85060966149423,KCTD12,115207,potassium channel tetramerization domain containing 12,TRUE,0.238832368265042,AD_up,TRUE,TRUE
ADAM15,ILMN_1756920,0.209888639228109,10.1681220437229,4.51388093939145,9.85534788247766e-06,0.000354959249579238,2.81893212689808,ADAM15,8751,ADAM metallopeptidase domain 15,TRUE,0.209888639228109,AD_up,TRUE,TRUE
ITPRIPL2,ILMN_1751034,0.217273922220343,8.6767538662008,4.50698119203458,1.01559423590626e-05,0.00036339497953688,2.79036674664298,ITPRIPL2,162073,"inositol 1,4,5-trisphosphate receptor interacting protein like 2",TRUE,0.217273922220343,AD_up,TRUE,TRUE
RGS10,ILMN_1733538,-0.318907523990737,10.1584177162892,-4.49045960616352,1.09119465208467e-05,0.00038540793969759,2.72211675714131,RGS10,6001,regulator of G-protein signaling 10,TRUE,0.318907523990737,AD_down,TRUE,TRUE
CASP4,ILMN_1678454,-0.272331650618868,10.080832958759,-4.47263271896217,1.17882410931501e-05,0.000410307879356676,2.64871296550242,CASP4,837,caspase 4,TRUE,0.272331650618868,AD_down,TRUE,TRUE
FAM53C,ILMN_1744508,0.207212686767114,10.4270672080402,4.45561112567368,1.26877477938963e-05,0.000434901494595432,2.57885635997467,FAM53C,51307,family with sequence similarity 53 member C,TRUE,0.207212686767114,AD_up,TRUE,TRUE
MAST3,ILMN_1738749,0.219402507937115,10.4107396016867,4.45415360132676,1.27677612948265e-05,0.000436472924478448,2.57288519804689,MAST3,23031,microtubule associated serine/threonine kinase 3,TRUE,0.219402507937115,AD_up,TRUE,TRUE
COMMD8,ILMN_1765644,-0.229896262974059,8.06803204551004,-4.44497447557515,1.32829083873975e-05,0.000450466916125527,2.53531846707863,COMMD8,54951,COMM domain containing 8,TRUE,0.229896262974059,AD_down,TRUE,TRUE
RPS3A,ILMN_1657722,-0.556010713899271,9.58173723951004,-4.4440003161814,1.33387361419537e-05,0.000451560995081229,2.53133546431774,RPS3A,6189,ribosomal protein S3A,TRUE,0.556010713899271,AD_down,TRUE,TRUE
ATG16L2,ILMN_1664644,0.220367664295883,9.14248676805622,4.43828596542158,1.36707803605335e-05,0.000459957546072315,2.50798640257095,ATG16L2,89849,autophagy related 16 like 2,TRUE,0.220367664295883,AD_up,TRUE,TRUE
DEK,ILMN_1747630,-0.286102890920337,8.52931566011647,-4.41589097635755,1.50501759824275e-05,0.000501960699737675,2.41672614195236,DEK,7913,DEK proto-oncogene,TRUE,0.286102890920337,AD_down,TRUE,TRUE
CLC,ILMN_1654875,-0.534846275060161,10.9776383142731,-4.40678432775852,1.56484535354367e-05,0.000518305995146935,2.37972877431188,CLC,1178,Charcot-Leyden crystal galectin,TRUE,0.534846275060161,AD_down,TRUE,TRUE
PPM1B,ILMN_1716862,-0.251955883583083,9.33354666753414,-4.39782193569745,1.62594841475266e-05,0.00053484631030173,2.34338107332451,PPM1B,5495,"protein phosphatase, Mg2+/Mn2+ dependent 1B",TRUE,0.251955883583083,AD_down,TRUE,TRUE
CLEC4A,ILMN_2399363,-0.23189524035432,9.68977801693574,-4.39169976084959,1.66899591339096e-05,0.000544334139514625,2.31858840095943,CLEC4A,50856,C-type lectin domain family 4 member A,TRUE,0.23189524035432,AD_down,TRUE,TRUE
FCER1A,ILMN_1688423,-0.43323392102203,9.21072664415261,-4.3850814641987,1.71676046987049e-05,0.000557067694550185,2.29181977695752,FCER1A,2205,Fc fragment of IgE receptor Ia,TRUE,0.43323392102203,AD_down,TRUE,TRUE
CREB5,ILMN_1728677,0.285315421667099,10.1660030669277,4.3641024229708,1.87698209541546e-05,0.000601922241510556,2.20719513348168,CREB5,9586,cAMP responsive element binding protein 5,TRUE,0.285315421667099,AD_up,TRUE,TRUE
BEST1,ILMN_1718982,0.218912642267077,9.07987501673092,4.34961405852023,1.99589536996107e-05,0.000632121507170645,2.14895506795058,BEST1,7439,bestrophin 1,TRUE,0.218912642267077,AD_up,TRUE,TRUE
ICAM3,ILMN_2212763,0.20886689538836,13.3952424848996,4.33702741683203,2.1050288778725e-05,0.000660679088106716,2.09849414934792,ICAM3,3385,intercellular adhesion molecule 3,TRUE,0.20886689538836,AD_up,TRUE,TRUE
CKLF,ILMN_1712389,-0.276086562822139,11.5890925831325,-4.32286756322914,2.23463298696827e-05,0.00069060972037579,2.04187593218201,CKLF,51192,chemokine like factor,TRUE,0.276086562822139,AD_down,TRUE,TRUE
CRBN,ILMN_2225735,-0.241490788402417,8.67896751807631,-4.31916459058337,2.26976621919444e-05,0.00070090234530193,2.02709578296823,CRBN,51185,cereblon,TRUE,0.241490788402417,AD_down,TRUE,TRUE
C8orf59,ILMN_1653205,-0.200818933530989,8.11641813221285,-4.31706299449455,2.28994045311673e-05,0.000705994352730002,2.01871224811326,C8orf59,401466,chromosome 8 open reading frame 59,TRUE,0.200818933530989,AD_down,TRUE,TRUE
SELPLG,ILMN_1734855,0.215731429193479,9.35804152431325,4.3160563885782,2.29966404750643e-05,0.000708422231740685,2.01469800906044,SELPLG,6404,selectin P ligand,TRUE,0.215731429193479,AD_up,TRUE,TRUE
S100A12,ILMN_1748915,-0.462589234172153,9.28616181667872,-4.30811618313671,2.37776252025511e-05,0.000727800441703007,1.98306147402764,S100A12,6283,S100 calcium binding protein A12,TRUE,0.462589234172153,AD_down,TRUE,TRUE
CLNS1A,ILMN_1736814,-0.206595049604391,9.34494366606426,-4.29403057444072,2.52259336187531e-05,0.000760588692476678,1.92706265691255,CLNS1A,1207,chloride nucleotide-sensitive channel 1A,TRUE,0.206595049604391,AD_down,TRUE,TRUE
LOC401357,ILMN_2072598,0.304552799310616,10.5388613698313,4.27654488176327,2.71415022723344e-05,0.000811323440000312,1.85776585663658,LOC401357,401357,uncharacterized LOC401357,TRUE,0.304552799310616,AD_up,TRUE,TRUE
HIP1,ILMN_1701403,0.201543945914208,8.25723435754619,4.22815232356262,3.31955793921326e-05,0.000948636087595305,1.66725392868623,HIP1,3092,huntingtin interacting protein 1,TRUE,0.201543945914208,AD_up,TRUE,TRUE
B2M,ILMN_2148459,-0.286166787488791,12.3434405571888,-4.22007102216174,3.43248027033298e-05,0.000974366732738521,1.63562179028116,B2M,567,beta-2-microglobulin,TRUE,0.286166787488791,AD_down,TRUE,TRUE
PTPN4,ILMN_1793549,-0.20679747626419,8.90157020040161,-4.21147275616218,3.55665298425542e-05,0.00100203112374321,1.60202355754495,PTPN4,5775,"protein tyrosine phosphatase, non-receptor type 4",TRUE,0.20679747626419,AD_down,TRUE,TRUE
HMGN1,ILMN_2151579,-0.247441251763484,11.0020168750964,-4.20016517590096,3.72649710877486e-05,0.00103589232499046,1.5579287368791,HMGN1,3150,high mobility group nucleosome binding domain 1,TRUE,0.247441251763484,AD_down,TRUE,TRUE
SRSF1,ILMN_1795341,-0.205027124805427,9.57868666935341,-4.19761777234758,3.76581532326272e-05,0.00104091472054753,1.54800908851629,SRSF1,6426,serine and arginine rich splicing factor 1,TRUE,0.205027124805427,AD_down,TRUE,TRUE
RSRP1,ILMN_1760556,0.214442154568054,9.36418502399598,4.16223271966734,4.35465012483698e-05,0.00118338013905803,1.4107581655848,RSRP1,57035,arginine and serine rich protein 1,TRUE,0.214442154568054,AD_up,TRUE,TRUE
HNRNPA2B1,ILMN_2369682,-0.217141936929521,10.5376421468996,-4.16054597826893,4.38480698577354e-05,0.00118920434047285,1.404240819781,HNRNPA2B1,3181,heterogeneous nuclear ribonucleoprotein A2/B1,TRUE,0.217141936929521,AD_down,TRUE,TRUE
GZMA,ILMN_1779324,-0.414769497026902,10.2476822993052,-4.13525775982271,4.86152342232929e-05,0.00129828084035194,1.30680550105837,GZMA,3001,granzyme A,TRUE,0.414769497026902,AD_down,TRUE,TRUE
TXNDC12,ILMN_1783753,-0.242056705029222,10.6014225714056,-4.12331685587716,5.10343956759188e-05,0.0013562691477757,1.26097674332832,TXNDC12,51060,thioredoxin domain containing 12,TRUE,0.242056705029222,AD_down,TRUE,TRUE
TYMP,ILMN_2109708,0.208593826471968,12.7695337354618,4.11816613882061,5.21129614698673e-05,0.00137729166168845,1.24124406537997,TYMP,1890,thymidine phosphorylase,TRUE,0.208593826471968,AD_up,TRUE,TRUE
PPBP,ILMN_1767281,-0.241662138538531,8.16964695019679,-4.10905577267645,5.40741026152993e-05,0.00142323335193922,1.20639432333187,PPBP,5473,pro-platelet basic protein,TRUE,0.241662138538531,AD_down,TRUE,TRUE
TPT1,ILMN_2094718,-0.240207214548315,14.2295769663052,-4.10304683481392,5.54059042679725e-05,0.00145130899751008,1.18344520991371,TPT1,7178,"tumor protein, translationally-controlled 1",TRUE,0.240207214548315,AD_down,TRUE,TRUE
HLA-H,ILMN_2130441,0.20072207355849,13.4588041016867,4.09118544462273,5.8127137995417e-05,0.00151328001512254,1.13823052328629,HLA-H,3136,"major histocompatibility complex, class I, H (pseudogene)",TRUE,0.20072207355849,AD_up,TRUE,TRUE
RPS14,ILMN_2338785,-0.222957810406957,11.4298894459036,-4.05440675364859,6.73977792523762e-05,0.00172417736749637,0.998759282623661,RPS14,6208,ribosomal protein S14,TRUE,0.222957810406957,AD_down,TRUE,TRUE
E2F3,ILMN_1669502,-0.209142464183494,9.12002583508835,-4.05486284877487,6.72746403151111e-05,0.00172417736749637,1.00048213919866,E2F3,1871,E2F transcription factor 3,TRUE,0.209142464183494,AD_down,TRUE,TRUE
HCG27,ILMN_1746436,0.221766777566264,9.64619856972691,4.0525200927335,6.7909433103112e-05,0.0017361076019863,0.991634397379552,HCG27,253018,HLA complex group 27 (non-protein coding),TRUE,0.221766777566264,AD_up,TRUE,TRUE
CECR1,ILMN_1751851,0.221470305727387,12.0771004411245,4.04669274207383,6.95132349633461e-05,0.00177120092437856,0.969645990512363,CECR1,51816,"cat eye syndrome chromosome region, candidate 1",TRUE,0.221470305727387,AD_up,TRUE,TRUE
PFKFB4,ILMN_1653292,0.20012366174962,10.8132084656064,4.01548365208905,7.87346047281277e-05,0.00197336005388575,0.852355686131009,PFKFB4,5210,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",TRUE,0.20012366174962,AD_up,TRUE,TRUE
RAB11A,ILMN_1712312,-0.210193115683329,9.546488143,-4.00740134153077,8.13059395020412e-05,0.00202869481497051,0.822110343326602,RAB11A,8766,"RAB11A, member RAS oncogene family",TRUE,0.210193115683329,AD_down,TRUE,TRUE
NLRP12,ILMN_1716105,0.2092599340805,10.9157886301807,3.99074395932175,8.68594555353268e-05,0.00214888835056475,0.759944245476063,NLRP12,91662,NLR family pyrin domain containing 12,TRUE,0.2092599340805,AD_up,TRUE,TRUE
ACTN1,ILMN_2232177,0.249782564853518,11.7580684893173,3.99000651420767,8.71134679233009e-05,0.00215378214048822,0.757197319093375,ACTN1,87,actinin alpha 1,TRUE,0.249782564853518,AD_up,TRUE,TRUE
FPR1,ILMN_2092118,0.2129706538811,13.3912665757831,3.96127881741209,9.75767389538296e-05,0.00236069178673526,0.650535925645897,FPR1,2357,formyl peptide receptor 1,TRUE,0.2129706538811,AD_up,TRUE,TRUE
SORL1,ILMN_2060115,0.24827368233833,11.9134980952209,3.93215432879267,0.000109396476018694,0.00259848626685367,0.543093453696502,SORL1,6653,sortilin related receptor 1,TRUE,0.24827368233833,AD_up,TRUE,TRUE
MATR3,ILMN_1815107,-0.298205316340058,9.27173403886345,-3.85456597075286,0.000147872946037143,0.00330810685232655,0.26027988721717,MATR3,9782,matrin 3,TRUE,0.298205316340058,AD_down,TRUE,TRUE
RPL13AP6,ILMN_1789809,-0.217840869426351,10.8177204374016,-3.83298986321751,0.000160665417267067,0.00354055211070071,0.182520120592434,RPL13AP6,644511,ribosomal protein L13a pseudogene 6,TRUE,0.217840869426351,AD_down,TRUE,TRUE
ZNF467,ILMN_1779015,0.207465738897329,10.0425256401687,3.83279549545604,0.000160785282874328,0.0035411572473046,0.181821382094773,ZNF467,168544,zinc finger protein 467,TRUE,0.207465738897329,AD_up,TRUE,TRUE
GLRX,ILMN_1737308,-0.250883008234462,9.37921105959839,-3.83256941724459,0.00016092481065855,0.00354151220491172,0.181008686270826,GLRX,2745,glutaredoxin,TRUE,0.250883008234462,AD_down,TRUE,TRUE
C9orf78,ILMN_1697166,-0.241169352970828,11.1952909336024,-3.81987891193584,0.00016894338053908,0.00368052425672611,0.135457608510703,C9orf78,51759,chromosome 9 open reading frame 78,TRUE,0.241169352970828,AD_down,TRUE,TRUE
HCG4,ILMN_1660923,0.282230545237528,12.4907332686305,3.80605464001258,0.000178108041307429,0.00384099963927028,0.0859896005861245,HCG4,54435,HLA complex group 4 (non-protein coding),TRUE,0.282230545237528,AD_up,TRUE,TRUE
RPL23AP64,ILMN_2181241,-0.249340999229858,8.92445978230924,-3.79908961347859,0.000182901707766588,0.00391536226671056,0.0611266766614156,RPL23AP64,649946,ribosomal protein L23a pseudogene 64,TRUE,0.249340999229858,AD_down,TRUE,TRUE
CLEC2D,ILMN_1678775,-0.269888843767526,11.6048016061044,-3.78862395183732,0.000190334693820858,0.00403206530492145,0.0238436946423279,CLEC2D,29121,C-type lectin domain family 2 member D,TRUE,0.269888843767526,AD_down,TRUE,TRUE
TNFSF10,ILMN_1801307,-0.244335395959622,10.660070531012,-3.78513826807736,0.000192873088327824,0.00407233195090848,0.0114465561585035,TNFSF10,8743,tumor necrosis factor superfamily member 10,TRUE,0.244335395959622,AD_down,TRUE,TRUE
