gene_id,gene_symbol,gene_title,s3_rank,s3_probe_id,s3_logFC,s3_abs_logFC,s3_adj.P.Val,s3_P.Value,s3_direction,gse63061_validation_gene_symbol,gse63061_validation_logFC,gse63061_validation_p_value,gse63061_validation_adj_p_value,gse63061_direction_concordant,gse63061_nominal_concordant,gse63061_fdr_concordant,gse63061_auc_oriented,gse63061_mapped,gse85426_validation_gene_symbol,gse85426_validation_logFC,gse85426_validation_p_value,gse85426_validation_adj_p_value,gse85426_direction_concordant,gse85426_nominal_concordant,gse85426_fdr_concordant,gse85426_auc_oriented,gse85426_mapped,gse140829_validation_gene_symbol,gse140829_validation_logFC,gse140829_validation_p_value,gse140829_validation_adj_p_value,gse140829_direction_concordant,gse140829_nominal_concordant,gse140829_fdr_concordant,gse140829_auc_oriented,gse140829_mapped,gse63061_reversed,gse85426_reversed,gse140829_reversed,cross_mapped_count,cross_direction_count,cross_nominal_count,cross_fdr_count,cross_reversal_count,cross_max_auc,cross_min_auc,near_cohort_anchor,near_cohort_nominal,stable_strict,stable_directional,unstable_reversal,unstable_vanish,unstable_primary,transportability_class,biological_keyword_category,direction_membership,nominal_membership
51382,ATP6V1D,ATPase H+ transporting V1 subunit D,32,ILMN_1797310,-0.43698170478466,0.43698170478466,2.47957480247868e-12,2.31972559954511e-15,AD_down,ATP6V1D,-0.21977071479072,2.10243272629754e-09,1.12339988675165e-06,TRUE,TRUE,TRUE,0.686513475786535,TRUE,ATP6V1D,-0.0103445062245325,0.91593419333685,0.985295507104721,TRUE,FALSE,FALSE,0.508827160493827,TRUE,ATP6V1D,-0.00588408022884796,0.814606516958936,0.948939537874156,TRUE,FALSE,FALSE,0.491398703189096,TRUE,FALSE,FALSE,FALSE,2,2,0,0,0,0.508827160493827,0.491398703189096,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,unstable_vanish,other_or_unclassified,GSE63061|GSE85426|GSE140829,GSE63061
51503,CWC15,CWC15 spliceosome-associated protein,33,ILMN_1713482,-0.333103103598264,0.333103103598264,4.17669430942656e-12,4.03261023560312e-15,AD_down,CWC15,-0.189387917978114,6.81292162800978e-10,4.96414244077258e-07,TRUE,TRUE,TRUE,0.714914635455815,TRUE,CWC15,-0.0513879878147577,0.667244863597228,0.92093266239411,TRUE,FALSE,FALSE,0.536234567901235,TRUE,CWC15,-0.0425035898196848,0.156173796762381,0.570685826020615,TRUE,FALSE,FALSE,0.526972784614706,TRUE,FALSE,FALSE,FALSE,2,2,0,0,0,0.536234567901235,0.526972784614706,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,unstable_vanish,rna_processing,GSE63061|GSE85426|GSE140829,GSE63061
432369,ATP5EP2,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit pseudogene 2",35,ILMN_1756674,-0.53085684278832,0.53085684278832,5.91713541180918e-12,6.17622818413359e-15,AD_down,ATP5EP2,-0.322695405141879,3.26988171807282e-09,1.58836981638507e-06,TRUE,TRUE,TRUE,0.696821647159884,TRUE,,,,,FALSE,FALSE,FALSE,,FALSE,ATP5EP2,-0.0413568570536244,0.0988017698097812,0.497777839299919,TRUE,FALSE,FALSE,0.527634422830929,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0.527634422830929,0.527634422830929,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,unstable_vanish,mitochondrial_oxphos,GSE63061|GSE140829,GSE63061
6629,SNRPB2,small nuclear ribonucleoprotein polypeptide B2,36,ILMN_1690706,-0.390275406683685,0.390275406683685,6.32689056341034e-12,6.76902335733584e-15,AD_down,SNRPB2,-0.172081053348434,3.82455311327064e-06,0.000300147339572963,TRUE,TRUE,TRUE,0.664286481262751,TRUE,SNRPB2,-0.0450290911748602,0.726503277297993,0.934066193971221,TRUE,FALSE,FALSE,0.533888888888889,TRUE,SNRPB2,-0.040022466894874,0.108691662198944,0.511978080016065,TRUE,FALSE,FALSE,0.543888668342817,TRUE,FALSE,FALSE,FALSE,2,2,0,0,0,0.543888668342817,0.533888888888889,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,unstable_vanish,rna_processing,GSE63061|GSE85426|GSE140829,GSE63061
7347,UCHL3,ubiquitin C-terminal hydrolase L3,39,ILMN_1660111,-0.250370742081416,0.250370742081416,1.04415663648489e-11,1.28060544634387e-14,AD_down,UCHL3,-0.119819623315751,4.30218957122887e-07,6.27155848897744e-05,TRUE,TRUE,TRUE,0.678728658863954,TRUE,UCHL3,-0.146661569665529,0.201812645949043,0.721442027880387,TRUE,FALSE,FALSE,0.54537037037037,TRUE,UCHL3,-0.0170251206043396,0.368297816370492,0.760796257088904,TRUE,FALSE,FALSE,0.529883992766089,TRUE,FALSE,FALSE,FALSE,2,2,0,0,0,0.54537037037037,0.529883992766089,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,unstable_vanish,proteostasis_ubiquitin,GSE63061|GSE85426|GSE140829,GSE63061
5684,PSMA3,proteasome subunit alpha 3,41,ILMN_2387553,-0.389002232699948,0.389002232699948,1.20927937727025e-11,1.57731351040049e-14,AD_down,PSMA3,-0.225740771396764,2.68170453405471e-07,4.29877236808969e-05,TRUE,TRUE,TRUE,0.682111027595834,TRUE,PSMA3,-0.0726032257106686,0.471267194620684,0.856900215226004,TRUE,FALSE,FALSE,0.546172839506173,TRUE,PSMA3,-0.0014186690920657,0.962809589990305,0.990185713423931,TRUE,FALSE,FALSE,0.501698204754973,TRUE,FALSE,FALSE,FALSE,2,2,0,0,0,0.546172839506173,0.501698204754973,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,unstable_vanish,proteostasis_ubiquitin,GSE63061|GSE85426|GSE140829,GSE63061
1070,CETN3,centrin 3,42,ILMN_2224031,-0.334479892002737,0.334479892002737,1.20927937727025e-11,1.57778740314995e-14,AD_down,CETN3,-0.083739534126909,7.51363488723623e-05,0.00252276319756113,TRUE,TRUE,TRUE,0.607108343176205,TRUE,CETN3,-0.063325402291644,0.548374782453967,0.881111485440505,TRUE,FALSE,FALSE,0.533518518518519,TRUE,CETN3,-0.00916169123484212,0.649776078646152,0.896776897816206,TRUE,FALSE,FALSE,0.499029597282872,TRUE,FALSE,FALSE,FALSE,2,2,0,0,0,0.533518518518519,0.499029597282872,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,unstable_vanish,other_or_unclassified,GSE63061|GSE85426|GSE140829,GSE63061
442454,UQCRBP1,ubiquinol-cytochrome c reductase binding protein pseudogene 1,47,ILMN_1711729,-0.741341105469299,0.741341105469299,2.73258824347271e-11,4.13574756331656e-14,AD_down,UQCRBP1,-0.483113930484175,8.36562705889309e-08,1.81217569937914e-05,TRUE,TRUE,TRUE,0.703479007838505,TRUE,UQCRBP1,0.24356947785789,0.0135601393593933,0.481199185744497,FALSE,FALSE,FALSE,0.4,TRUE,UQCRBP1,-0.114142027157645,0.0796261161657924,0.464084111973213,TRUE,FALSE,FALSE,0.546843985708614,TRUE,FALSE,TRUE,FALSE,2,1,0,0,1,0.546843985708614,0.4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,unstable_reversal_and_vanish,mitochondrial_oxphos,GSE63061|GSE140829,GSE63061
199,AIF1,allograft inflammatory factor 1,49,ILMN_1703538,-0.617377079153954,0.617377079153954,3.47431400023115e-11,5.43966494478026e-14,AD_down,AIF1,-0.332537905720181,1.50753212094587e-09,8.63062139241511e-07,TRUE,TRUE,TRUE,0.692311822184044,TRUE,AIF1,-0.0974470316292535,0.413948760281388,0.840421247931937,TRUE,FALSE,FALSE,0.523518518518519,TRUE,AIF1,-0.0661074618596874,0.0933511883124618,0.488992610600042,TRUE,FALSE,FALSE,0.528604825548057,TRUE,FALSE,FALSE,FALSE,2,2,0,0,0,0.528604825548057,0.523518518518519,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,unstable_vanish,immune_inflammatory,GSE63061|GSE85426|GSE140829,GSE63061
153222,CREBRF,CREB3 regulatory factor,53,ILMN_2195821,0.329484836410611,0.329484836410611,4.58464927899582e-11,7.6351885131813e-14,AD_up,CREBRF,0.184589952182266,1.19436881396706e-08,4.45249583439347e-06,TRUE,TRUE,TRUE,0.6927413293246,TRUE,CREBRF,0.0683295421005183,0.593704594954679,0.904369331487584,TRUE,FALSE,FALSE,0.523271604938272,TRUE,CREBRF,0.0101821269461239,0.766924384745951,0.935191818086112,TRUE,FALSE,FALSE,0.490318027435931,TRUE,FALSE,FALSE,FALSE,2,2,0,0,0,0.523271604938272,0.490318027435931,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,unstable_vanish,other_or_unclassified,GSE63061|GSE85426|GSE140829,GSE63061
