dataset_accession,expression_column,sample_geo_accession,sample_title,diagnosis_clean,n_features,missing_values,missing_fraction,mean,sd,min,q1,median,q3,max,iqr,median_mad_z,iqr_mad_z,qc_flag
GSE63061,7964814051_I,GSM1539578,7964814051_I,Control,32049,0,0,6.60772088443147,1.02098311748737,5.764488341,6.059210549,6.161448191,6.686301472,14.01013757,0.627090923,1.05122999245094,0.663488128691577,pass
GSE63061,7964814051_J,GSM1539579,7964814051_J,AD,32049,0,0,6.60698596299148,1.03003366219454,5.696138817,6.056534026,6.155080339,6.681926772,14.06821199,0.625392746,1.05122999245094,0.663488128691577,pass
GSE63061,7196843066_A,GSM1539580,7196843066_A,Control,32049,0,0,6.59402302164782,1.00535739181671,5.850420657,6.059067456,6.17000132,6.642659815,14.09682486,0.583592359,1.05122999245094,0.663488128691577,pass
GSE63061,7196843066_D,GSM1539581,7196843066_D,AD,32049,0,0,6.61355103507473,1.02692783670765,5.929531659,6.05218189,6.142700236,6.734198473,14.04202298,0.682016583,1.05122999245094,0.663488128691577,pass
GSE63061,7196843066_E,GSM1539582,7196843066_E,AD,32049,0,0,6.61576175617558,1.02753059364245,5.930123747,6.050982115,6.148309056,6.732855748,14.0972292,0.681873633,1.05122999245094,0.663488128691577,pass
GSE63061,7196843066_F,GSM1539583,7196843066_F,AD,32049,0,0,6.6174543337379,1.03000408290601,5.920365347,6.051734278,6.145105028,6.731797838,14.09709442,0.680063560000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843066_I,GSM1539585,7196843066_I,Control,32049,0,0,6.60052186023377,1.01924336995446,5.974995757,6.057849615,6.157327155,6.665085267,14.09770093,0.607235652,1.05122999245094,0.663488128691577,pass
GSE63061,7196843066_L,GSM1539586,7196843066_L,AD,32049,0,0,6.59601460543125,1.01440720909164,5.971663764,6.062149257,6.168915218,6.622869993,14.09642052,0.560720736,1.05122999245094,0.663488128691577,pass
GSE63061,7196843035_A,GSM1539587,7196843035_A,AD,32049,0,0,6.60198939445814,1.02685887844644,5.842005724,6.048741787,6.148678378,6.686070134,14.03651411,0.637328347,1.05122999245094,0.663488128691577,pass
GSE63061,7196843035_C,GSM1539588,7196843035_C,Control,32049,0,0,6.60610800982174,1.02464423123,5.76567192,6.05389955,6.156147156,6.687298122,14.13667923,0.633398572,1.05122999245094,0.663488128691577,pass
GSE63061,7196843035_D,GSM1539589,7196843035_D,AD,32049,0,0,6.60567492782277,1.02470854723419,5.957595745,6.05436531,6.154501776,6.686733208,14.13617958,0.632367898,1.05122999245094,0.663488128691577,pass
GSE63061,7196843035_H,GSM1539593,7196843035_H,AD,32049,0,0,6.60805893275438,1.02397636020392,5.70520305,6.055409694,6.161949856,6.685495185,14.13505539,0.630085491,1.05122999245094,0.663488128691577,pass
GSE63061,7196843035_K,GSM1539595,7196843035_K,Control,32049,0,0,6.60550418092122,1.0228051263509,5.771332737,6.055296258,6.158633366,6.68505226,14.03593125,0.629756002,1.05122999245094,0.663488128691577,pass
GSE63061,7348931018_A,GSM1539596,7348931018_A,Control,32049,0,0,6.6083031553465,1.02463094551429,5.938659477,6.058391369,6.156303623,6.693358842,14.09097146,0.634967473000001,1.05122999245094,0.663488128691577,pass
GSE63061,7348931018_B,GSM1539597,7348931018_B,Control,32049,0,0,6.60488305039156,1.02048580202292,5.917284358,6.055043334,6.157544301,6.688012364,14.09297313,0.632969030000001,1.05122999245094,0.663488128691577,pass
GSE63061,7348931018_F,GSM1539599,7348931018_F,AD,32049,0,0,6.6062264012011,1.02600529787671,5.89769927,6.055881335,6.155149903,6.686759575,14.09447439,0.63087824,1.05122999245094,0.663488128691577,pass
GSE63061,7348931018_G,GSM1539600,7348931018_G,Control,32049,0,0,6.60838578245221,1.02694005061597,5.818784563,6.058315062,6.156477759,6.690865712,14.09222251,0.63255065,1.05122999245094,0.663488128691577,pass
GSE63061,7348931018_H,GSM1539601,7348931018_H,Control,32049,0,0,6.60584834639886,1.02651433337587,5.482270005,6.053692124,6.155196645,6.684298613,14.09622586,0.630606489,1.05122999245094,0.663488128691577,pass
GSE63061,7348931018_K,GSM1539603,7348931018_K,Control,32049,0,0,6.60738283274892,1.02616116059282,5.823519252,6.056704805,6.156203311,6.689608053,14.09597565,0.632903248,1.05122999245094,0.663488128691577,pass
GSE63061,7196843072_D,GSM1539604,7196843072_D,AD,32049,0,0,6.60422453134288,1.02310992782593,5.921210973,6.057097454,6.157007357,6.685729882,14.06757502,0.628632428,1.05122999245094,0.663488128691577,pass
GSE63061,7196843072_G,GSM1539605,7196843072_G,Control,32049,0,0,6.6096438602724,1.02768463955736,5.915720713,6.055143304,6.159374983,6.695879012,14.06481682,0.640735708,1.05122999245094,0.663488128691577,pass
GSE63061,7196843072_I,GSM1539606,7196843072_I,AD,32049,0,0,6.60796015239287,1.02580578410928,5.725012368,6.055511229,6.160794673,6.69175433,14.07309144,0.636243101,1.05122999245094,0.663488128691577,pass
GSE63061,7196843072_J,GSM1539607,7196843072_J,Control,32049,0,0,6.60609906303673,1.02283478217405,5.936377059,6.059989735,6.157081512,6.688692566,14.07860785,0.628702831,1.05122999245094,0.663488128691577,pass
GSE63061,7196843053_J,GSM1539613,7196843053_J,AD,32049,0,0,6.60288041863481,1.02272668066381,5.862406308,6.053599792,6.153439554,6.681437858,14.06812277,0.627838066,1.05122999245094,0.663488128691577,pass
GSE63061,7196843073_A,GSM1539615,7196843073_A,Control,32049,0,0,6.60717021019913,1.03349471579641,5.894588013,6.04947904,6.158492535,6.691438327,14.25092509,0.641959287000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843073_E,GSM1539616,7196843073_E,AD,32049,0,0,6.60600221785039,1.02856976691517,5.685064002,6.056677459,6.152243274,6.684598818,14.10493385,0.627921359,1.05122999245094,0.663488128691577,pass
GSE63061,7196843073_F,GSM1539617,7196843073_F,Control,32049,0,0,6.60701032563515,1.02688989239324,5.461021955,6.060744492,6.155469574,6.686119506,14.11256583,0.625375013999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843073_I,GSM1539619,7196843073_I,AD,32049,0,0,6.60575158282115,1.02948917610015,5.754835115,6.055409147,6.155523374,6.681661024,14.10951304,0.626251877000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843073_K,GSM1539621,7196843073_K,Control,32049,0,0,6.60600018241047,1.02302795966332,5.59256686,6.05970749,6.155193582,6.684180875,13.94947237,0.624473385,1.05122999245094,0.663488128691577,pass
GSE63061,7196843032_A,GSM1539623,7196843032_A,AD,32049,0,0,6.60555201626787,1.02401902965925,5.931582283,6.055614165,6.151895456,6.687343526,14.0664434,0.631729361000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843032_B,GSM1539624,7196843032_B,AD,32049,0,0,6.60450907786951,1.02007743725419,5.978700327,6.05803935,6.152555007,6.686293833,14.06753301,0.628254483,1.05122999245094,0.663488128691577,pass
GSE63061,7196843032_D,GSM1539626,7196843032_D,AD,32049,0,0,6.60387553439989,1.022121146197,5.95902502,6.05704563,6.153422463,6.684793361,14.06480898,0.627747731,1.05122999245094,0.663488128691577,pass
GSE63061,7196843032_E,GSM1539627,7196843032_E,AD,32049,0,0,6.6049027961386,1.02195729934683,5.976518076,6.058364595,6.151033738,6.687333261,14.06862262,0.628968666000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843032_J,GSM1539629,7196843032_J,AD,32049,0,0,6.60509533171004,1.00908017999166,5.959064506,6.054562068,6.158210358,6.696284514,14.06426418,0.641722446,1.05122999245094,0.663488128691577,pass
GSE63061,7196843032_K,GSM1539630,7196843032_K,AD,32049,0,0,6.60406948696034,1.02983903034913,5.95687848,6.050655173,6.151561256,6.679095282,14.06916743,0.628440109,1.05122999245094,0.663488128691577,pass
GSE63061,7196843063_D,GSM1539632,7196843063_D,AD,32049,0,0,6.60404941307348,1.00674257285122,5.929036161,6.056897921,6.159361567,6.694167749,14.13002516,0.637269828,1.05122999245094,0.663488128691577,pass
GSE63061,7196843063_F,GSM1539634,7196843063_F,AD,32049,0,0,6.60982967340014,1.02965933733547,5.968138524,6.05542155,6.154821243,6.694220548,14.07655334,0.638798998,1.05122999245094,0.663488128691577,pass
GSE63061,7196843063_I,GSM1539637,7196843063_I,AD,32049,0,0,6.60457700250435,1.01451480364998,5.968528689,6.056537835,6.157878197,6.690497572,14.18226441,0.633959737,1.05122999245094,0.663488128691577,pass
GSE63061,7348931019_G,GSM1539641,7348931019_G,AD,32049,0,0,6.60538576692995,1.01958420243072,5.214748808,6.056178969,6.156727599,6.689400731,14.07289439,0.633221762,1.05122999245094,0.663488128691577,pass
GSE63061,7348931019_L,GSM1539643,7348931019_L,AD,32049,0,0,6.60565473266411,1.02608456909545,5.906748273,6.053008703,6.155263632,6.690039204,14.06962238,0.637030501,1.05122999245094,0.663488128691577,pass
GSE63061,7964814041_A,GSM1539644,7964814041_A,AD,32049,0,0,6.60905113709835,1.046721732075,5.88223063,6.049881418,6.151104969,6.683744073,14.0867814,0.633862655,1.05122999245094,0.663488128691577,pass
GSE63061,7964814041_C,GSM1539646,7964814041_C,AD,32049,0,0,6.6062465392137,1.02118584002502,5.83625464,6.051480226,6.164997741,6.686223635,14.05191424,0.634743409,1.05122999245094,0.663488128691577,pass
GSE63061,7964814041_D,GSM1539647,7964814041_D,AD,32049,0,0,6.60442247593391,1.02192022460532,5.865261394,6.050744787,6.164085245,6.685389176,14.08777762,0.634644389,1.05122999245094,0.663488128691577,pass
GSE63061,7964814041_E,GSM1539648,7964814041_E,AD,32049,0,0,6.60461040234644,1.01879223044153,5.876931348,6.052148094,6.162312718,6.690965896,14.03958224,0.638817802,1.05122999245094,0.663488128691577,pass
GSE63061,7964814041_F,GSM1539649,7964814041_F,Control,32049,0,0,6.60581403550236,1.01880650402492,5.841820782,6.053653999,6.166074596,6.687373215,14.08653235,0.633719216,1.05122999245094,0.663488128691577,pass
GSE63061,7964814041_G,GSM1539650,7964814041_G,AD,32049,0,0,6.60303897804967,1.00689292167571,5.906616644,6.053302026,6.170118304,6.689001106,14.03908413,0.63569908,1.05122999245094,0.663488128691577,pass
GSE63061,7964814041_H,GSM1539651,7964814041_H,Control,32049,0,0,6.60182386554517,1.01637846422866,5.869108242,6.054152857,6.162524914,6.679406147,14.18124527,0.62525329,1.05122999245094,0.663488128691577,pass
GSE63061,7964814041_I,GSM1539652,7964814041_I,Control,32049,0,0,6.60382793872945,0.999080856878756,5.926839718,6.056350881,6.174851003,6.694556657,14.0375898,0.638205776,1.05122999245094,0.663488128691577,pass
GSE63061,7964814041_J,GSM1539653,7964814041_J,Control,32049,0,0,6.60312956594246,1.00523741657212,5.900248448,6.054318039,6.175969343,6.684196802,14.05184406,0.629878763,1.05122999245094,0.663488128691577,pass
GSE63061,7964814041_L,GSM1539655,7964814041_L,Control,32049,0,0,6.59754514741131,0.993728253953173,5.873647911,6.051810671,6.171730652,6.690850461,14.0398313,0.63903979,1.05122999245094,0.663488128691577,pass
GSE63061,7943280031_E,GSM1539656,7943280031_E,AD,32049,0,0,6.60814687334195,1.02889595575106,5.775567017,6.054814736,6.156582678,6.687008524,14.0055607,0.632193788,1.05122999245094,0.663488128691577,pass
GSE63061,7196843068_A,GSM1539661,7196843068_A,AD,32049,0,0,6.60863814697913,1.02909495169204,5.960970893,6.054586821,6.155616775,6.691326091,14.09170354,0.63673927,1.05122999245094,0.663488128691577,pass
GSE63061,7196843068_C,GSM1539662,7196843068_C,AD,32049,0,0,6.60502696642282,1.01976674406573,5.859266728,6.055018199,6.157610454,6.6869125,14.09976225,0.631894301,1.05122999245094,0.663488128691577,pass
GSE63061,7196843068_E,GSM1539663,7196843068_E,AD,32049,0,0,6.60771167099052,1.02712527861178,5.88559782,6.054326368,6.1546201,6.691765491,14.08906703,0.637439123,1.05122999245094,0.663488128691577,pass
GSE63061,7196843068_F,GSM1539664,7196843068_F,Control,32049,0,0,6.60796882349643,1.02855351085537,5.876192366,6.05422986,6.154286248,6.695449486,14.08972616,0.641219626,1.05122999245094,0.663488128691577,pass
GSE63061,7196843068_G,GSM1539665,7196843068_G,AD,32049,0,0,6.60719493061581,1.02537205354601,5.962549928,6.055495153,6.15434712,6.686357662,14.08643051,0.630862509,1.05122999245094,0.663488128691577,pass
GSE63061,7196843068_H,GSM1539666,7196843068_H,AD,32049,0,0,6.60619798466863,1.02704177903745,5.973451824,6.054344919,6.151407322,6.686614039,14.08577138,0.63226912,1.05122999245094,0.663488128691577,pass
GSE63061,7196843068_K,GSM1539668,7196843068_K,Control,32049,0,0,6.60659081234422,1.02938943018264,5.963794634,6.054618872,6.150200589,6.688388844,14.08049834,0.633769972000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843062_C,GSM1539670,7196843062_C,Control,32049,0,0,6.60777454718865,1.02529715927853,5.811722414,6.056725836,6.160987802,6.688270751,14.09092087,0.631544915,1.05122999245094,0.663488128691577,pass
GSE63061,7196843062_D,GSM1539671,7196843062_D,Control,32049,0,0,6.60836524794855,1.02285035536283,5.387170689,6.059325931,6.160605497,6.689197953,14.09284497,0.629872022,1.05122999245094,0.663488128691577,pass
GSE63061,7196843062_H,GSM1539673,7196843062_H,AD,32049,0,0,6.60583102178258,1.03082462229434,5.948304652,6.054627677,6.153033059,6.683717966,14.07360397,0.629090289,1.05122999245094,0.663488128691577,pass
GSE63061,7196843062_J,GSM1539674,7196843062_J,AD,32049,0,0,6.60798079316281,1.03084433775253,5.427499592,6.053764888,6.15563408,6.690089194,14.08130037,0.636324306,1.05122999245094,0.663488128691577,pass
GSE63061,7196843062_K,GSM1539675,7196843062_K,AD,32049,0,0,6.61260697604072,1.03429386310549,5.403294808,6.052791255,6.158194839,6.701558931,14.08322447,0.648767676,1.05122999245094,0.663488128691577,pass
GSE63061,7196843062_L,GSM1539676,7196843062_L,AD,32049,0,0,6.61244284651624,1.03122314855735,5.902402328,6.055945,6.158677405,6.703584881,14.08514857,0.647639881,1.05122999245094,0.663488128691577,pass
GSE63061,7196835090_C,GSM1539677,7196835090_C,Control,32049,0,0,6.60617130862882,1.03364125359107,5.534098911,6.048050603,6.148864297,6.697618188,14.09747209,0.649567585,1.05122999245094,0.663488128691577,pass
GSE63061,7196835090_E,GSM1539678,7196835090_E,AD,32049,0,0,6.60481017369341,1.01839318887011,5.665223664,6.054557364,6.163018306,6.685815544,14.00554797,0.631258180000001,1.05122999245094,0.663488128691577,pass
GSE63061,7964814028_B,GSM1539685,7964814028_B,Control,32049,0,0,6.60877212272985,1.02901031570177,5.620172481,6.053026281,6.157786997,6.69151771,14.04753185,0.638491429,1.05122999245094,0.663488128691577,pass
GSE63061,7964814028_C,GSM1539686,7964814028_C,Control,32049,0,0,6.60786414951334,1.02500329496895,5.795819491,6.056573976,6.161019017,6.687326888,14.04753185,0.630752912,1.05122999245094,0.663488128691577,pass
GSE63061,7964814028_E,GSM1539687,7964814028_E,AD,32049,0,0,6.60333719800896,1.03049793580961,5.628851435,6.047154656,6.15073453,6.68526281,14.1170724,0.638108154,1.05122999245094,0.663488128691577,pass
GSE63061,7964814028_J,GSM1539689,7964814028_J,AD,32049,0,0,6.60777868771824,1.0276565055906,5.866875484,6.053559139,6.158530834,6.690202315,14.11877743,0.636643176,1.05122999245094,0.663488128691577,pass
GSE63061,7964814028_L,GSM1539691,7964814028_L,AD,32049,0,0,6.60675144861444,1.0249323002238,5.664923972,6.054933802,6.160399404,6.685038431,14.01761165,0.630104629,1.05122999245094,0.663488128691577,pass
GSE63061,7196843036_B,GSM1539692,7196843036_B,AD,32049,0,0,6.60878193373528,1.02436093917269,5.93152363,6.055211802,6.153387338,6.701048462,14.06530559,0.645836660000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843036_E,GSM1539693,7196843036_E,AD,32049,0,0,6.59882562049,1.01703949913992,5.910091897,6.055644321,6.154828246,6.671922624,14.11864681,0.616278303,1.05122999245094,0.663488128691577,pass
GSE63061,7196843036_G,GSM1539694,7196843036_G,Control,32049,0,0,6.60123158911832,1.0199188988542,5.052297281,6.055439674,6.15385791,6.682388139,14.15953595,0.626948465000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843036_J,GSM1539696,7196843036_J,Control,32049,0,0,6.59245580329368,1.00876281546329,5.919424963,6.057794845,6.16274592,6.64515169,14.11406959,0.587356845,1.05122999245094,0.663488128691577,pass
GSE63061,7196843036_L,GSM1539697,7196843036_L,AD,32049,0,0,6.59751728075294,1.01713392532044,5.885183389,6.055435118,6.154454072,6.670712576,14.09909882,0.615277458,1.05122999245094,0.663488128691577,pass
GSE63061,7196843054_C,GSM1539698,7196843054_C,AD,32049,0,0,6.60727529948803,1.02743591431191,5.956986588,6.057669656,6.152777513,6.689373131,14.04470212,0.631703475,1.05122999245094,0.663488128691577,pass
GSE63061,7196843054_E,GSM1539699,7196843054_E,Control,32049,0,0,6.60805764625027,1.03048596141253,5.943627047,6.057773948,6.151128572,6.687230931,13.90163272,0.629456983,1.05122999245094,0.663488128691577,pass
GSE63061,7196843054_G,GSM1539701,7196843054_G,AD,32049,0,0,6.60439702691825,1.02344941274915,5.949133682,6.056141759,6.153540378,6.686937832,14.00422397,0.630796073,1.05122999245094,0.663488128691577,pass
GSE63061,7196843054_I,GSM1539702,7196843054_I,Control,32049,0,0,6.60522772884502,1.02487505397561,5.921355737,6.055231217,6.156586215,6.692133275,14.07261381,0.636902058,1.05122999245094,0.663488128691577,pass
GSE63061,7196843054_K,GSM1539703,7196843054_K,AD,32049,0,0,6.60548310489716,1.03150680629381,5.882484876,6.049158624,6.156514969,6.689786695,13.97133782,0.640628070999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196843054_L,GSM1539704,7196843054_L,Control,32049,0,0,6.60373743211158,1.02465565739789,5.575589221,6.058264776,6.158816722,6.674216013,14.00566269,0.615951237,1.05122999245094,0.663488128691577,pass
GSE63061,7196843065_A,GSM1539705,7196843065_A,AD,32049,0,0,6.60562412155306,1.01884986683739,5.810011329,6.055685885,6.153842076,6.692254905,14.08412022,0.636569020000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196843065_B,GSM1539706,7196843065_B,Control,32049,0,0,6.6054890929175,1.02708858550466,5.90625511,6.052367812,6.152428784,6.688084041,14.08052213,0.635716229,1.05122999245094,0.663488128691577,pass
GSE63061,7196843065_D,GSM1539707,7196843065_D,Control,32049,0,0,6.60838678882648,1.02720504819967,5.927089931,6.055872682,6.152689219,6.688775615,14.09285842,0.632902933,1.05122999245094,0.663488128691577,pass
GSE63061,7196843065_G,GSM1539709,7196843065_G,Control,32049,0,0,6.60709158986334,1.02829643434889,5.806894369,6.054549246,6.153890949,6.689798989,14.08309219,0.635249743,1.05122999245094,0.663488128691577,pass
GSE63061,7196843065_H,GSM1539710,7196843065_H,Control,32049,0,0,6.60572818909239,1.02082693877565,5.925028335,6.055968263,6.151370679,6.690584392,14.08617627,0.634616129,1.05122999245094,0.663488128691577,pass
GSE63061,7196843065_I,GSM1539711,7196843065_I,Control,32049,0,0,6.5924727192011,1.01863591942786,5.845434423,6.051559831,6.15502196,6.649858128,14.09285842,0.598298297,1.05122999245094,0.663488128691577,pass
GSE63061,7196843065_J,GSM1539712,7196843065_J,Control,32049,0,0,6.60929864059833,1.01746949688458,5.814958334,6.060823357,6.160543059,6.697364083,14.06084242,0.636540726,1.05122999245094,0.663488128691577,pass
GSE63061,7196843065_K,GSM1539713,7196843065_K,AD,32049,0,0,6.608685910492,1.02020484676624,5.905782237,6.058744043,6.157984546,6.693173166,14.08874633,0.634429123,1.05122999245094,0.663488128691577,pass
GSE63061,7348931015_B,GSM1539714,7348931015_B,Control,32049,0,0,6.61006837569191,1.026879831837,5.95336517,6.054153079,6.152638962,6.698792164,14.09399307,0.644639085000001,1.05122999245094,0.663488128691577,pass
GSE63061,7348931015_C,GSM1539715,7348931015_C,Control,32049,0,0,6.61152135382611,1.02633312260403,5.954606454,6.053802499,6.153048182,6.709773514,14.09724663,0.655971015,1.05122999245094,0.663488128691577,pass
GSE63061,7348931015_D,GSM1539716,7348931015_D,Control,32049,0,0,6.61154983998431,1.02223185731706,5.843206728,6.053176979,6.153830019,6.709922018,14.09701423,0.656745039000001,1.05122999245094,0.663488128691577,pass
GSE63061,7348931015_G,GSM1539717,7348931015_G,AD,32049,0,0,6.59920686045721,1.0222583345193,5.669536438,6.055922874,6.156988248,6.661468287,14.04957786,0.605545413,1.05122999245094,0.663488128691577,pass
GSE63061,7348931015_I,GSM1539718,7348931015_I,AD,32049,0,0,6.6000063287564,1.01637353530757,5.901401727,6.056661557,6.162541827,6.665653776,14.0521271,0.608992219,1.05122999245094,0.663488128691577,pass
GSE63061,7348931015_J,GSM1539719,7348931015_J,AD,32049,0,0,6.60155169554167,1.0172619653687,5.911290616,6.057444314,6.156785711,6.679224977,14.09445786,0.621780663,1.05122999245094,0.663488128691577,pass
GSE63061,7348931015_K,GSM1539720,7348931015_K,AD,32049,0,0,6.59919151654523,1.01841762345701,5.635231082,6.056452713,6.160212868,6.657861707,14.1200317,0.601408994000001,1.05122999245094,0.663488128691577,pass
GSE63061,7348931005_B,GSM1539721,7348931005_B,AD,32049,0,0,6.60693383333661,1.02586001867248,5.829072543,6.054602191,6.15086692,6.69924249,13.97107494,0.644640299,1.05122999245094,0.663488128691577,pass
GSE63061,7348931005_C,GSM1539722,7348931005_C,AD,32049,0,0,6.5759492063553,1.01007612727014,5.899530344,6.056661902,6.164598189,6.547263273,14.04295695,0.490601371,1.05122999245094,0.663488128691577,pass
GSE63061,7348931005_G,GSM1539723,7348931005_G,AD,32049,0,0,6.60902808163556,1.02427978998642,5.779442602,6.055444322,6.152797226,6.702595838,14.03512579,0.647151516,1.05122999245094,0.663488128691577,pass
GSE63061,7196843007_D,GSM1539727,7196843007_D,AD,32049,0,0,6.60380728195557,1.02149917316385,5.739882765,6.053973966,6.154038546,6.686694962,14.08782984,0.632720996,1.05122999245094,0.663488128691577,pass
GSE63061,7196843007_H,GSM1539728,7196843007_H,AD,32049,0,0,6.60306843085541,1.02143072062862,5.117186497,6.056259093,6.155353745,6.684829575,14.0955345,0.628570482,1.05122999245094,0.663488128691577,pass
GSE63061,7196843007_I,GSM1539729,7196843007_I,AD,32049,0,0,6.60543067399404,1.0206206654897,5.313490165,6.057542959,6.15297696,6.689819765,14.77842578,0.632276806,1.05122999245094,0.663488128691577,pass
GSE63061,7196843091_C,GSM1539731,7196843091_C,Control,32049,0,0,6.60499812729617,1.01882168222904,5.921141172,6.054891561,6.156550332,6.686084934,14.11973445,0.631193373,1.05122999245094,0.663488128691577,pass
GSE63061,7196843091_D,GSM1539732,7196843091_D,AD,32049,0,0,6.5983846824202,1.02273213797757,5.872208297,6.053923163,6.155405298,6.659391982,14.12176122,0.605468819,1.05122999245094,0.663488128691577,pass
GSE63061,7196843091_E,GSM1539733,7196843091_E,AD,32049,0,0,6.60460980496786,1.02039352317841,5.54362966,6.055093388,6.157339097,6.684304623,14.12191712,0.629211235,1.05122999245094,0.663488128691577,pass
GSE63061,7196843091_K,GSM1539736,7196843091_K,AD,32049,0,0,6.60782592002384,1.02537828911138,5.836952456,6.054661385,6.153721594,6.691365891,14.08233673,0.636704506,1.05122999245094,0.663488128691577,pass
GSE63061,7196843091_L,GSM1539737,7196843091_L,AD,32049,0,0,6.60234330177441,1.02329532551473,5.848406519,6.054053843,6.153070865,6.680651382,14.08029904,0.626597539,1.05122999245094,0.663488128691577,pass
GSE63061,7964814064_A,GSM1539738,7964814064_A,Control,32049,0,0,6.60614624506543,1.02603118793186,5.951189368,6.054073378,6.159247617,6.683896947,14.07241372,0.629823569,1.05122999245094,0.663488128691577,pass
GSE63061,7964814064_B,GSM1539739,7964814064_B,AD,32049,0,0,6.60029905077222,1.03162515142257,5.853536384,6.044518582,6.151639335,6.684788646,14.05725552,0.640270064,1.05122999245094,0.663488128691577,pass
GSE63061,7964814064_D,GSM1539740,7964814064_D,Control,32049,0,0,6.6055883482172,1.02162648152116,4.2472612,6.054641355,6.161461446,6.687397746,14.11649524,0.632756391,1.05122999245094,0.663488128691577,pass
GSE63061,7964814064_F,GSM1539742,7964814064_F,AD,32049,0,0,6.607525939732,1.02903957160696,5.840114621,6.055400203,6.156820326,6.683392785,14.05927661,0.627992582,1.05122999245094,0.663488128691577,pass
GSE63061,7964814064_G,GSM1539743,7964814064_G,AD,32049,0,0,6.60573935930946,1.01875870830818,5.885606969,6.057665742,6.161505197,6.687120327,14.07443481,0.629454585,1.05122999245094,0.663488128691577,pass
GSE63061,7964814064_J,GSM1539745,7964814064_J,Control,32049,0,0,6.60948698133627,1.02767219887334,5.941464392,6.060628182,6.159955004,6.68418444,14.07140317,0.623556258,1.05122999245094,0.663488128691577,pass
GSE63061,7964814064_K,GSM1539746,7964814064_K,AD,32049,0,0,6.60790692231305,1.02757243592064,5.867720391,6.053951076,6.161050579,6.69211777,14.07850105,0.638166694000001,1.05122999245094,0.663488128691577,pass
GSE63061,7196835071_E,GSM1539747,7196835071_E,AD,32049,0,0,6.60191516615542,1.02424042857533,5.92737253,6.054782563,6.152959701,6.672805277,14.07668836,0.618022714,1.05122999245094,0.663488128691577,pass
GSE63061,7196835071_F,GSM1539748,7196835071_F,AD,32049,0,0,6.60737825547215,1.02486581715482,5.84670545,6.055461579,6.153387652,6.690275264,14.08488183,0.634813685,1.05122999245094,0.663488128691577,pass
GSE63061,7196835071_I,GSM1539749,7196835071_I,AD,32049,0,0,6.60861511460607,1.02563050727598,5.865223191,6.055022841,6.154539569,6.696617505,14.06932346,0.641594663999999,1.05122999245094,0.663488128691577,pass
GSE63061,7196835071_K,GSM1539751,7196835071_K,AD,32049,0,0,6.60876413030547,1.02303346257259,5.781319031,6.055875858,6.155601247,6.698099324,14.0836213,0.642223466,1.05122999245094,0.663488128691577,pass
GSE63061,7196835071_L,GSM1539752,7196835071_L,AD,32049,0,0,6.60950431111486,1.02637364541528,5.856928139,6.056298119,6.155325464,6.696892981,14.07983969,0.640594862,1.05122999245094,0.663488128691577,pass
GSE63061,7348931014_C,GSM1539754,7348931014_C,Control,32049,0,0,6.6071362250645,1.02085487911619,5.982395452,6.057258318,6.154361807,6.690279643,14.05524554,0.633021325000001,1.05122999245094,0.663488128691577,pass
GSE63061,7348931014_G,GSM1539757,7348931014_G,Control,32049,0,0,6.60188572648685,1.02071665037791,5.975867675,6.053498448,6.147262054,6.687844791,14.04888823,0.634346343,1.05122999245094,0.663488128691577,pass
GSE63061,7943280008_A,GSM1539758,7943280008_A,Control,32049,0,0,6.60809945889229,1.02752874752102,5.915967293,6.057710744,6.157570502,6.688316721,14.04117054,0.630605976999999,1.05122999245094,0.663488128691577,pass
GSE63061,7943280008_B,GSM1539759,7943280008_B,Control,32049,0,0,6.60700974832279,1.02546717055066,5.927065421,6.057149845,6.159185942,6.686376249,14.04456894,0.629226404000001,1.05122999245094,0.663488128691577,pass
GSE63061,7943280008_I,GSM1539762,7943280008_I,Control,32049,0,0,6.60648499548881,1.02648566442144,5.931074481,6.054630266,6.159705895,6.684586569,14.10121536,0.629956303,1.05122999245094,0.663488128691577,pass
GSE63061,7943280008_J,GSM1539763,7943280008_J,AD,32049,0,0,6.60371660600421,1.02681247577901,5.894191442,6.052404598,6.15602137,6.679689914,14.10233713,0.627285316,1.05122999245094,0.663488128691577,pass
GSE63061,7943280008_K,GSM1539764,7943280008_K,Control,32049,0,0,6.60753727480608,1.02884470078073,5.912402955,6.05608084,6.158168149,6.684519281,14.11196385,0.628438441,1.05122999245094,0.663488128691577,pass
GSE63061,7348931007_C,GSM1539765,7348931007_C,AD,32049,0,0,6.60470508681388,1.02982817096298,5.765036017,6.053475849,6.151052697,6.684123806,14.07841313,0.630647957,1.05122999245094,0.663488128691577,pass
