dataset_accession,gene_id,probe_id,probe_variance,gene_symbol,gene_symbol_raw,gene_title,is_annotated_gene,probes_per_gene,platform_probe_id
GSE63061,272,ILMN_1660854,0.00387957754844416,AMPD3,AMPD3,adenosine monophosphate deaminase 3,TRUE,3,
GSE63061,2720,ILMN_2397721,0.0530824362638687,GLB1,GLB1,galactosidase beta 1,TRUE,3,
GSE63061,27201,ILMN_1729932,0.000652258316658569,GPR78,GPR78,G protein-coupled receptor 78,TRUE,1,
GSE63061,27202,ILMN_1669317,0.0140167416178621,C5AR2,C5AR2,complement component 5a receptor 2,TRUE,1,
GSE63061,27229,ILMN_1792173,0.0120646784757626,TUBGCP4,TUBGCP4,tubulin gamma complex associated protein 4,TRUE,1,
GSE63061,27230,ILMN_1706817,0.0543442944762279,SERP1,SERP1,stress-associated endoplasmic reticulum protein 1,TRUE,1,
GSE63061,27232,ILMN_1736238,0.001515514999512,GNMT,GNMT,glycine N-methyltransferase,TRUE,1,
GSE63061,27235,ILMN_1756572,0.049598950903043,COQ2,COQ2,"coenzyme Q2, polyprenyltransferase",TRUE,1,
GSE63061,27236,ILMN_2403906,0.0573165360925525,ARFIP1,ARFIP1,ADP ribosylation factor interacting protein 1,TRUE,3,
GSE63061,27238,ILMN_1684197,0.0292801872120356,GPKOW,GPKOW,G-patch domain and KOW motifs,TRUE,1,
GSE63061,27239,ILMN_1730816,0.193119900114134,GPR162,GPR162,G protein-coupled receptor 162,TRUE,1,
GSE63061,27240,ILMN_1788531,0.015457865798088,SIT1,SIT1,signaling threshold regulating transmembrane adaptor 1,TRUE,1,
GSE63061,27241,ILMN_1794956,0.00582091262167311,BBS9,BBS9,Bardet-Biedl syndrome 9,TRUE,2,
GSE63061,27242,ILMN_1699695,0.0139721959772554,TNFRSF21,TNFRSF21,TNF receptor superfamily member 21,TRUE,1,
GSE63061,27243,ILMN_1671893,0.0852862688851184,CHMP2A,CHMP2A,charged multivesicular body protein 2A,TRUE,3,
GSE63061,27244,ILMN_1800626,0.0433451275159565,SESN1,SESN1,sestrin 1,TRUE,1,
GSE63061,27245,ILMN_1680111,0.00730701637269723,AHDC1,AHDC1,AT-hook DNA binding motif containing 1,TRUE,1,
GSE63061,27246,ILMN_1811997,0.032826258089409,RNF115,RNF115,ring finger protein 115,TRUE,2,
GSE63061,27247,ILMN_2406468,0.0223261710608297,NFU1,NFU1,NFU1 iron-sulfur cluster scaffold,TRUE,1,
GSE63061,27248,ILMN_1724376,0.0477043739869329,ERLEC1,ERLEC1,endoplasmic reticulum lectin 1,TRUE,1,
GSE63061,27249,ILMN_2090558,0.0604508486243038,MMADHC,MMADHC,"methylmalonic aciduria and homocystinuria, cblD type",TRUE,3,
GSE63061,27250,ILMN_2396272,0.0498252964608421,PDCD4,PDCD4,programmed cell death 4 (neoplastic transformation inhibitor),TRUE,2,
GSE63061,27252,ILMN_1756525,0.011933127650881,KLHL20,KLHL20,kelch like family member 20,TRUE,1,
GSE63061,27257,ILMN_2218450,0.125011637936178,LSM1,LSM1,"LSM1 homolog, mRNA degradation associated",TRUE,1,
GSE63061,27258,ILMN_2229242,0.271952539160102,LSM3,LSM3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",TRUE,2,
GSE63061,27283,ILMN_1810684,0.002679793863374,TINAG,TINAG,tubulointerstitial nephritis antigen,TRUE,1,
GSE63061,27284,ILMN_1733443,0.0177390711786985,SULT1B1,SULT1B1,sulfotransferase family 1B member 1,TRUE,1,
GSE63061,27285,ILMN_2043173,0.00382894315213044,TEKT2,TEKT2,tektin 2,TRUE,1,
GSE63061,27287,ILMN_1782352,0.0567547646616723,VENTX,VENTX,VENT homeobox,TRUE,1,
GSE63061,2729,ILMN_1730575,0.0177643928874563,GCLC,GCLC,glutamate-cysteine ligase catalytic subunit,TRUE,2,
GSE63061,27291,ILMN_2158594,0.0136539271837357,R3HCC1L,R3HCC1L,R3H domain and coiled-coil containing 1 like,TRUE,1,
GSE63061,27292,ILMN_1803312,0.0499206245759729,DIMT1,DIMT1,DIM1 dimethyladenosine transferase 1 homolog,TRUE,1,
GSE63061,27293,ILMN_1678095,0.0012680411766681,SMPDL3B,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B,TRUE,1,
GSE63061,27294,ILMN_1689200,0.00209764683092582,DHDH,DHDH,dihydrodiol dehydrogenase,TRUE,1,
GSE63061,27295,ILMN_1695299,0.0005477880369988,PDLIM3,PDLIM3,PDZ and LIM domain 3,TRUE,1,
GSE63061,27297,ILMN_2381537,0.081763181602669,CRCP,CRCP,CGRP receptor component,TRUE,5,
GSE63061,27299,ILMN_2103107,0.000588801721915555,ADAMDEC1,ADAMDEC1,ADAM like decysin 1,TRUE,1,
GSE63061,273,ILMN_1725297,0.00106570725731565,AMPH,AMPH,amphiphysin,TRUE,2,
GSE63061,2730,ILMN_2225974,0.0222117149378768,GCLM,GCLM,glutamate-cysteine ligase modifier subunit,TRUE,2,
GSE63061,27300,ILMN_1797903,0.0255137340382243,ZNF544,ZNF544,zinc finger protein 544,TRUE,2,
GSE63061,27301,ILMN_1652505,0.0198833062860857,APEX2,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2,TRUE,1,
GSE63061,27303,ILMN_1665040,0.00401357056229347,RBMS3,RBMS3,RNA binding motif single stranded interacting protein 3,TRUE,1,
GSE63061,27309,ILMN_1710873,0.022938712334855,ZNF330,ZNF330,zinc finger protein 330,TRUE,2,
GSE63061,2731,ILMN_1806754,0.00107790474847174,GLDC,GLDC,glycine decarboxylase,TRUE,1,
GSE63061,27314,ILMN_2214355,0.00287255936568835,RAB30,RAB30,"RAB30, member RAS oncogene family",TRUE,1,
GSE63061,27315,ILMN_1755405,0.0212005240223233,PGAP2,PGAP2,post-GPI attachment to proteins 2,TRUE,1,
GSE63061,27316,ILMN_2124951,0.0149652600597661,RBMX,RBMX,"RNA binding motif protein, X-linked",TRUE,1,
GSE63061,27327,ILMN_1714622,0.0340542617397432,TNRC6A,TNRC6A,trinucleotide repeat containing 6A,TRUE,3,
GSE63061,27329,ILMN_1695193,0.00220762907022556,ANGPTL3,ANGPTL3,angiopoietin like 3,TRUE,1,
GSE63061,2733,ILMN_1754912,0.0245489931776915,GLE1,GLE1,"GLE1, RNA export mediator",TRUE,2,
GSE63061,27332,ILMN_3299804,0.0128710907402418,ZNF638,ZNF638,zinc finger protein 638,TRUE,1,
GSE63061,27333,ILMN_1795344,0.01006096905546,GOLIM4,GOLIM4,golgi integral membrane protein 4,TRUE,3,
GSE63061,27334,ILMN_2321578,0.0384627149254812,P2RY10,P2RY10,purinergic receptor P2Y10,TRUE,3,
GSE63061,27335,ILMN_1694057,0.0424718796244455,EIF3K,EIF3K,eukaryotic translation initiation factor 3 subunit K,TRUE,1,
GSE63061,27339,ILMN_1769545,0.0293854416310242,PRPF19,PRPF19,pre-mRNA processing factor 19,TRUE,1,
GSE63061,2734,ILMN_1772261,0.0742101867694742,GLG1,GLG1,golgi glycoprotein 1,TRUE,1,
GSE63061,27340,ILMN_2102580,0.0010117687006879,UTP20,UTP20,"UTP20, small subunit processome component",TRUE,1,
GSE63061,27341,ILMN_1688178,0.0595443350962289,RRP7A,RRP7A,ribosomal RNA processing 7 homolog A,TRUE,1,
GSE63061,27342,ILMN_2230577,0.0138134862753281,RABGEF1,RABGEF1,RAB guanine nucleotide exchange factor 1,TRUE,2,
GSE63061,27343,ILMN_1745787,0.0567078597814245,POLL,POLL,polymerase (DNA) lambda,TRUE,1,
GSE63061,27344,ILMN_1755582,0.0329589901874012,PCSK1N,PCSK1N,proprotein convertase subtilisin/kexin type 1 inhibitor,TRUE,1,
GSE63061,27345,ILMN_1727466,0.00456180067911913,KCNMB4,KCNMB4,potassium calcium-activated channel subfamily M regulatory beta subunit 4,TRUE,1,
GSE63061,27346,ILMN_1753890,0.0294810947308474,TMEM97,TMEM97,transmembrane protein 97,TRUE,2,
GSE63061,27347,ILMN_1791328,0.0489963587658521,STK39,STK39,serine/threonine kinase 39,TRUE,1,
GSE63061,27348,ILMN_1724333,0.021697802008586,TOR1B,TOR1B,torsin family 1 member B,TRUE,1,
GSE63061,27349,ILMN_1767679,0.00365554310736846,MCAT,MCAT,malonyl-CoA-acyl carrier protein transacylase,TRUE,2,
GSE63061,27350,ILMN_1675684,0.0338717588495267,APOBEC3C,APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C,TRUE,1,
GSE63061,27351,ILMN_1737580,0.025385969408555,DESI1,DESI1,desumoylating isopeptidase 1,TRUE,1,
GSE63061,27352,ILMN_1679614,0.0122838897102526,SGSM3,SGSM3,small G protein signaling modulator 3,TRUE,1,
GSE63061,2737,ILMN_1771962,0.0016276212695183,GLI3,GLI3,GLI family zinc finger 3,TRUE,1,
GSE63061,2738,ILMN_1782751,0.00468077657371025,GLI4,GLI4,GLI family zinc finger 4,TRUE,1,
GSE63061,2739,ILMN_1702177,0.0541775849057533,GLO1,GLO1,glyoxalase I,TRUE,1,
GSE63061,274,ILMN_1674160,0.069615545662356,BIN1,BIN1,bridging integrator 1,TRUE,2,
GSE63061,2740,ILMN_1787257,0.00173733715257498,GLP1R,GLP1R,glucagon like peptide 1 receptor,TRUE,1,
GSE63061,2741,ILMN_1764797,0.000544835658548482,GLRA1,GLRA1,glycine receptor alpha 1,TRUE,1,
GSE63061,27429,ILMN_1747204,0.0129018288542024,HTRA2,HTRA2,HtrA serine peptidase 2,TRUE,2,
GSE63061,2743,ILMN_1669631,0.00202238441294296,GLRB,GLRB,glycine receptor beta,TRUE,1,
GSE63061,27430,ILMN_1811367,0.0768258405257023,MAT2B,MAT2B,methionine adenosyltransferase 2B,TRUE,3,
GSE63061,27433,ILMN_2177832,0.0175504056621383,TOR2A,TOR2A,torsin family 2 member A,TRUE,1,
GSE63061,27434,ILMN_1716973,0.0164154057058386,POLM,POLM,DNA polymerase mu,TRUE,1,
GSE63061,27436,ILMN_1718297,0.0771048702792414,EML4,EML4,echinoderm microtubule associated protein like 4,TRUE,1,
GSE63061,27437,ILMN_3239912,0.0431354084772738,HSFY1P1,HSFY1P1,"heat shock transcription factor, Y-linked 1 pseudogene 1",TRUE,1,
GSE63061,27439,ILMN_1702229,0.0805973807576479,CECR6,CECR6,"cat eye syndrome chromosome region, candidate 6",TRUE,1,
GSE63061,2744,ILMN_2188722,0.0299610556269568,GLS,GLS,glutaminase,TRUE,1,
GSE63061,27440,ILMN_1654690,0.0370390931488913,CECR5,CECR5,"cat eye syndrome chromosome region, candidate 5",TRUE,2,
GSE63061,2745,ILMN_1737308,0.244835657786708,GLRX,GLRX,glutaredoxin,TRUE,1,
GSE63061,2746,ILMN_1713756,0.052472536454936,GLUD1,GLUD1,glutamate dehydrogenase 1,TRUE,1,
GSE63061,275,ILMN_1665331,0.0277081034652416,AMT,AMT,aminomethyltransferase,TRUE,1,
GSE63061,2752,ILMN_1765208,0.0865764875222356,GLUL,GLUL,glutamate-ammonia ligase,TRUE,3,
GSE63061,276,ILMN_2294762,0.0756603054067775,AMY1A,AMY1A,"amylase, alpha 1A (salivary)",TRUE,2,
GSE63061,2760,ILMN_2221046,0.0427012166648398,GM2A,GM2A,GM2 ganglioside activator,TRUE,1,
GSE63061,2762,ILMN_1711227,0.0248473479228148,GMDS,GMDS,"GDP-mannose 4,6-dehydratase",TRUE,1,
GSE63061,2764,ILMN_2093674,0.0959077201881195,GMFB,GMFB,glia maturation factor beta,TRUE,1,
GSE63061,2766,ILMN_1729487,0.439022253138673,GMPR,GMPR,guanosine monophosphate reductase,TRUE,1,
GSE63061,2767,ILMN_1802397,0.00317987460218782,GNA11,GNA11,G protein subunit alpha 11,TRUE,2,
GSE63061,2768,ILMN_1692191,0.0871158157262681,GNA12,GNA12,G protein subunit alpha 12,TRUE,3,
GSE63061,2769,ILMN_1773963,0.0467452611912162,GNA15,GNA15,G protein subunit alpha 15,TRUE,1,
GSE63061,277,ILMN_1726327,0.00962790556634179,AMY1B,AMY1B,"amylase, alpha 1B (salivary)",TRUE,3,
GSE63061,2770,ILMN_2131467,0.00240748787255677,GNAI1,GNAI1,G protein subunit alpha i1,TRUE,1,
GSE63061,2771,ILMN_1775762,0.0780791831541493,GNAI2,GNAI2,G protein subunit alpha i2,TRUE,1,
GSE63061,2773,ILMN_1696003,0.0865890051560269,GNAI3,GNAI3,G protein subunit alpha i3,TRUE,1,
GSE63061,2774,ILMN_1746027,0.00337921037514547,GNAL,GNAL,G protein subunit alpha L,TRUE,2,
GSE63061,2775,ILMN_1730546,0.00257531840977758,GNAO1,GNAO1,G protein subunit alpha o1,TRUE,2,
GSE63061,2776,ILMN_1659923,0.0443428613542746,GNAQ,GNAQ,G protein subunit alpha q,TRUE,1,
GSE63061,2778,ILMN_1769191,0.109399624006663,GNAS,GNAS,GNAS complex locus,TRUE,2,
GSE63061,2779,ILMN_1750901,0.0132200381263755,GNAT1,GNAT1,G protein subunit alpha transducin 1,TRUE,2,
GSE63061,278,ILMN_1663313,0.0815602186224595,AMY1C,AMY1C,"amylase, alpha 1C (salivary)",TRUE,1,
GSE63061,2780,ILMN_1745537,0.00115215054054747,GNAT2,GNAT2,G protein subunit alpha transducin 2,TRUE,1,
GSE63061,2781,ILMN_1766182,0.00547655309416297,GNAZ,GNAZ,G protein subunit alpha z,TRUE,1,
GSE63061,2782,ILMN_1760320,0.0295926638860497,GNB1,GNB1,G protein subunit beta 1,TRUE,1,
GSE63061,2783,ILMN_1658928,0.0403121050311347,GNB2,GNB2,G protein subunit beta 2,TRUE,1,
GSE63061,2785,ILMN_1806147,0.000858005701234519,GNG3,GNG3,G protein subunit gamma 3,TRUE,1,
GSE63061,2787,ILMN_1701854,0.0410432545021674,GNG5,GNG5,G protein subunit gamma 5,TRUE,1,
GSE63061,2788,ILMN_1728107,0.0444455701396717,GNG7,GNG7,G protein subunit gamma 7,TRUE,1,
GSE63061,279,ILMN_1801303,0.0260460878631898,AMY2A,AMY2A,"amylase, alpha 2A (pancreatic)",TRUE,4,
GSE63061,2790,ILMN_1757074,0.193957902682481,GNG10,GNG10,G protein subunit gamma 10,TRUE,2,
GSE63061,2791,ILMN_1782419,0.205568123923788,GNG11,GNG11,G protein subunit gamma 11,TRUE,1,
GSE63061,2793,ILMN_1671237,0.0178661137791539,GNGT2,GNGT2,G protein subunit gamma transducin 2,TRUE,1,
GSE63061,2794,ILMN_1789457,0.0198277483541222,GNL1,GNL1,G protein nucleolar 1 (putative),TRUE,1,
GSE63061,2796,ILMN_1745991,0.0105166358739668,GNRH1,GNRH1,gonadotropin releasing hormone 1,TRUE,1,
GSE63061,2799,ILMN_1744517,0.103716521081814,GNS,GNS,glucosamine (N-acetyl)-6-sulfatase,TRUE,1,
GSE63061,280,ILMN_2073157,0.0150134657617548,AMY2B,AMY2B,"amylase, alpha 2B (pancreatic)",TRUE,2,
GSE63061,2800,ILMN_1807152,0.00919789617056299,GOLGA1,GOLGA1,golgin A1,TRUE,1,
GSE63061,2801,ILMN_1738821,0.0143885030828057,GOLGA2,GOLGA2,golgin A2,TRUE,1,
GSE63061,2802,ILMN_1733511,0.0299846254404607,GOLGA3,GOLGA3,golgin A3,TRUE,1,
GSE63061,2803,ILMN_1776297,0.00512576773060399,GOLGA4,GOLGA4,golgin A4,TRUE,1,
GSE63061,2804,ILMN_1747935,0.0357375443561341,GOLGB1,GOLGB1,golgin B1,TRUE,1,
GSE63061,2805,ILMN_1656145,0.0212322743252274,GOT1,GOT1,glutamic-oxaloacetic transaminase 1,TRUE,1,
GSE63061,2806,ILMN_1801348,0.032546834133393,GOT2,GOT2,glutamic-oxaloacetic transaminase 2,TRUE,1,
GSE63061,280636,ILMN_1786872,0.00499148321791684,C11orf31,C11orf31,chromosome 11 open reading frame 31,TRUE,1,
GSE63061,280655,ILMN_2157709,0.011494386775012,IGBP1P1,IGBP1P1,immunoglobulin (CD79A) binding protein 1 pseudogene 1,TRUE,1,
GSE63061,280664,ILMN_1661076,0.000921164166154797,WFDC10B,WFDC10B,WAP four-disulfide core domain 10B,TRUE,1,
GSE63061,2811,ILMN_1753575,0.0205425555404674,GP1BA,GP1BA,glycoprotein Ib platelet alpha subunit,TRUE,1,
GSE63061,2814,ILMN_1780622,0.00145026402949325,GP5,GP5,glycoprotein V platelet,TRUE,1,
GSE63061,2815,ILMN_1743290,0.367882640665846,GP9,GP9,glycoprotein IX platelet,TRUE,1,
GSE63061,2819,ILMN_1764175,0.00109478191772677,GPD1,GPD1,glycerol-3-phosphate dehydrogenase 1,TRUE,1,
GSE63061,2820,ILMN_1723139,0.00490417574569459,GPD2,GPD2,glycerol-3-phosphate dehydrogenase 2,TRUE,2,
GSE63061,2821,ILMN_2173451,0.0577391427582608,GPI,GPI,glucose-6-phosphate isomerase,TRUE,1,
GSE63061,28227,ILMN_1689720,0.00359003489905702,PPP2R3B,PPP2R3B,protein phosphatase 2 regulatory subunit B''beta,TRUE,2,
GSE63061,2823,ILMN_1716869,0.00355336504817335,GPM6A,GPM6A,glycoprotein M6A,TRUE,2,
GSE63061,28231,ILMN_1727200,0.00579352528959896,SLCO4A1,SLCO4A1,solute carrier organic anion transporter family member 4A1,TRUE,1,
GSE63061,28232,ILMN_1654735,0.066520395837848,SLCO3A1,SLCO3A1,solute carrier organic anion transporter family member 3A1,TRUE,5,
GSE63061,2824,ILMN_1670308,0.00350397193554776,GPM6B,GPM6B,glycoprotein M6B,TRUE,2,
GSE63061,2825,ILMN_2107004,0.074854946284927,GPR1,GPR1,G protein-coupled receptor 1,TRUE,1,
GSE63061,282566,ILMN_3246107,0.000697384436693904,LINC00515,LINC00515,long intergenic non-protein coding RNA 515,TRUE,1,
GSE63061,282569,ILMN_1881987,0.000739027149110206,BACE2-IT1,BACE2-IT1///PLAC4,BACE2 intronic transcript 1///placenta specific 4,TRUE,1,
GSE63061,2826,ILMN_1666493,0.0054300555492366,CCR10,CCR10,C-C motif chemokine receptor 10,TRUE,1,
GSE63061,282618,ILMN_2149624,0.000435834599489601,IFNL1,IFNL1,interferon lambda 1,TRUE,1,
GSE63061,282679,ILMN_1762606,0.000742450498215334,AQP11,AQP11,aquaporin 11,TRUE,1,
GSE63061,2827,ILMN_1725271,0.00325159593880298,GPR3,GPR3,G protein-coupled receptor 3,TRUE,1,
GSE63061,282809,ILMN_1667201,0.0406407912147894,POC1B,POC1B,POC1 centriolar protein B,TRUE,1,
GSE63061,2829,ILMN_1764034,0.00488693613978325,XCR1,XCR1,X-C motif chemokine receptor 1,TRUE,1,
GSE63061,282966,ILMN_2298611,0.000169712894841172,C10orf53,C10orf53,chromosome 10 open reading frame 53,TRUE,1,
GSE63061,282969,ILMN_1704785,0.00340925015477002,FUOM,FUOM,fucose mutarotase,TRUE,1,
GSE63061,282973,ILMN_1823750,0.000952605356184066,JAKMIP3,JAKMIP3,Janus kinase and microtubule interacting protein 3,TRUE,1,
GSE63061,282974,ILMN_1672302,0.00329611223173359,STK32C,STK32C,serine/threonine kinase 32C,TRUE,1,
GSE63061,282991,ILMN_1760530,0.00770753198235533,BLOC1S2,BLOC1S2,biogenesis of lysosomal organelles complex 1 subunit 2,TRUE,2,
GSE63061,282996,ILMN_1749540,0.000913901766911682,RBM20,RBM20,RNA binding motif protein 20,TRUE,1,
GSE63061,282997,ILMN_3199489,0.032854177106543,PDCD4-AS1,PDCD4-AS1,PDCD4 antisense RNA 1,TRUE,1,
GSE63061,283,ILMN_1760727,0.0695722954066288,ANG,ANG,angiogenin,TRUE,2,
GSE63061,2830,ILMN_1796475,0.000874605458276542,GPR6,GPR6,G protein-coupled receptor 6,TRUE,1,
GSE63061,283025,ILMN_3235877,0.000228942793571804,LINC01553,LINC01553,long intergenic non-protein coding RNA 1553,TRUE,1,
GSE63061,283033,ILMN_1901089,0.00217484454046887,LINC00841,LINC00841,long intergenic non-protein coding RNA 841,TRUE,1,
GSE63061,283092,ILMN_1730984,0.00252527920481409,OR4C13,OR4C13,olfactory receptor family 4 subfamily C member 13,TRUE,1,
GSE63061,283093,ILMN_1777706,0.00304359011706089,OR4C12,OR4C12,olfactory receptor family 4 subfamily C member 12,TRUE,1,
GSE63061,283104,ILMN_1743040,0.00140261518827065,SBF2-AS1,SBF2-AS1,SBF2 antisense RNA 1,TRUE,1,
GSE63061,283116,ILMN_1759504,0.00195232550475831,TRIM49B,TRIM49B,tripartite motif containing 49B,TRUE,1,
GSE63061,283120,ILMN_2148527,0.00145942835265841,H19,H19,"H19, imprinted maternally expressed transcript (non-protein coding)",TRUE,1,
GSE63061,283130,ILMN_1810727,0.0855555656812262,SLC25A45,SLC25A45,solute carrier family 25 member 45,TRUE,2,
GSE63061,283149,ILMN_1743966,0.0185242557250207,BCL9L,BCL9L,B-cell CLL/lymphoma 9-like,TRUE,1,
GSE63061,283150,ILMN_1770460,0.00132962212536301,FOXR1,FOXR1,forkhead box R1,TRUE,1,
GSE63061,28316,ILMN_1775739,0.00409749683163519,CDH20,CDH20,cadherin 20,TRUE,1,
GSE63061,283171,ILMN_1803015,0.00129282215484785,C11orf44,C11orf44,chromosome 11 open reading frame 44,TRUE,1,
GSE63061,2832,ILMN_1769358,0.00166533536671481,NPBWR2,NPBWR2,neuropeptides B/W receptor 2,TRUE,1,
GSE63061,283209,ILMN_1716265,0.0121736014408532,PGM2L1,PGM2L1,phosphoglucomutase 2 like 1,TRUE,1,
GSE63061,283212,ILMN_1693471,0.0214900075216466,KLHL35,KLHL35,kelch like family member 35,TRUE,1,
GSE63061,283219,ILMN_1809708,0.010306641391965,KCTD21,KCTD21,potassium channel tetramerization domain containing 21,TRUE,1,
GSE63061,283229,ILMN_1745623,0.0111513926567572,CRACR2B,CRACR2B,calcium release activated channel regulator 2B,TRUE,1,
GSE63061,283232,ILMN_1708482,0.0208948705348226,TMEM80,TMEM80,transmembrane protein 80,TRUE,3,
GSE63061,283234,ILMN_1772208,0.0385436958702979,CCDC88B,CCDC88B,coiled-coil domain containing 88B,TRUE,1,
GSE63061,283237,ILMN_2183389,0.0107060920278216,TTC9C,TTC9C,tetratricopeptide repeat domain 9C,TRUE,2,
GSE63061,283254,ILMN_2163051,0.0045801249952086,HARBI1,HARBI1,harbinger transposase derived 1,TRUE,2,
GSE63061,283267,ILMN_3244521,0.0213150176570011,LINC00294,LINC00294,long intergenic non-protein coding RNA 294,TRUE,1,
GSE63061,283297,ILMN_1809520,0.000754279154941599,OR10A4,OR10A4,olfactory receptor family 10 subfamily A member 4,TRUE,1,
GSE63061,283298,ILMN_1776151,0.000397330104603319,OLFML1,OLFML1,olfactomedin like 1,TRUE,1,
GSE63061,2833,ILMN_1797975,0.0461164147565459,CXCR3,CXCR3,C-X-C motif chemokine receptor 3,TRUE,1,
GSE63061,283303,ILMN_3306978,0.00137813052707042,MRGPRG-AS1,MRGPRG-AS1,MRGPRG antisense RNA 1,TRUE,1,
GSE63061,283310,ILMN_1866255,0.0183738532157259,OTOGL,OTOGL,otogelin like,TRUE,4,
GSE63061,283314,ILMN_3296705,0.00216663977941743,C1RL-AS1,C1RL-AS1,C1RL antisense RNA 1,TRUE,1,
GSE63061,283332,ILMN_3199608,0.00531594876801011,LOC283332,LOC283332,uncharacterized LOC283332,TRUE,1,
GSE63061,283337,ILMN_2225254,0.00930915353899017,ZNF740,ZNF740,zinc finger protein 740,TRUE,1,
GSE63061,283345,ILMN_2130180,0.0717182697862289,RPL13P5,RPL13P5,ribosomal protein L13 pseudogene 5,TRUE,2,
GSE63061,283349,ILMN_2226343,0.00219317763208864,RASSF3,RASSF3,Ras association domain family member 3,TRUE,1,
GSE63061,283373,ILMN_3244029,0.00233794439083271,ANKRD52,ANKRD52,ankyrin repeat domain 52,TRUE,1,
GSE63061,283375,ILMN_1794951,0.00195377500396312,SLC39A5,SLC39A5,solute carrier family 39 member 5,TRUE,1,
GSE63061,283377,ILMN_1729868,0.010483968533768,SPRYD4,SPRYD4,SPRY domain containing 4,TRUE,1,
GSE63061,283385,ILMN_1777934,0.00469548119275862,MORN3,MORN3,MORN repeat containing 3,TRUE,1,
GSE63061,2834,ILMN_1655711,0.000323678957422193,PRLHR,PRLHR,prolactin releasing hormone receptor,TRUE,1,
GSE63061,283420,ILMN_2068274,0.00571550877500452,CLEC9A,CLEC9A,C-type lectin domain family 9 member A,TRUE,2,
GSE63061,283431,ILMN_2211003,0.00187405441653172,GAS2L3,GAS2L3,growth arrest specific 2 like 3,TRUE,1,
GSE63061,283446,ILMN_3246821,0.00189598605959657,MYO1H,MYO1H,myosin IH,TRUE,3,
GSE63061,283450,ILMN_3244516,0.0197977963863325,HECTD4,HECTD4,HECT domain E3 ubiquitin protein ligase 4,TRUE,1,
GSE63061,283455,ILMN_1873592,0.00538774588081877,KSR2,KSR2,kinase suppressor of ras 2,TRUE,2,
GSE63061,283459,ILMN_1809034,0.00397936794271226,GATC,GATC,glutamyl-tRNA amidotransferase subunit C,TRUE,1,
GSE63061,283460,ILMN_3245684,0.00101749153135713,HNF1A-AS1,HNF1A-AS1,HNF1A antisense RNA 1,TRUE,1,
GSE63061,283461,ILMN_1721569,0.0049015451482221,C12orf40,C12orf40,chromosome 12 open reading frame 40,TRUE,2,
GSE63061,283464,ILMN_1747183,0.0126787085555031,GXYLT1,GXYLT1,glucoside xylosyltransferase 1,TRUE,1,
GSE63061,283471,ILMN_2203147,0.00390783467477528,TMPRSS12,TMPRSS12,"transmembrane protease, serine 12",TRUE,1,
GSE63061,283487,ILMN_3181474,0.00332791948247264,LINC00346,LINC00346,long intergenic non-protein coding RNA 346,TRUE,1,
GSE63061,283489,ILMN_1729976,0.0214563371634865,CHAMP1,CHAMP1,chromosome alignment maintaining phosphoprotein 1,TRUE,1,
GSE63061,283491,ILMN_2090351,0.00933821407535465,OR7E156P,OR7E156P,olfactory receptor family 7 subfamily E member 156 pseudogene,TRUE,2,
GSE63061,283514,ILMN_1714739,0.00241604904857267,SIAH3,SIAH3,siah E3 ubiquitin protein ligase family member 3,TRUE,2,
GSE63061,283518,ILMN_2404589,0.00799160457884162,KCNRG,KCNRG,potassium channel regulator,TRUE,2,
GSE63061,283537,ILMN_1658639,0.0207151892865487,SLC46A3,SLC46A3,solute carrier family 46 member 3,TRUE,1,
GSE63061,283571,ILMN_3248228,0.00420126149567987,PROX2,PROX2,prospero homeobox 2,TRUE,1,
GSE63061,283578,ILMN_1676670,0.000893938945882998,TMED8,TMED8,transmembrane p24 trafficking protein family member 8,TRUE,1,
GSE63061,283579,ILMN_1687718,0.000416185225451292,C14orf178,C14orf178,chromosome 14 open reading frame 178,TRUE,1,
GSE63061,283596,ILMN_2409078,0.0412083325466666,SNHG10,SNHG10,small nucleolar RNA host gene 10,TRUE,1,
GSE63061,283600,ILMN_1803300,0.00190072629077647,SLC25A47,SLC25A47,solute carrier family 25 member 47,TRUE,1,
GSE63061,283635,ILMN_2394438,0.0371297170575668,FAM177A1,FAM177A1,family with sequence similarity 177 member A1,TRUE,3,
GSE63061,283652,ILMN_1786045,0.000228732059503569,SLC24A5,SLC24A5,solute carrier family 24 member 5,TRUE,1,
GSE63061,283659,ILMN_1660085,0.00146612266779098,PRTG,PRTG,protogenin,TRUE,1,
GSE63061,283663,ILMN_3236036,0.0380646479038623,LINC00926,LINC00926,long intergenic non-protein coding RNA 926,TRUE,1,
GSE63061,283677,ILMN_2145490,0.00156746638266427,REC114,REC114,REC114 meiotic recombination protein,TRUE,1,
GSE63061,283694,ILMN_1735042,0.00145225486644647,OR4N4,OR4N4,olfactory receptor family 4 subfamily N member 4,TRUE,1,
GSE63061,2837,ILMN_1747962,0.00162984219096955,UTS2R,UTS2R,urotensin 2 receptor,TRUE,1,
GSE63061,283726,ILMN_2184884,0.000459835082560271,SAXO2,SAXO2,stabilizer of axonemal microtubules 2,TRUE,1,
