dataset_accession,gene_id,probe_id,probe_variance,gene_symbol,gene_symbol_raw,gene_title,is_annotated_gene,probes_per_gene,platform_probe_id
GSE63061,79581,ILMN_2041577,0.0166119912681105,SLC52A2,SLC52A2,solute carrier family 52 member 2,TRUE,1,
GSE63061,79582,ILMN_1768732,0.00518837590062769,SPAG16,SPAG16,sperm associated antigen 16,TRUE,1,
GSE63061,79583,ILMN_2394523,0.00277438502956651,TMEM231,TMEM231,transmembrane protein 231,TRUE,1,
GSE63061,79585,ILMN_1795949,0.0726325730242614,CORO7,CORO7,coronin 7,TRUE,1,
GSE63061,79586,ILMN_1731353,0.0118682644535745,CHPF,CHPF,chondroitin polymerizing factor,TRUE,1,
GSE63061,79587,ILMN_1765222,0.0316387712264651,CARS2,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial (putative)",TRUE,1,
GSE63061,79589,ILMN_1775742,0.00722115343197374,RNF128,RNF128,"ring finger protein 128, E3 ubiquitin protein ligase",TRUE,3,
GSE63061,79590,ILMN_1695576,0.0280888360381221,MRPL24,MRPL24,mitochondrial ribosomal protein L24,TRUE,2,
GSE63061,79591,ILMN_1792110,0.0189058364201348,C10orf76,C10orf76,chromosome 10 open reading frame 76,TRUE,2,
GSE63061,79594,ILMN_3235168,0.0352448617865529,MUL1,MUL1,mitochondrial E3 ubiquitin protein ligase 1,TRUE,2,
GSE63061,79595,ILMN_1700044,0.0253004112466735,SAP130,SAP130,Sin3A associated protein 130,TRUE,1,
GSE63061,79596,ILMN_2070210,0.0210750390799541,RNF219,RNF219,ring finger protein 219,TRUE,2,
GSE63061,79600,ILMN_1685124,0.0181946787282027,TCTN1,TCTN1,tectonic family member 1,TRUE,1,
GSE63061,79602,ILMN_2224833,0.0177342519806936,ADIPOR2,ADIPOR2,adiponectin receptor 2,TRUE,1,
GSE63061,79603,ILMN_1748057,0.00529172365697209,CERS4,CERS4,ceramide synthase 4,TRUE,1,
GSE63061,79607,ILMN_1690329,0.00593070803819796,FAM118B,FAM118B,family with sequence similarity 118 member B,TRUE,1,
GSE63061,79608,ILMN_1749077,0.000891586106938539,RIC3,RIC3,RIC3 acetylcholine receptor chaperone,TRUE,1,
GSE63061,79609,ILMN_2394193,0.0673094357334204,VCPKMT,VCPKMT,valosin containing protein lysine methyltransferase,TRUE,2,
GSE63061,79611,ILMN_1659885,0.00464048480517368,ACSS3,ACSS3,acyl-CoA synthetase short-chain family member 3,TRUE,1,
GSE63061,79612,ILMN_1801109,0.0223466246933918,NAA16,NAA16,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit",TRUE,3,
GSE63061,79613,ILMN_3237721,0.00377827334948324,TANGO6,TANGO6,transport and golgi organization 6 homolog,TRUE,2,
GSE63061,79616,ILMN_3237926,0.0820680816820926,CCNJL,CCNJL,cyclin J like,TRUE,2,
GSE63061,79618,ILMN_1720059,0.0641531904969768,HMBOX1,HMBOX1,homeobox containing 1,TRUE,2,
GSE63061,79621,ILMN_1782488,0.0221836347521615,RNASEH2B,RNASEH2B,ribonuclease H2 subunit B,TRUE,1,
GSE63061,79622,ILMN_1801118,0.0292243018253399,SNRNP25,SNRNP25,small nuclear ribonucleoprotein U11/U12 subunit 25,TRUE,2,
GSE63061,79623,ILMN_1722524,0.000845364246194736,GALNT14,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14,TRUE,1,
GSE63061,79624,ILMN_2186678,0.0120559153999181,ARMT1,ARMT1,acidic residue methyltransferase 1,TRUE,2,
GSE63061,79626,ILMN_1744113,0.0202319895691625,TNFAIP8L2,TNFAIP8L2,TNF alpha induced protein 8 like 2,TRUE,1,
GSE63061,79627,ILMN_2095759,0.0488033339854009,OGFRL1,OGFRL1,opioid growth factor receptor like 1,TRUE,2,
GSE63061,79629,ILMN_1757388,0.0314721732228115,OCEL1,OCEL1,occludin/ELL domain containing 1,TRUE,1,
GSE63061,79630,ILMN_1702231,0.0128758465821005,C1orf54,C1orf54,chromosome 1 open reading frame 54,TRUE,1,
GSE63061,79631,ILMN_1729167,0.00843195661193469,EFL1,EFL1,elongation factor like GTPase 1,TRUE,2,
GSE63061,79632,ILMN_1696699,0.00476681428253886,FAM184A,FAM184A,family with sequence similarity 184 member A,TRUE,1,
GSE63061,79633,ILMN_1761551,0.00278917226145067,FAT4,FAT4,FAT atypical cadherin 4,TRUE,1,
GSE63061,79634,ILMN_2116516,0.00653669384113332,SCRN3,SCRN3,secernin 3,TRUE,2,
GSE63061,79635,ILMN_2183772,0.0034246143681754,CCDC121,CCDC121,coiled-coil domain containing 121,TRUE,2,
GSE63061,79637,ILMN_1797298,0.0123720846162891,ARMC7,ARMC7,armadillo repeat containing 7,TRUE,1,
GSE63061,79641,ILMN_1722738,0.0312716625597259,ROGDI,ROGDI,rogdi homolog,TRUE,1,
GSE63061,79642,ILMN_1679318,0.00182229840961005,ARSJ,ARSJ,arylsulfatase family member J,TRUE,1,
GSE63061,79643,ILMN_1706397,0.00326933554060254,CHMP6,CHMP6,charged multivesicular body protein 6,TRUE,1,
GSE63061,79644,ILMN_1678435,0.00213968181063787,SRD5A3,SRD5A3,steroid 5 alpha-reductase 3,TRUE,1,
GSE63061,79645,ILMN_1699562,0.00197184673230797,EFCAB1,EFCAB1,EF-hand calcium binding domain 1,TRUE,1,
GSE63061,79646,ILMN_2195665,0.0119252720775545,PANK3,PANK3,pantothenate kinase 3,TRUE,1,
GSE63061,79647,ILMN_1658337,0.0408683446489792,AKIRIN1,AKIRIN1,akirin 1,TRUE,3,
GSE63061,79648,ILMN_1753122,0.00829135374790562,MCPH1,MCPH1,microcephalin 1,TRUE,1,
GSE63061,79649,ILMN_1662557,0.00622373698382144,MAP7D3,MAP7D3,MAP7 domain containing 3,TRUE,1,
GSE63061,7965,ILMN_1673252,0.0297338571286764,AIMP2,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,TRUE,1,
GSE63061,79650,ILMN_1765880,0.071252349159224,USB1,USB1,U6 snRNA biogenesis phosphodiesterase 1,TRUE,1,
GSE63061,79651,ILMN_1691717,0.080394746378939,RHBDF2,RHBDF2,rhomboid 5 homolog 2,TRUE,3,
GSE63061,79652,ILMN_1751559,0.0489917735194826,TMEM204,TMEM204,transmembrane protein 204,TRUE,2,
GSE63061,79654,ILMN_1656902,0.0143342636205327,HECTD3,HECTD3,HECT domain E3 ubiquitin protein ligase 3,TRUE,1,
GSE63061,79656,ILMN_3237448,0.016319633289791,BEND5,BEND5,BEN domain containing 5,TRUE,2,
GSE63061,79657,ILMN_1766916,0.040204052188459,RPAP3,RPAP3,RNA polymerase II associated protein 3,TRUE,1,
GSE63061,79658,ILMN_1736112,0.00697846766157358,ARHGAP10,ARHGAP10,Rho GTPase activating protein 10,TRUE,1,
GSE63061,79659,ILMN_2343310,0.00382319657508531,DYNC2H1,DYNC2H1,dynein cytoplasmic 2 heavy chain 1,TRUE,1,
GSE63061,79660,ILMN_1712236,0.0148958471209992,PPP1R3B,PPP1R3B,protein phosphatase 1 regulatory subunit 3B,TRUE,2,
GSE63061,79661,ILMN_1812622,0.0025461748296233,NEIL1,NEIL1,nei like DNA glycosylase 1,TRUE,1,
GSE63061,79663,ILMN_1797031,0.0416898622591888,HSPBAP1,HSPBAP1,HSPB1 associated protein 1,TRUE,1,
GSE63061,79664,ILMN_2346460,0.0124353617750342,ICE2,ICE2,interactor of little elongation complex ELL subunit 2,TRUE,3,
GSE63061,79665,ILMN_2248589,0.0294080176893553,DHX40,DHX40,DEAH-box helicase 40,TRUE,3,
GSE63061,79666,ILMN_1766115,0.0166376975489548,PLEKHF2,PLEKHF2,pleckstrin homology and FYVE domain containing 2,TRUE,2,
GSE63061,79667,ILMN_3270588,0.00087384276244661,KLF3-AS1,KLF3-AS1,KLF3 antisense RNA 1,TRUE,1,
GSE63061,79668,ILMN_1806651,0.0443034081614245,PARP8,PARP8,poly(ADP-ribose) polymerase family member 8,TRUE,3,
GSE63061,79670,ILMN_1779677,0.0596625153002466,ZCCHC6,ZCCHC6,zinc finger CCHC-type containing 6,TRUE,1,
GSE63061,79671,ILMN_1698752,0.0203606325589364,NLRX1,NLRX1,NLR family member X1,TRUE,1,
GSE63061,79672,ILMN_1652333,0.0537416545359384,FN3KRP,FN3KRP,fructosamine 3 kinase related protein,TRUE,1,
GSE63061,79673,ILMN_1689059,0.0159710847866264,ZNF329,ZNF329,zinc finger protein 329,TRUE,1,
GSE63061,79675,ILMN_1751362,0.0131057604799027,FASTKD1,FASTKD1,FAST kinase domains 1,TRUE,1,
GSE63061,79677,ILMN_1654001,0.013630420680165,SMC6,SMC6,structural maintenance of chromosomes 6,TRUE,1,
GSE63061,79680,ILMN_1759595,0.0138746928919023,C22orf29,C22orf29,chromosome 22 open reading frame 29,TRUE,1,
GSE63061,79682,ILMN_1679438,0.000573568464946369,CENPU,CENPU,centromere protein U,TRUE,1,
GSE63061,79683,ILMN_2309926,0.0151079820737983,ZDHHC14,ZDHHC14,zinc finger DHHC-type containing 14,TRUE,1,
GSE63061,79684,ILMN_1773148,0.0089468438915492,MSANTD2,MSANTD2,Myb/SANT DNA binding domain containing 2,TRUE,2,
GSE63061,79685,ILMN_1757781,0.0259624209494277,SAP30L,SAP30L,SAP30 like,TRUE,2,
GSE63061,79689,ILMN_1772036,0.0468960508337353,STEAP4,STEAP4,STEAP4 metalloreductase,TRUE,1,
GSE63061,79690,ILMN_1693452,0.021344329882588,GAL3ST4,GAL3ST4,galactose-3-O-sulfotransferase 4,TRUE,1,
GSE63061,79691,ILMN_2155516,0.019132448414061,QTRT2,QTRT2,queuine tRNA-ribosyltransferase accessory subunit 2,TRUE,2,
GSE63061,79692,ILMN_3251742,0.0403290868796046,ZNF322,ZNF322,zinc finger protein 322,TRUE,3,
GSE63061,79693,ILMN_1736008,0.0637708705876949,YRDC,YRDC,yrdC N6-threonylcarbamoyltransferase domain containing,TRUE,2,
GSE63061,79694,ILMN_1757026,0.0168696180247614,MANEA,MANEA,mannosidase endo-alpha,TRUE,3,
GSE63061,79695,ILMN_1735157,0.004683798455384,GALNT12,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12,TRUE,1,
GSE63061,79697,ILMN_1711543,0.0170791432662955,C14orf169,C14orf169,chromosome 14 open reading frame 169,TRUE,1,
GSE63061,79699,ILMN_1656676,0.0675219185545096,ZYG11B,ZYG11B,"zyg-11 family member B, cell cycle regulator",TRUE,1,
GSE63061,79701,ILMN_1811991,0.0191481264861302,OGFOD3,OGFOD3,2-oxoglutarate and iron dependent oxygenase domain containing 3,TRUE,6,
GSE63061,79703,ILMN_1790637,0.0165488744548048,C11orf80,C11orf80,chromosome 11 open reading frame 80,TRUE,3,
GSE63061,79705,ILMN_1696004,0.00875405329062303,LRRK1,LRRK1,leucine rich repeat kinase 1,TRUE,4,
GSE63061,79706,ILMN_1804490,0.0125282436876258,PRKRIP1,PRKRIP1,PRKR interacting protein 1 (IL11 inducible),TRUE,1,
GSE63061,79707,ILMN_1761181,0.00573191487372628,NOL9,NOL9,nucleolar protein 9,TRUE,1,
GSE63061,79709,ILMN_1727043,0.0356363248089595,COLGALT1,COLGALT1,collagen beta(1-O)galactosyltransferase 1,TRUE,1,
GSE63061,79710,ILMN_1795463,0.0031899111714929,MORC4,MORC4,MORC family CW-type zinc finger 4,TRUE,1,
GSE63061,79711,ILMN_1798172,0.00800114171108501,IPO4,IPO4,importin 4,TRUE,1,
GSE63061,79712,ILMN_1762167,0.0125707241977005,GTDC1,GTDC1,glycosyltransferase like domain containing 1,TRUE,4,
GSE63061,79713,ILMN_1786426,0.100042264571606,IGFLR1,IGFLR1,IGF like family receptor 1,TRUE,1,
GSE63061,79714,ILMN_1799579,0.0139758738741207,CCDC51,CCDC51,coiled-coil domain containing 51,TRUE,1,
GSE63061,79716,ILMN_1724194,0.0656014167071545,NPEPL1,NPEPL1,aminopeptidase-like 1,TRUE,1,
GSE63061,79717,ILMN_1776094,0.0480655644511151,PPCS,PPCS,phosphopantothenoylcysteine synthetase,TRUE,2,
GSE63061,79718,ILMN_1798657,0.0245488578893005,TBL1XR1,TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,TRUE,1,
GSE63061,79719,ILMN_3237396,0.0196178249914084,AAGAB,AAGAB,alpha- and gamma-adaptin binding protein,TRUE,1,
GSE63061,79720,ILMN_1710427,0.0581203904814827,VPS37B,VPS37B,"VPS37B, ESCRT-I subunit",TRUE,1,
GSE63061,79722,ILMN_1798947,0.0345197276693175,ANKRD55,ANKRD55,ankyrin repeat domain 55,TRUE,1,
GSE63061,79723,ILMN_1789351,0.00660914226701285,SUV39H2,SUV39H2,suppressor of variegation 3-9 homolog 2,TRUE,1,
GSE63061,79724,ILMN_1791820,0.00376592592207756,ZNF768,ZNF768,zinc finger protein 768,TRUE,1,
GSE63061,79726,ILMN_1795428,0.0253907606488643,WDR59,WDR59,WD repeat domain 59,TRUE,1,
GSE63061,79728,ILMN_1723793,0.00774368401739362,PALB2,PALB2,partner and localizer of BRCA2,TRUE,1,
GSE63061,79729,ILMN_1789140,0.00141504359437409,SH3D21,SH3D21,SH3 domain containing 21,TRUE,1,
GSE63061,79730,ILMN_2205882,0.0319951970459406,NSUN7,NSUN7,NOP2/Sun RNA methyltransferase family member 7,TRUE,2,
GSE63061,79731,ILMN_1797332,0.0118453626858735,NARS2,NARS2,"asparaginyl-tRNA synthetase 2, mitochondrial (putative)",TRUE,1,
GSE63061,79734,ILMN_1798619,0.0094972228202876,KCTD17,KCTD17,potassium channel tetramerization domain containing 17,TRUE,1,
GSE63061,79735,ILMN_1756542,0.0194366306115387,TBC1D17,TBC1D17,TBC1 domain family member 17,TRUE,1,
GSE63061,79736,ILMN_3307733,0.0189684696535162,TEFM,TEFM,"transcription elongation factor, mitochondrial",TRUE,1,
GSE63061,79738,ILMN_1741985,0.00748038349608697,BBS10,BBS10,Bardet-Biedl syndrome 10,TRUE,1,
GSE63061,79740,ILMN_1760503,0.0045074748952654,ZBBX,ZBBX,zinc finger B-box domain containing,TRUE,1,
GSE63061,79741,ILMN_2382974,0.00712262492860613,CCDC7,CCDC7,coiled-coil domain containing 7,TRUE,3,
GSE63061,79742,ILMN_2047480,0.00191937278717749,CXorf36,CXorf36,chromosome X open reading frame 36,TRUE,2,
GSE63061,79744,ILMN_1680693,0.0132466240353518,ZNF419,ZNF419,zinc finger protein 419,TRUE,1,
GSE63061,79745,ILMN_1759792,0.0173481991987781,CLIP4,CLIP4,CAP-Gly domain containing linker protein family member 4,TRUE,1,
GSE63061,79746,ILMN_2072178,0.0590432688778381,ECHDC3,ECHDC3,enoyl-CoA hydratase domain containing 3,TRUE,1,
GSE63061,79747,ILMN_1666316,0.00269123022777431,ADGB,ADGB,androglobin,TRUE,1,
GSE63061,79750,ILMN_1710268,0.0152901314856417,ZNF385D,ZNF385D,zinc finger protein 385D,TRUE,1,
GSE63061,79751,ILMN_1687958,0.0197603555093915,SLC25A22,SLC25A22,solute carrier family 25 member 22,TRUE,1,
GSE63061,79752,ILMN_1730907,0.0440503824225261,ZFAND1,ZFAND1,zinc finger AN1-type containing 1,TRUE,2,
GSE63061,79753,ILMN_1651278,0.024463685205456,SNIP1,SNIP1,Smad nuclear interacting protein 1,TRUE,1,
GSE63061,79754,ILMN_1654385,0.00923345114260939,ASB13,ASB13,ankyrin repeat and SOCS box containing 13,TRUE,1,
GSE63061,79758,ILMN_1719915,0.0347898618791984,DHRS12,DHRS12,dehydrogenase/reductase 12,TRUE,3,
GSE63061,79759,ILMN_1739236,0.0155335695824449,ZNF668,ZNF668,zinc finger protein 668,TRUE,1,
GSE63061,7976,ILMN_1703408,0.00565921710408647,FZD3,FZD3,frizzled class receptor 3,TRUE,1,
GSE63061,79760,ILMN_2327181,0.00353085471393377,GEMIN7,GEMIN7,gem nuclear organelle associated protein 7,TRUE,1,
GSE63061,79762,ILMN_1674817,0.0045214952410816,C1orf115,C1orf115,chromosome 1 open reading frame 115,TRUE,1,
GSE63061,79763,ILMN_1769158,0.00995678291216191,ISOC2,ISOC2,isochorismatase domain containing 2,TRUE,1,
GSE63061,79767,ILMN_1752665,0.00908243857892408,ELMO3,ELMO3,engulfment and cell motility 3,TRUE,1,
GSE63061,79768,ILMN_1739854,0.0232549986992553,KATNBL1,KATNBL1,katanin regulatory subunit B1 like 1,TRUE,1,
GSE63061,79770,ILMN_1662848,0.0106884460600133,TXNDC15,TXNDC15,thioredoxin domain containing 15,TRUE,1,
GSE63061,79772,ILMN_1654685,0.0391592581990861,MCTP1,MCTP1,multiple C2 and transmembrane domain containing 1,TRUE,3,
GSE63061,79777,ILMN_1676288,0.00360277151427511,ACBD4,ACBD4,acyl-CoA binding domain containing 4,TRUE,1,
GSE63061,79778,ILMN_1664581,0.00148988683946732,MICALL2,MICALL2,MICAL like 2,TRUE,1,
GSE63061,7978,ILMN_2099249,0.0134920474252406,MTERF1,MTERF1,mitochondrial transcription termination factor 1,TRUE,2,
GSE63061,79780,ILMN_1791933,0.000408470650732655,CCDC82,CCDC82,coiled-coil domain containing 82,TRUE,1,
GSE63061,79783,ILMN_1763011,0.00130168080838405,SUGCT,SUGCT,succinyl-CoA:glutarate-CoA transferase,TRUE,1,
GSE63061,79786,ILMN_1703314,0.0206393153420761,KLHL36,KLHL36,kelch like family member 36,TRUE,1,
GSE63061,79789,ILMN_1714522,0.00566147408295496,CLMN,CLMN,calmin,TRUE,2,
GSE63061,7979,ILMN_2128128,0.213733844255134,SHFM1,SHFM1,split hand/foot malformation (ectrodactyly) type 1,TRUE,2,
GSE63061,79791,ILMN_1771139,0.0293087631753534,FBXO31,FBXO31,F-box protein 31,TRUE,1,
GSE63061,79792,ILMN_1665428,0.052782011287993,GSDMD,GSDMD,gasdermin D,TRUE,1,
GSE63061,79794,ILMN_2161556,0.0076321024650595,C12orf49,C12orf49,chromosome 12 open reading frame 49,TRUE,1,
GSE63061,79796,ILMN_1732809,0.0139921858408773,ALG9,ALG9,"ALG9, alpha-1,2-mannosyltransferase",TRUE,1,
GSE63061,79797,ILMN_1739618,0.023783537723278,ZNF408,ZNF408,zinc finger protein 408,TRUE,1,
GSE63061,79798,ILMN_1697088,0.00279011019207502,ARMC5,ARMC5,armadillo repeat containing 5,TRUE,1,
GSE63061,79799,ILMN_2121979,0.00252616304799824,UGT2A3,UGT2A3,UDP glucuronosyltransferase family 2 member A3,TRUE,1,
GSE63061,79800,ILMN_1760889,0.00141953888367877,CARF,CARF,calcium responsive transcription factor,TRUE,1,
GSE63061,79801,ILMN_2182482,0.0574888051258319,SHCBP1,SHCBP1,SHC binding and spindle associated 1,TRUE,1,
GSE63061,79803,ILMN_1718537,0.045844374366111,HPS6,HPS6,"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3",TRUE,1,
GSE63061,79804,ILMN_3241944,0.00170565356130631,HAND2-AS1,HAND2-AS1,HAND2 antisense RNA 1 (head to head),TRUE,1,
GSE63061,79805,ILMN_1692698,0.00125542211487147,VASH2,VASH2,vasohibin 2,TRUE,1,
GSE63061,79807,ILMN_2242068,0.0046935385547011,GSTCD,GSTCD,glutathione S-transferase C-terminal domain containing,TRUE,3,
GSE63061,79809,ILMN_2217955,0.0022897522422448,TTC21B,TTC21B,tetratricopeptide repeat domain 21B,TRUE,1,
GSE63061,79810,ILMN_1677221,0.00963210391871581,PTCD2,PTCD2,pentatricopeptide repeat domain 2,TRUE,2,
GSE63061,79811,ILMN_1742224,0.0388300779416988,SLTM,SLTM,SAFB like transcription modulator,TRUE,3,
GSE63061,79813,ILMN_1760129,0.00986193068833525,EHMT1,EHMT1,euchromatic histone lysine methyltransferase 1,TRUE,3,
GSE63061,79814,ILMN_1707169,0.0102470223371939,AGMAT,AGMAT,agmatinase,TRUE,1,
GSE63061,79815,ILMN_1774373,0.00472980234722219,NIPAL2,NIPAL2,NIPA like domain containing 2,TRUE,2,
GSE63061,79817,ILMN_1717046,0.00104421139903249,MOB3B,MOB3B,MOB kinase activator 3B,TRUE,1,
GSE63061,79818,ILMN_1700563,0.00209851522694901,ZNF552,ZNF552,zinc finger protein 552,TRUE,1,
GSE63061,79819,ILMN_1752682,0.00114569413722525,WDR78,WDR78,WD repeat domain 78,TRUE,1,
GSE63061,7982,ILMN_1702175,0.00789862313849435,ST7,ST7,suppression of tumorigenicity 7,TRUE,3,
GSE63061,79822,ILMN_1796772,0.0020099228389033,ARHGAP28,ARHGAP28,Rho GTPase activating protein 28,TRUE,1,
GSE63061,79823,ILMN_1738099,0.00947584632173302,CAMKMT,CAMKMT,calmodulin-lysine N-methyltransferase,TRUE,1,
GSE63061,79825,ILMN_3224108,0.00258887829443866,EFCC1,EFCC1,EF-hand and coiled-coil domain containing 1,TRUE,2,
GSE63061,79828,ILMN_1653980,0.00093509501053943,METTL8,METTL8,methyltransferase like 8,TRUE,1,
GSE63061,79829,ILMN_2178244,0.00135203999376001,NAA40,NAA40,"N(alpha)-acetyltransferase 40, NatD catalytic subunit",TRUE,1,
GSE63061,79830,ILMN_1702763,0.0227874075437346,ZMYM1,ZMYM1,zinc finger MYM-type containing 1,TRUE,1,
GSE63061,79831,ILMN_1657838,0.00285783054886983,KDM8,KDM8,lysine demethylase 8,TRUE,1,
GSE63061,79832,ILMN_2147863,0.00195954588036117,QSER1,QSER1,glutamine and serine rich 1,TRUE,1,
GSE63061,79833,ILMN_1707484,0.0231970022004355,GEMIN6,GEMIN6,gem nuclear organelle associated protein 6,TRUE,1,
GSE63061,79836,ILMN_1720452,0.00190325621844065,LONRF3,LONRF3,LON peptidase N-terminal domain and ring finger 3,TRUE,1,
GSE63061,79837,ILMN_1787308,0.0167459727378716,PIP4K2C,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,TRUE,1,
GSE63061,79838,ILMN_1730117,0.00143291679203606,TMC5,TMC5,transmembrane channel like 5,TRUE,1,
GSE63061,7984,ILMN_1708093,0.000706449203706064,ARHGEF5,ARHGEF5,Rho guanine nucleotide exchange factor 5,TRUE,1,
GSE63061,79841,ILMN_1688627,0.00191391444136149,AGBL2,AGBL2,ATP/GTP binding protein like 2,TRUE,1,
GSE63061,79842,ILMN_1689189,0.0138076445834093,ZBTB3,ZBTB3,zinc finger and BTB domain containing 3,TRUE,1,
GSE63061,79843,ILMN_1749878,0.0023708881460088,FAM124B,FAM124B,family with sequence similarity 124 member B,TRUE,1,
GSE63061,79844,ILMN_1694514,0.0214168133131113,ZDHHC11,ZDHHC11,zinc finger DHHC-type containing 11,TRUE,3,
GSE63061,79845,ILMN_1691119,0.0290284533817163,RNF122,RNF122,ring finger protein 122,TRUE,1,
GSE63061,79846,ILMN_1790315,0.000661441622914463,CFAP69,CFAP69,cilia and flagella associated protein 69,TRUE,1,
GSE63061,79847,ILMN_1808566,0.0113160335305991,MFSD13A,MFSD13A,major facilitator superfamily domain containing 13A,TRUE,1,
GSE63061,79848,ILMN_2393994,0.0163978136794614,CSPP1,CSPP1,centrosome and spindle pole associated protein 1,TRUE,1,
GSE63061,79850,ILMN_1673899,0.00286786696980403,FAM57A,FAM57A,family with sequence similarity 57 member A,TRUE,1,
GSE63061,79852,ILMN_1699750,0.00435576587452059,EPHX3,EPHX3,epoxide hydrolase 3,TRUE,1,
GSE63061,79853,ILMN_1775830,0.00100853109044305,TM4SF20,TM4SF20,transmembrane 4 L six family member 20,TRUE,1,
GSE63061,79854,ILMN_3237598,0.00145469861007373,LINC00115,LINC00115,long intergenic non-protein coding RNA 115,TRUE,1,
GSE63061,79856,ILMN_2080760,0.0289402857655175,SNX22,SNX22,sorting nexin 22,TRUE,1,
GSE63061,79858,ILMN_2365223,0.00406936103167731,NEK11,NEK11,NIMA related kinase 11,TRUE,2,
GSE63061,79861,ILMN_1670385,0.00436527748861361,TUBAL3,TUBAL3,tubulin alpha like 3,TRUE,1,
GSE63061,79862,ILMN_2093748,0.0370056925931548,ZNF669,ZNF669,zinc finger protein 669,TRUE,2,
GSE63061,79863,ILMN_1736130,0.00583452396723476,RBFA,RBFA,ribosome binding factor A (putative),TRUE,1,
GSE63061,79864,ILMN_2243516,0.0382174821505318,C11orf63,C11orf63,chromosome 11 open reading frame 63,TRUE,5,
GSE63061,79865,ILMN_1740864,0.0565741373069417,TREML2,TREML2,triggering receptor expressed on myeloid cells like 2,TRUE,1,
GSE63061,79866,ILMN_1761486,0.0184741512791554,BORA,BORA,"bora, aurora kinase A activator",TRUE,1,
GSE63061,79868,ILMN_1761456,0.0431346853184247,ALG13,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit",TRUE,3,
GSE63061,79869,ILMN_1680494,0.00107412313783602,CPSF7,CPSF7,cleavage and polyadenylation specific factor 7,TRUE,1,
GSE63061,79870,ILMN_1687751,0.0253843339645543,BAALC,BAALC,"brain and acute leukemia, cytoplasmic",TRUE,2,
GSE63061,79871,ILMN_1657754,0.0225757646700447,RPAP2,RPAP2,RNA polymerase II associated protein 2,TRUE,1,
GSE63061,79872,ILMN_2073732,0.0207009684179459,CBLL1,CBLL1,Cbl proto-oncogene like 1,TRUE,2,
GSE63061,79873,ILMN_1787885,0.0326336592427472,NUDT18,NUDT18,nudix hydrolase 18,TRUE,1,
GSE63061,79874,ILMN_1693466,0.00147723151031638,RABEP2,RABEP2,"rabaptin, RAB GTPase binding effector protein 2",TRUE,1,
GSE63061,79876,ILMN_2408450,0.0212963971400181,UBA5,UBA5,ubiquitin like modifier activating enzyme 5,TRUE,3,
GSE63061,79877,ILMN_1811648,0.0317243880945577,DCAKD,DCAKD,dephospho-CoA kinase domain containing,TRUE,1,
GSE63061,7988,ILMN_1684964,0.0185162614353843,ZNF212,ZNF212,zinc finger protein 212,TRUE,1,
GSE63061,79882,ILMN_2335669,0.0141900940582643,ZC3H14,ZC3H14,zinc finger CCCH-type containing 14,TRUE,3,
GSE63061,79884,ILMN_1789224,0.000555751271265835,MAP9,MAP9,microtubule associated protein 9,TRUE,1,
GSE63061,79885,ILMN_1684690,0.00336785219730471,HDAC11,HDAC11,histone deacetylase 11,TRUE,1,
GSE63061,79886,ILMN_1755222,0.00548579195358782,CAAP1,CAAP1,caspase activity and apoptosis inhibitor 1,TRUE,1,
GSE63061,79887,ILMN_1707286,0.117618059803469,PLBD1,PLBD1,phospholipase B domain containing 1,TRUE,1,
GSE63061,79888,ILMN_1702171,0.0209778078108509,LPCAT1,LPCAT1,lysophosphatidylcholine acyltransferase 1,TRUE,1,
GSE63061,79890,ILMN_1731736,0.038110906820564,RIN3,RIN3,Ras and Rab interactor 3,TRUE,1,
GSE63061,79891,ILMN_1713454,0.0190175630216034,ZNF671,ZNF671,zinc finger protein 671,TRUE,1,
GSE63061,79892,ILMN_1761411,0.0104216298678983,MCMBP,MCMBP,minichromosome maintenance complex binding protein,TRUE,1,
GSE63061,79893,ILMN_1725620,0.0372056765172693,GGNBP2,GGNBP2,gametogenetin binding protein 2,TRUE,1,
GSE63061,79894,ILMN_1669094,0.0302166143138266,ZNF672,ZNF672,zinc finger protein 672,TRUE,1,
GSE63061,79895,ILMN_1783956,0.0526989666672181,ATP8B4,ATP8B4,ATPase phospholipid transporting 8B4 (putative),TRUE,1,
GSE63061,79896,ILMN_1782688,0.00949568226176781,THNSL1,THNSL1,threonine synthase like 1,TRUE,2,
GSE63061,79897,ILMN_2186597,0.0445385805764326,RPP21,RPP21,ribonuclease P/MRP subunit p21,TRUE,1,
GSE63061,79898,ILMN_1671895,0.0299749864543837,ZNF613,ZNF613,zinc finger protein 613,TRUE,2,
GSE63061,79899,ILMN_1697491,0.0586107620783244,PRR5L,PRR5L,proline rich 5 like,TRUE,1,
GSE63061,799,ILMN_1710219,0.000535556090395627,CALCR,CALCR,calcitonin receptor,TRUE,1,
