gene_id,gene_symbol,s3_logFC,s3_rank,raw_auc,oriented_auc_s3,oracle_auc,oracle_sign
10632,ATP5L,-0.432953489130176,190,0.421049382716049,0.578950617283951,0.578950617283951,-1
6218,RPS17,-0.686095229769995,194,0.421604938271605,0.578395061728395,0.578395061728395,-1
6222,RPS18,-0.251143150924868,460,0.421604938271605,0.578395061728395,0.578395061728395,-1
55299,BRIX1,-0.26274081500909,92,0.421975308641975,0.578024691358025,0.578024691358025,-1
4724,NDUFS4,-0.518378322058207,100,0.422283950617284,0.577716049382716,0.577716049382716,-1
6643,SNX2,-0.304170731776603,184,0.422283950617284,0.577716049382716,0.577716049382716,-1
64431,ACTR6,-0.233571452187077,279,0.422530864197531,0.577469135802469,0.577469135802469,-1
53938,PPIL3,-0.292044276039224,316,0.422592592592593,0.577407407407407,0.577407407407407,-1
27258,LSM3,-0.681970100185923,65,0.422716049382716,0.577283950617284,0.577283950617284,-1
3101,HK3,0.245696241059703,313,0.577037037037037,0.577037037037037,0.577037037037037,1
51258,MRPL51,-0.554343558406056,1,0.423703703703704,0.576296296296296,0.576296296296296,-1
80305,TRABD,0.206431140771901,172,0.576296296296296,0.576296296296296,0.576296296296296,1
29093,MRPL22,-0.415028739036356,52,0.423827160493827,0.576172839506173,0.576172839506173,-1
6170,RPL39,-0.587798871361716,297,0.424135802469136,0.575864197530864,0.575864197530864,-1
4708,NDUFB2,-0.459038527349186,195,0.424382716049383,0.575617283950617,0.575617283950617,-1
127018,LYPLAL1,-0.210334202200438,157,0.42462962962963,0.57537037037037,0.57537037037037,-1
404672,GTF2H5,-0.427252626934122,23,0.424691358024691,0.575308641975309,0.575308641975309,-1
23412,COMMD3,-0.328891973862851,265,0.425493827160494,0.574506172839506,0.574506172839506,-1
83716,CRISPLD2,0.222239431408083,473,0.574506172839506,0.574506172839506,0.574506172839506,1
6625,SNRNP70,0.214818774120718,267,0.574320987654321,0.574320987654321,0.574320987654321,1
1337,COX6A1,-0.230107977785222,171,0.425802469135802,0.574197530864198,0.574197530864198,-1
3336,HSPE1,-0.726354253871327,16,0.425864197530864,0.574135802469136,0.574135802469136,-1
51241,COX16,-0.441864942355608,97,0.426049382716049,0.573950617283951,0.573950617283951,-1
51816,CECR1,0.221470305727387,416,0.426049382716049,0.426049382716049,0.573950617283951,-1
54543,TOMM7,-0.95861121478525,56,0.426296296296296,0.573703703703704,0.573703703703704,-1
84233,TMEM126A,-0.329095977897519,148,0.42679012345679,0.57320987654321,0.57320987654321,-1
221443,OARD1,-0.254095864348955,34,0.426975308641975,0.573024691358025,0.573024691358025,-1
25994,HIGD1A,-0.207479454182088,306,0.427283950617284,0.572716049382716,0.572716049382716,-1
6637,SNRPG,-0.771155343507208,124,0.428086419753086,0.571913580246914,0.571913580246914,-1
4697,NDUFA4,-0.572115077397804,281,0.428765432098765,0.571234567901235,0.571234567901235,-1
55573,CDV3,-0.241955979944238,335,0.570925925925926,0.429074074074074,0.570925925925926,1
51522,TMEM14C,-0.232499298835241,330,0.429135802469136,0.570864197530864,0.570864197530864,-1
51023,MRPS18C,-0.637823144949575,58,0.429259259259259,0.570740740740741,0.570740740740741,-1
51399,TRAPPC4,-0.205571828719367,137,0.429259259259259,0.570740740740741,0.570740740740741,-1
129531,MITD1,-0.236893212386584,115,0.429506172839506,0.570493827160494,0.570493827160494,-1
539,ATP5O,-0.669300830950748,20,0.429814814814815,0.570185185185185,0.570185185185185,-1
6119,RPA3,-0.425497769162685,9,0.43,0.57,0.57,-1
6122,RPL3,-0.218439453574075,437,0.43,0.57,0.57,-1
11224,RPL35,-0.362873555539964,318,0.430308641975309,0.569691358024691,0.569691358024691,-1
9550,ATP6V1G1,-0.460693166025564,240,0.430493827160494,0.569506172839506,0.569506172839506,-1
246184,CDC26,-0.258705000776052,68,0.430555555555556,0.569444444444445,0.569444444444445,-1
326624,RAB37,0.30128502336663,144,0.431172839506173,0.431172839506173,0.568827160493827,-1
1653,DDX1,-0.230500888310017,247,0.431172839506173,0.568827160493827,0.568827160493827,-1
10476,ATP5H,-0.207082079332237,211,0.431358024691358,0.568641975308642,0.568641975308642,-1
226,ALDOA,0.222218676225379,466,0.431728395061728,0.431728395061728,0.568271604938272,-1
5917,RARS,-0.203086783638014,220,0.431851851851852,0.568148148148148,0.568148148148148,-1
4666,NACA,-0.216967954277669,101,0.433024691358025,0.566975308641975,0.566975308641975,-1
51639,SF3B6,-0.491120876009448,179,0.433024691358025,0.566975308641975,0.566975308641975,-1
51138,COPS4,-0.224669592286265,181,0.433148148148148,0.566851851851852,0.566851851851852,-1
51065,RPS27L,-0.608366521780988,210,0.433456790123457,0.566543209876543,0.566543209876543,-1
7318,UBA7,0.257662879191967,146,0.433827160493827,0.433827160493827,0.566172839506173,-1
9360,PPIG,-0.278409134950648,80,0.566111111111111,0.433888888888889,0.566111111111111,1
6001,RGS10,-0.318907523990737,378,0.433888888888889,0.566111111111111,0.566111111111111,-1
6230,RPS25,-0.648386927571901,6,0.434691358024691,0.565308641975309,0.565308641975309,-1
5687,PSMA6,-0.339291682791088,334,0.434753086419753,0.565246913580247,0.565246913580247,-1
4116,MAGOH,-0.250321213613008,107,0.435061728395062,0.564938271604938,0.564938271604938,-1
84324,SARNP,-0.650089318969017,37,0.43537037037037,0.56462962962963,0.56462962962963,-1
8813,DPM1,-0.451360508564944,98,0.435493827160494,0.564506172839506,0.564506172839506,-1
57035,RSRP1,0.214442154568054,405,0.564444444444444,0.564444444444444,0.564444444444444,1
23218,NBEAL2,0.269263723774575,264,0.564320987654321,0.564320987654321,0.564320987654321,1
7266,DNAJC7,-0.20164588619986,149,0.564135802469136,0.435864197530864,0.564135802469136,1
10671,DCTN6,-0.23917352626489,111,0.435925925925926,0.564074074074074,0.564074074074074,-1
6224,RPS20,-0.384582445938332,237,0.436234567901235,0.563765432098765,0.563765432098766,-1
54951,COMMD8,-0.229896262974059,382,0.436234567901235,0.563765432098765,0.563765432098766,-1
23478,SEC11A,-0.352719609541058,163,0.436913580246914,0.563086419753086,0.563086419753087,-1
5293,PIK3CD,0.220318214965185,323,0.563024691358025,0.563024691358025,0.563024691358025,1
