dataset_accession,gene_id,gene_symbol,s3_rank,s3_logFC,validation_logFC,validation_P.Value,validation_adj.P.Val,direction_concordant,nominal_concordant,fdr_concordant,auc_oriented,s3_adj.P.Val,s3_P.Value,validation_AveExpr,validation_t,validation_B,mapped,auc_ge_060
GSE140829,27089,UQCRQ,202,-0.564885217189112,-0.0571017367277752,0.301386771975195,0.711357093163109,TRUE,FALSE,FALSE,0.529332627585903,4.78416054319313e-07,4.33198608759464e-09,10.1389232271124,-1.03477211205848,-6.3397062637579,TRUE,FALSE
GSE140829,8883,NAE1,203,-0.245596514974172,-0.0642274191839471,0.0286540896303447,0.336772662570121,TRUE,TRUE,FALSE,0.554232279123109,4.78416054319313e-07,4.31707714236105e-09,8.92815618038681,-2.1959814849165,-4.49263896058273,TRUE,FALSE
GSE140829,6494,SIPA1,204,0.209918943753576,0.0455599535839703,0.0580302042191399,0.420167062885593,TRUE,FALSE,FALSE,0.556459794451061,4.82891197454939e-07,4.39770961619367e-09,10.8993539139995,1.90080562322264,-5.08616198344881,TRUE,FALSE
GSE140829,3820,KLRB1,205,-0.662570927010203,-0.0407680187462352,0.50963234465406,0.836506047765792,TRUE,FALSE,FALSE,0.523333774425478,4.84772780431137e-07,4.42749525470742e-09,10.4121425919461,-0.659989039194809,-6.65411673244614,TRUE,FALSE
GSE140829,6232,RPS27,206,-0.791665716678494,-0.0488957297636827,0.215686719220257,0.638741600870475,TRUE,FALSE,FALSE,0.530832340876009,5.61836123567842e-07,5.2046298175091e-09,13.7488964230238,-1.23999892274642,-6.1089303470383,TRUE,FALSE
GSE140829,64979,MRPL36,207,-0.217376554321237,-0.0232611043655803,0.371361866268496,0.763105675582835,TRUE,FALSE,FALSE,0.524833487715584,5.72421816259124e-07,5.31762868817515e-09,9.02632801043378,-0.894909377609287,-6.4732429277873,TRUE,FALSE
GSE140829,51637,C14orf166,208,-0.272657159886091,-0.0524062877107676,0.0888408884882415,0.482677937356916,TRUE,FALSE,FALSE,0.541418552335583,5.80781376049373e-07,5.41044181539654e-09,9.00914237173897,-1.70560490717395,-5.4324895013196,TRUE,FALSE
GSE140829,10299,MARCH6,209,0.320998584472151,-0.0105907488494995,0.856937563197213,0.960167931773972,FALSE,FALSE,FALSE,0.500882184288298,6.35050522200129e-07,5.94914507253917e-09,9.10679413406065,-0.18038768733677,-6.85388166700476,TRUE,FALSE
GSE140829,51065,RPS27L,210,-0.608366521780988,-0.0299912749071319,0.635259413243114,0.890626332598879,TRUE,FALSE,FALSE,0.517798068016409,6.63744270594909e-07,6.25258811347952e-09,8.71863801226649,-0.474692646089724,-6.75830107582862,TRUE,FALSE
GSE140829,10476,ATP5H,211,-0.207082079332237,-0.0296169294790058,0.231247319524215,0.653914770152544,TRUE,FALSE,FALSE,0.520599003131754,7.9528776934408e-07,7.67852603353973e-09,11.1187068841239,-1.19893515219826,-6.1584162457687,TRUE,FALSE
GSE140829,51389,RWDD1,212,-0.473360319388478,-0.0746554053028069,0.116345799869946,0.522868987748433,TRUE,FALSE,FALSE,0.548211371355476,8.48963510924667e-07,8.30753396473958e-09,9.5343003899689,-1.57363173328283,-5.64569299497503,TRUE,FALSE
GSE140829,37,ACADVL,213,0.2026003183364,0.0460302892758778,0.0374984551943888,0.366814435387376,TRUE,TRUE,FALSE,0.554585152838428,9.3340818037315e-07,9.23129534892291e-09,10.9126652830783,2.0870912252393,-4.72133738390928,TRUE,FALSE
GSE140829,301,ANXA1,214,-0.621761837738034,-0.0136989916972509,0.789030068023531,0.940657993847292,TRUE,FALSE,FALSE,0.508689515239734,9.89038984474733e-07,9.83309464758816e-09,11.2956484011191,-0.267745662478617,-6.83446968838229,TRUE,FALSE
GSE140829,5791,PTPRE,215,0.212453951260527,0.060870223974987,0.0181908823262704,0.29110874449458,TRUE,TRUE,FALSE,0.561885227824092,1.05529937188016e-06,1.05193977365017e-08,10.9199500718871,2.37124152893477,-4.10073270465756,TRUE,FALSE
GSE140829,23550,PSD4,216,0.235516283790337,0.0559428339249863,0.0454790038832269,0.388897945929725,TRUE,TRUE,FALSE,0.553923514622205,1.10472799253709e-06,1.10985929003387e-08,9.8172374185591,2.0063292288506,-4.88360623972669,TRUE,FALSE
GSE140829,60492,CCDC90B,217,-0.238522179158867,-0.0205053454842712,0.499939383791537,0.831429411076178,TRUE,FALSE,FALSE,0.508689515239734,1.16149871358835e-06,1.17295548812351e-08,8.94307442190534,-0.675185574449309,-6.64406547236096,TRUE,FALSE
GSE140829,11235,PDCD10,218,-0.392715796899977,-0.0505994072717989,0.349195750736466,0.747738340817015,TRUE,FALSE,FALSE,0.532729037095849,1.17858391814823e-06,1.19636016951011e-08,8.77257895294183,-0.937225312158658,-6.43487421911995,TRUE,FALSE
GSE140829,132299,OCIAD2,219,-0.272302067867086,-0.0845425126710548,0.00647601329617497,0.195712711844895,TRUE,TRUE,FALSE,0.586476114860394,1.18431059610488e-06,1.21144448012398e-08,9.3015569096163,-2.73672051999452,-3.1896731530958,TRUE,FALSE
GSE140829,5917,RARS,220,-0.203086783638014,-0.0349175252604064,0.0279719284619309,0.334726457458874,TRUE,TRUE,FALSE,0.554695425874465,1.21160316107682e-06,1.24884726430078e-08,9.57195062492323,-2.2055380706788,-4.47202533788249,TRUE,FALSE
GSE140829,3148,HMGB2,221,-0.249708699591748,-0.00397310738904718,0.869563109143807,0.963921036459883,TRUE,FALSE,FALSE,0.498367959066649,1.29547852209787e-06,1.34544243983861e-08,9.88433678102577,-0.164316570527076,-6.85662878086066,TRUE,FALSE
GSE140829,2000,ELF4,222,0.203075843695994,0.0441397005963241,0.0871770168093681,0.479593588345275,TRUE,FALSE,FALSE,0.55085792422037,1.3372329804741e-06,1.39727142935573e-08,10.3839938235232,1.71459500642947,-5.41735023517017,TRUE,FALSE
GSE140829,2242,FES,223,0.260456751392345,0.117478262676162,0.000300481680334792,0.0565153014530862,TRUE,TRUE,FALSE,0.58607913193066,1.40773243502449e-06,1.48729288691698e-08,10.1400055044293,3.6462083983933,-0.382777382318042,TRUE,FALSE
GSE140829,51020,HDDC2,224,-0.260158510848672,-0.0130160733138308,0.718317926420868,0.9214056156074,TRUE,FALSE,FALSE,0.511181685854175,1.40773243502449e-06,1.48773977398079e-08,9.52229520672063,-0.360957036317503,-6.80541462825422,TRUE,FALSE
GSE140829,10240,MRPS31,225,-0.211814255287833,-0.0361330796810771,0.201611490844976,0.623622403162259,TRUE,FALSE,FALSE,0.538617617220237,1.41902480520883e-06,1.50337683553777e-08,8.73449875822588,-1.27903051716192,-6.06036058007587,TRUE,FALSE
GSE140829,80145,THOC7,226,-0.241598811779107,-0.0104883416862392,0.704760654640116,0.917534471384208,TRUE,FALSE,FALSE,0.502293679149574,1.42626692384962e-06,1.51849304558907e-08,9.93510740662562,-0.379166955540134,-6.79873301422761,TRUE,FALSE
GSE140829,55848,PLGRKT,227,-0.206973487402619,0.00647776530607343,0.768058485432305,0.935681704382097,FALSE,FALSE,FALSE,0.492347051299016,1.48213576746474e-06,1.58957726743909e-08,8.83279582901445,0.295111452024873,-6.82683244098303,TRUE,FALSE
GSE140829,3684,ITGAM,228,0.293341634169746,0.14263067422345,4.13453010180693e-05,0.0280353983194754,TRUE,TRUE,TRUE,0.601561466190287,1.51515367396772e-06,1.63289616238367e-08,10.3846626260153,4.1448914927324,1.47411143600214,TRUE,TRUE
GSE140829,4927,NUP88,229,-0.212410125209792,-0.0421811426562176,0.0853864621646638,0.475138660155406,TRUE,FALSE,FALSE,0.552357637510476,1.51515367396772e-06,1.63145648053341e-08,8.97277881986731,-1.72442621746909,-5.40070475496994,TRUE,FALSE
GSE140829,26019,UPF2,230,-0.208948672052036,0.0140197664055389,0.653520538659524,0.898892958061586,FALSE,FALSE,FALSE,0.492148559834149,1.56425693806097e-06,1.68989711486155e-08,9.92972421805832,0.449206625242452,-6.7699722205456,TRUE,FALSE
GSE140829,79415,C17orf62,231,0.219846456594532,0.00781560713787844,0.773774090772902,0.937674327754386,TRUE,FALSE,FALSE,0.503837501654096,1.57184956773102e-06,1.70630295959528e-08,10.7293797169224,0.28763204841334,-6.82899351280263,TRUE,FALSE
GSE140829,4712,NDUFB6,232,-0.236475534575676,0.0181324597976697,0.452143922253041,0.805443282317949,FALSE,FALSE,FALSE,0.469674915089762,1.61581439386127e-06,1.76246129281877e-08,10.0653794825594,0.752565559509504,-6.58934511304958,TRUE,FALSE
GSE140829,9013,TAF1C,233,0.224986284849453,0.000633061338700135,0.978587996423648,0.994843317113384,TRUE,FALSE,FALSE,0.498698778174761,1.70151194809478e-06,1.86481660195138e-08,9.75981949366479,0.026855610652951,-6.86966060143814,TRUE,FALSE
GSE140829,387066,SNHG5,234,-0.509689501305606,-0.196303403580226,0.0107721474475804,0.237258225200229,TRUE,TRUE,FALSE,0.568942702130475,1.74725625008022e-06,1.92047223049763e-08,10.611690496482,-2.56174929876634,-3.6415885671326,TRUE,FALSE
GSE140829,51188,SS18L2,235,-0.385992324028182,-0.0433545300377403,0.232682520605265,0.655193661261079,TRUE,FALSE,FALSE,0.538838163292312,1.74725625008022e-06,1.92756068533785e-08,10.4985581483509,-1.195248502096,-6.16277809068373,TRUE,FALSE
GSE140829,64115,C10orf54,236,0.255113311466072,,,,FALSE,FALSE,FALSE,,1.77828475142242e-06,1.98144039678872e-08,,,,FALSE,
GSE140829,6224,RPS20,237,-0.384582445938332,-0.114163690519225,0.00584027646628025,0.187536354257601,TRUE,TRUE,FALSE,0.578448237836884,1.89298380066035e-06,2.12900166506083e-08,13.0745289746866,-2.77117670594909,-3.09728759130134,TRUE,FALSE
GSE140829,1347,COX7A2,238,-0.490172143365937,-0.0237330977003588,0.57187862677329,0.862470644049962,TRUE,FALSE,FALSE,0.513651801861409,1.95494936607326e-06,2.21909862283249e-08,11.1738344714831,-0.56574315656966,-6.71135264854964,TRUE,FALSE
GSE140829,170622,COMMD6,239,-0.803438456238976,-0.118185661310178,0.206112029124881,0.626454228789104,TRUE,FALSE,FALSE,0.542168408980636,2.20108416379631e-06,2.52720899762636e-08,9.20759189822271,-1.26634023851015,-6.07631582246084,TRUE,FALSE
GSE140829,9550,ATP6V1G1,240,-0.460693166025564,-0.046191187655045,0.314458418772933,0.721443149182349,TRUE,FALSE,FALSE,0.525847999647126,2.38797604986248e-06,2.76671720196999e-08,10.3105729528507,-1.00714944497719,-6.36760620296306,TRUE,FALSE
GSE140829,54165,DCUN1D1,241,0.208982132231438,-0.0255928071740648,0.209048179430557,0.62980754443696,FALSE,FALSE,FALSE,0.473071324599709,2.49802954815074e-06,2.91894129455609e-08,8.01884086193378,-1.25816965498922,-6.08650501187615,TRUE,FALSE
GSE140829,51742,ARID4B,242,-0.203192546503263,0.003160069544268,0.899658673642544,0.973574852481269,FALSE,FALSE,FALSE,0.512218252392925,2.70243703263006e-06,3.22272773840597e-08,8.53214855013139,0.126170862125409,-6.86212375817091,TRUE,FALSE
GSE140829,8562,DENR,243,-0.231021967574445,0.0653108558342352,0.199951707707341,0.622214493465141,FALSE,FALSE,FALSE,0.469299986767236,2.81009689135957e-06,3.35844782694714e-08,9.50514276479977,1.28376294063728,-6.05437019611101,TRUE,FALSE
GSE140829,537,ATP6AP1,244,0.211295916236387,0.0628415315765114,0.0110803810150896,0.240900645096159,TRUE,TRUE,FALSE,0.567332715804332,2.82034108599899e-06,3.3780506196794e-08,11.415633771495,2.55177430378067,-3.66648224902502,TRUE,FALSE
GSE140829,84186,ZCCHC7,245,-0.220215984617449,-0.0396643181195285,0.157302281903891,0.572402005022121,TRUE,FALSE,FALSE,0.544925234881567,3.01544571313824e-06,3.62747370637422e-08,8.67404118408866,-1.41680115661401,-5.8769962013943,TRUE,FALSE
GSE140829,1350,COX7C,246,-0.767289927500838,-0.0974851648485615,0.208756559123929,0.62934020567872,TRUE,FALSE,FALSE,0.534427241850823,3.26230892270201e-06,3.94146712387409e-08,10.4597203477815,-1.2589774124616,-6.08550060657238,TRUE,FALSE
GSE140829,1653,DDX1,247,-0.230500888310017,-0.0360784536398413,0.133630874714714,0.54304951552215,TRUE,FALSE,FALSE,0.541462661549998,3.28139607501283e-06,3.97309059758351e-08,9.33604128472262,-1.50292191337783,-5.75295029951482,TRUE,FALSE
GSE140829,10875,FGL2,248,-0.322668476184562,0.000593426212490835,0.983984065742701,0.995442707843165,FALSE,FALSE,FALSE,0.51010101010101,3.3433860152109e-06,4.08304539199076e-08,12.2927308551399,0.0200866239050694,-6.8698181820262,TRUE,FALSE
GSE140829,6125,RPL5,249,-0.430325384849014,-0.163725862450763,0.000757662167780143,0.084704511023085,TRUE,TRUE,FALSE,0.584226544925235,3.34641833850076e-06,4.10421329548394e-08,11.1244568117531,-3.39339706724994,-1.23911696885568,TRUE,FALSE
GSE140829,100008589,RNA28S5,250,1.04242152836733,,,,FALSE,FALSE,FALSE,,3.35491749168174e-06,4.12339162512943e-08,,,,FALSE,
GSE140829,100287932,TIMM23,251,-0.229330104142085,-0.0227810258027257,0.328950756930241,0.733873255797344,TRUE,FALSE,FALSE,0.522958846102951,3.4650313189342e-06,4.28585367458591e-08,10.0324891369745,-0.977396253950211,-6.39681778235235,TRUE,FALSE
GSE140829,27257,LSM1,252,-0.340616933120656,-0.0466668698419918,0.221875078534869,0.645047623301863,TRUE,FALSE,FALSE,0.536544484142737,3.9191298015819e-06,4.91911026188846e-08,9.75306469850016,-1.22342104429812,-6.12910742511383,TRUE,FALSE
GSE140829,6165,RPL35A,253,-0.35337284526901,-0.119011459720816,0.00745328347617466,0.206867435648618,TRUE,TRUE,FALSE,0.572250893211592,3.94412119333871e-06,4.9607703543376e-08,12.5525608969966,-2.68929181428939,-3.31501865881964,TRUE,FALSE
GSE140829,3312,HSPA8,254,-0.257963941761701,-0.0280648792282146,0.274949844671999,0.689401374964123,TRUE,FALSE,FALSE,0.534118477349918,4.23207744478116e-06,5.36712498868442e-08,11.8997237423294,-1.09319908652622,-6.27821958633404,TRUE,FALSE
GSE140829,101,ADAM8,255,0.252524972552908,0.0542384535195564,0.0455176535183648,0.388897945929725,TRUE,TRUE,FALSE,0.558951965065502,4.25832260055365e-06,5.41152107528216e-08,10.4244250153277,2.00596843155991,-4.88431708414387,TRUE,FALSE
GSE140829,2483,FRG1,256,-0.220132327823211,-0.0414240537711085,0.138838218414233,0.548238817462891,TRUE,FALSE,FALSE,0.537162013144546,4.62536829233018e-06,5.93928913856142e-08,8.72767269463583,-1.48302374356884,-5.78225420136777,TRUE,FALSE
GSE140829,9126,SMC3,257,-0.201936945339363,-0.0143486519152486,0.565809589539212,0.85994853769595,TRUE,FALSE,FALSE,0.518768470733536,4.70044244299309e-06,6.07149681457539e-08,8.62311755521144,-0.57470086233175,-6.7062904651981,TRUE,FALSE
GSE140829,6279,S100A8,258,-0.614727161529798,0.0724915412116618,0.164055271565312,0.578729187499418,FALSE,FALSE,FALSE,0.468969167659124,4.7741610396397e-06,6.17917612771069e-08,13.2613686670635,1.39406358590019,-5.90853791490998,TRUE,FALSE
GSE140829,8887,TAX1BP1,259,-0.409302263052853,-0.0658483971847675,0.125135414963844,0.534215396778837,TRUE,FALSE,FALSE,0.545211944775264,5.11298881072534e-06,6.67108816179393e-08,10.011825315021,-1.53671870379189,-5.70229305088312,TRUE,FALSE
GSE140829,10153,CEBPZ,260,-0.315623263353229,-0.0572747099972315,0.0692625073576742,0.443891483242621,TRUE,FALSE,FALSE,0.546579330422125,5.45833488662356e-06,7.19288950927639e-08,8.64895278114338,-1.82149146288146,-5.23133121417211,TRUE,FALSE
GSE140829,7324,UBE2E1,261,-0.319656730332649,-0.0215784557716383,0.527853879999451,0.845217834289709,TRUE,FALSE,FALSE,0.523333774425478,5.47583653945528e-06,7.2302418688074e-08,10.0906502524482,-0.631825520091703,-6.67214090482305,TRUE,FALSE
GSE140829,5706,PSMC6,262,-0.381236659183769,-0.0413909868514211,0.436891970389488,0.796719473415974,TRUE,FALSE,FALSE,0.528825371620131,5.66452646030974e-06,7.58285599430848e-08,8.76678073550277,-0.778215435228404,-6.5699011013072,TRUE,FALSE
GSE140829,2629,GBA,263,0.218699492843149,0.101896811251391,8.83552450448289e-05,0.0334613622205832,TRUE,TRUE,TRUE,0.603414053195713,6.05008318256718e-06,8.1937090228912e-08,9.52038216578578,3.96010926809169,0.760372575340551,TRUE,TRUE
GSE140829,23218,NBEAL2,264,0.269263723774575,0.0704565610716778,0.0135742615613862,0.257687565545189,TRUE,TRUE,FALSE,0.569516121917869,6.10204624519187e-06,8.28000638667024e-08,9.58346884571757,2.47908172799277,-3.84505217192927,TRUE,FALSE
GSE140829,23412,COMMD3,265,-0.328891973862851,-0.0576006374566634,0.109771427851145,0.512683557422218,TRUE,FALSE,FALSE,0.549380265537471,6.20824612099811e-06,8.4403116461563e-08,9.8513087367873,-1.60270647818305,-5.60017742239406,TRUE,FALSE
GSE140829,80017,C14orf159,266,0.208848200996031,0.0325555352445339,0.20056518171776,0.622850730404396,TRUE,FALSE,FALSE,0.532861364739094,6.30182429400215e-06,8.60042300966319e-08,10.7644777365194,1.28201044478895,-6.05659109439631,TRUE,FALSE
GSE140829,6625,SNRNP70,267,0.214818774120718,0.0113942913931302,0.565251696096518,0.859854094347344,TRUE,FALSE,FALSE,0.500220546072074,7.0028445189338e-06,9.61196236354882e-08,11.2099095352468,0.5755266071916,-6.70581982313988,TRUE,FALSE
GSE140829,6136,RPL12,268,-0.257195024354915,-0.0851207715804208,0.000400380102185037,0.0662859230467794,TRUE,TRUE,FALSE,0.594636319527149,7.20120693366362e-06,9.94060452979504e-08,13.0733651511881,-3.56932777850453,-0.649308821350891,TRUE,FALSE
GSE140829,114785,MBD6,269,0.285615920011688,0.0883140619119314,0.00513743990402546,0.182045831580959,TRUE,TRUE,FALSE,0.570508579242204,7.94488841873794e-06,1.10957985695322e-07,10.37607692449,2.81346704764041,-2.98237612052123,TRUE,FALSE
GSE140829,4068,SH2D1A,270,-0.223526299008981,-0.0584208254902988,0.146470449716427,0.557305021685275,TRUE,FALSE,FALSE,0.554673371267258,7.94488841873794e-06,1.11123119681737e-07,9.18913356180267,-1.45487657546528,-5.82304648561556,TRUE,FALSE
GSE140829,6418,SET,271,-0.218243021709242,-0.0156990513334612,0.573618950140431,0.863100814672478,TRUE,FALSE,FALSE,0.513784129504654,8.37658213001881e-06,1.18035445702473e-07,10.6070462777411,-0.563182892766494,-6.71278491672864,TRUE,FALSE
GSE140829,11222,MRPL3,272,-0.35913716896785,-0.0269067001636482,0.485673437626537,0.823301193753574,TRUE,FALSE,FALSE,0.527700586652552,8.53452460525665e-06,1.21151854946496e-07,8.91585924396391,-0.697840547902758,-6.62865724509035,TRUE,FALSE
GSE140829,53917,RAB24,273,0.241141405437041,0.102417108379836,6.20047512383787e-05,0.033134856586466,TRUE,TRUE,TRUE,0.603744872303824,9.48962300698441e-06,1.37762895070125e-07,11.6055262871907,4.04715240303162,1.09284653985474,TRUE,TRUE
GSE140829,51699,VPS29,274,-0.329614271854177,-0.0285026478822782,0.480565011919705,0.820285377488823,TRUE,FALSE,FALSE,0.52443650478585,9.71943512520154e-06,1.42030261210607e-07,9.86581852197364,-0.706040343105585,-6.62295532997746,TRUE,FALSE
GSE140829,1609,DGKQ,275,0.215765044456504,0.0458312975686035,0.125040781309561,0.534215396778837,TRUE,FALSE,FALSE,0.539279255436461,1.00511172455849e-05,1.48450820964487e-07,8.90457182618367,1.5371051322846,-5.70170740300814,TRUE,FALSE
GSE140829,126014,OSCAR,276,0.277341788405252,0.0947393221236468,0.0157946080418859,0.274439292587815,TRUE,TRUE,FALSE,0.565612456442151,1.01514969387774e-05,1.50198287257627e-07,10.1425957076897,2.42373722966958,-3.97764909021246,TRUE,FALSE
GSE140829,55847,CISD1,277,-0.222426159792895,-0.0132549951892348,0.613456615516384,0.881844578004055,TRUE,FALSE,FALSE,0.517401085086675,1.02183461753025e-05,1.51454011470483e-07,8.95654560689039,-0.505533328358204,-6.74331775282135,TRUE,FALSE
GSE140829,26156,RSL1D1,278,-0.230458316605828,-0.073756779880397,0.00363329245497653,0.161348462438083,TRUE,TRUE,FALSE,0.577742490406246,1.03753533375623e-05,1.54210719429472e-07,9.79359523189695,-2.9252651958676,-2.67054792465325,TRUE,FALSE
GSE140829,64431,ACTR6,279,-0.233571452187077,-0.0223322550117574,0.522657305067885,0.842749467548531,TRUE,FALSE,FALSE,0.519584491200212,1.17430927966047e-05,1.76811349711416e-07,7.82694039441007,-0.639805442595668,-6.66711352073582,TRUE,FALSE
GSE140829,55900,ZNF302,280,-0.240421272311262,-0.0460470983141726,0.23447199921971,0.656710555628155,TRUE,FALSE,FALSE,0.539985002867099,1.21384648598559e-05,1.83397817281367e-07,8.24281879405071,-1.19067441712137,-6.16817135903424,TRUE,FALSE
GSE140829,4697,NDUFA4,281,-0.572115077397804,-0.0501044987239553,0.451939126790124,0.805391681647513,TRUE,FALSE,FALSE,0.522914736888536,1.24229437238139e-05,1.88020128380879e-07,9.8110573355719,-0.752906673360755,-6.58909079310873,TRUE,FALSE
GSE140829,59286,UBL5,282,-0.265220459736284,-0.0285350185200713,0.449155821661878,0.80446494744661,TRUE,FALSE,FALSE,0.520885713025451,1.24907932848138e-05,1.8937296849008e-07,10.3828394481713,-0.757551368052175,-6.58561647073649,TRUE,FALSE
GSE140829,3329,HSPD1,283,-0.278574729987995,-0.0396473145205938,0.233081446968332,0.655674729042127,TRUE,FALSE,FALSE,0.538022142825636,1.26658162254387e-05,1.92687512641061e-07,10.0464342737016,-1.19422664412617,-6.16398473679279,TRUE,FALSE
GSE140829,54849,DEF8,284,0.23252743328657,0.0740807596439829,0.00583292374685577,0.187536354257601,TRUE,TRUE,FALSE,0.568016408627762,1.26761224464059e-05,1.93175082425266e-07,11.1773224708525,2.77159469355863,-3.0961600297866,TRUE,FALSE
GSE140829,29964,PRICKLE4,285,-0.235736004555624,,,,FALSE,FALSE,FALSE,,1.3000689042028e-05,1.98799743714535e-07,,,,FALSE,
GSE140829,9326,ZNHIT3,286,-0.364759951316087,-0.0808292992172324,0.103902970842256,0.506104750387085,TRUE,FALSE,FALSE,0.54964492082396,1.44621809925089e-05,2.22657658409797e-07,9.362958219293,-1.62985038694887,-5.55694198179362,TRUE,FALSE
GSE140829,10923,SUB1,287,-0.212457430688011,-0.0233053293285157,0.463241962998689,0.81036653055298,TRUE,FALSE,FALSE,0.521106259097526,1.46397249184314e-05,2.26537155592867e-07,7.87011952071469,-0.734209157225369,-6.60286135450954,TRUE,FALSE
GSE140829,55012,PPP2R3C,288,-0.248938097325816,-0.0227471690281726,0.461299243495057,0.809444203439406,TRUE,FALSE,FALSE,0.521525296634467,1.47887392479281e-05,2.31544375261125e-07,9.542376364906,-0.737404453526363,-6.60053251133455,TRUE,FALSE
GSE140829,58986,TMEM8A,289,0.231330906710467,-0.00694029038518659,0.835433052662942,0.954209345782843,FALSE,FALSE,FALSE,0.507895549380265,1.51594531045546e-05,2.38139730936325e-07,9.50194040896162,-0.207871136067873,-6.84859030078982,TRUE,FALSE
GSE140829,54499,TMCO1,290,-0.447370436701963,-0.0250207522444222,0.596726032033505,0.873949891624084,TRUE,FALSE,FALSE,0.51848176083984,1.51820874103075e-05,2.39683807818904e-07,9.70923636475704,-0.529528705699997,-6.73100876351801,TRUE,FALSE
GSE140829,334,APLP2,291,0.222735891430411,0.0204320564705174,0.435145613759831,0.796719473415974,TRUE,FALSE,FALSE,0.532574654845397,1.52295041321285e-05,2.40829797611551e-07,9.21208842891375,0.781185006516234,-6.56760804119948,TRUE,FALSE
GSE140829,85441,HELZ2,292,0.301582902138301,0.0761190167820696,0.0460860659441592,0.389829595899086,TRUE,TRUE,FALSE,0.551409289400556,1.54880578446041e-05,2.45322559148131e-07,10.0785926146101,2.00069195713598,-4.89469849830401,TRUE,FALSE
GSE140829,5464,PPA1,293,-0.30844950766569,-0.0428757800518923,0.263669279928607,0.679649840759845,TRUE,FALSE,FALSE,0.540801023333775,1.55851980197021e-05,2.4726789823023e-07,9.91829744331955,-1.1192995056011,-6.24966769045689,TRUE,FALSE
GSE140829,29080,CCDC59,294,-0.237632521349972,-0.020495295382637,0.527606178714128,0.845005006922737,TRUE,FALSE,FALSE,0.513320982753297,1.56362849632289e-05,2.48486444929972e-07,9.19312849750966,-0.632204975984522,-6.67190327205111,TRUE,FALSE
GSE140829,10808,HSPH1,295,-0.234823267530886,-0.0426313218530705,0.171643621426872,0.586784084329439,TRUE,FALSE,FALSE,0.548586299678003,1.57129241519751e-05,2.50114392064735e-07,8.82663460004727,-1.36934259333267,-5.94225752248391,TRUE,FALSE
GSE140829,121260,SLC15A4,296,0.251622435989464,0.0242515542594562,0.476145430581253,0.817480662085925,TRUE,FALSE,FALSE,0.525406907502977,1.70390995563059e-05,2.75670417120965e-07,10.5408190537859,0.713172971089067,-6.61794145921126,TRUE,FALSE
GSE140829,6170,RPL39,297,-0.587798871361716,-0.116410735548228,0.069703358223635,0.44397129770463,TRUE,FALSE,FALSE,0.543866613735609,1.70881016965004e-05,2.76909116265506e-07,12.3446558843502,-1.8186022028441,-5.23650459787718,TRUE,FALSE
GSE140829,56655,POLE4,298,-0.254041112471941,0.00186587159036755,0.954944620219017,0.987547720202215,FALSE,FALSE,FALSE,0.502359842971197,1.71021328039019e-05,2.77582761965111e-07,10.4224549269953,0.0565332432005786,-6.86843330053581,TRUE,FALSE
GSE140829,9978,RBX1,299,-0.397755788455287,-0.0933446144227202,0.0693830371545427,0.443891483242621,TRUE,FALSE,FALSE,0.552357637510476,1.8328677194724e-05,2.99882067770262e-07,9.48358967139002,-1.82070002950621,-5.2327491238735,TRUE,FALSE
GSE140829,56942,CMC2,300,-0.277249530188643,-0.032740152611969,0.376080311334826,0.765563827734152,TRUE,FALSE,FALSE,0.529332627585903,1.94447251424896e-05,3.19156936345337e-07,9.03209033597685,-0.886107458458551,-6.48100202432599,TRUE,FALSE
GSE140829,4034,LRCH4,301,0.253275747433913,-0.00712768775358652,0.812967658030657,0.948497505642026,FALSE,FALSE,FALSE,0.476997044682634,1.97403116293216e-05,3.25038793332862e-07,10.4467051803002,-0.236752078517311,-6.84222284205448,TRUE,FALSE
GSE140829,11025,LILRB3,302,0.271677513865183,0.0366375606998659,0.0664377186243976,0.438538318599606,TRUE,FALSE,FALSE,0.552269419081646,2.21892294411949e-05,3.71152238187098e-07,13.9988553514708,1.84037344070482,-5.19732307217707,TRUE,FALSE
GSE140829,51315,KRCC1,303,-0.20120255813683,-0.0212745720371417,0.310157868543444,0.718830653001455,TRUE,FALSE,FALSE,0.527656477438137,2.23577179046766e-05,3.74553908846156e-07,8.27599423239563,-1.01615169287227,-6.35859608400068,TRUE,FALSE
GSE140829,6916,TBXAS1,304,0.218255958612878,0.056367520192158,0.0465181358821443,0.390433627837482,TRUE,TRUE,FALSE,0.564862599797098,2.38910984323767e-05,4.02112585169953e-07,10.9375205689961,1.99671780328729,-4.90249990946248,TRUE,FALSE
GSE140829,9556,C14orf2,305,-0.22080179532847,-0.0167202050768055,0.617317149943566,0.883639936633147,TRUE,FALSE,FALSE,0.522782409245291,2.40409857050284e-05,4.05890030560862e-07,8.47943128106821,-0.500038123907798,-6.7460564341556,TRUE,FALSE
GSE140829,25994,HIGD1A,306,-0.207479454182088,-0.0719540448937802,0.0704461955153705,0.444219016783409,TRUE,FALSE,FALSE,0.550879978827577,2.40409857050284e-05,4.05284690735995e-07,9.07815160162138,-1.8137676566621,-5.24514305581362,TRUE,FALSE
GSE140829,80315,CPEB4,307,0.223889316659574,0.0211402122591867,0.349776541353955,0.74827747445814,TRUE,FALSE,FALSE,0.528274006439945,2.4496467334969e-05,4.142192691681e-07,7.86746723742315,0.936095212961058,-6.43592183995915,TRUE,FALSE
