dataset_accession,gene_id,gene_symbol,s3_rank,s3_logFC,validation_logFC,validation_P.Value,validation_adj.P.Val,direction_concordant,nominal_concordant,fdr_concordant,auc_oriented,s3_adj.P.Val,s3_P.Value,validation_AveExpr,validation_t,validation_B,mapped,auc_ge_060
GSE140829,6633,SNRPD2,96,-0.579685442023776,-0.0858238506157309,0.032510596262551,0.349950787505789,TRUE,TRUE,FALSE,0.547924661461779,6.91984687257659e-10,2.25713913436687e-12,11.8243194982362,-2.14538092841118,-4.6003274030104,TRUE,FALSE
GSE140829,51241,COX16,97,-0.441864942355608,-0.0382595942156967,0.319683595875534,0.726995966893622,TRUE,FALSE,FALSE,0.526730183935424,7.07076446129559e-10,2.32481687313617e-12,8.53848831606707,-0.99632032967769,-6.37833908026197,TRUE,FALSE
GSE140829,8813,DPM1,98,-0.451360508564944,-0.0499615027659636,0.225488778635962,0.649025064792446,TRUE,FALSE,FALSE,0.53972034758061,8.05080996007368e-10,2.68906548428952e-12,9.13182535000266,-1.21389372672092,-6.14058122770763,TRUE,FALSE
GSE140829,6154,RPL26,99,-0.979339958887419,-0.177726053243695,0.0496003721587554,0.397094107563445,TRUE,TRUE,FALSE,0.55379118697896,8.4917966417624e-10,2.85851930167358e-12,9.92525899906797,-1.96923775526541,-4.95602797101902,TRUE,FALSE
GSE140829,4724,NDUFS4,100,-0.518378322058207,-0.0381100725759384,0.374203516216216,0.764730135984592,TRUE,FALSE,FALSE,0.540911296369812,9.32346271922258e-10,3.16280505583982e-12,8.68994974746085,-0.889600224262088,-6.4779322124003,TRUE,FALSE
GSE140829,4666,NACA,101,-0.216967954277669,-0.0161005215371643,0.452715894656784,0.805960610455341,TRUE,FALSE,FALSE,0.51415905782718,1.00074276797656e-09,3.42094104182792e-12,13.489727518817,-0.751613327953816,-6.59005444808327,TRUE,FALSE
GSE140829,3945,LDHB,102,-0.497360243768656,-0.12517826238135,0.00326664563245956,0.153253555515235,TRUE,TRUE,FALSE,0.577036742975608,1.02844048229882e-09,3.54245977932896e-12,10.2540752038805,-2.95891314891852,-2.57441596922337,TRUE,FALSE
GSE140829,10312,TCIRG1,103,0.34796906412022,0.0719085908252129,0.0120308026361548,0.249370783908698,TRUE,TRUE,FALSE,0.568281063914252,1.118354686732e-09,3.94533481582083e-12,11.0733761703389,2.52250200419345,-3.73899135459665,TRUE,FALSE
GSE140829,10307,APBB3,104,0.242866537287489,0.0437003808772744,0.0376993122315284,0.366814435387376,TRUE,TRUE,FALSE,0.544285651272551,1.118354686732e-09,3.94418313213707e-12,9.74708671351957,2.08488625507569,-4.72585090783951,TRUE,FALSE
GSE140829,51318,MRPL35,105,-0.327319735114037,-0.0137982677854813,0.609866124556481,0.880309469051852,TRUE,FALSE,FALSE,0.520665166953377,1.11882981129596e-09,3.99978300056225e-12,8.34847161814304,-0.510657903930283,-6.74073684614137,TRUE,FALSE
GSE140829,915,CD3D,106,-0.576618970424699,-0.0798535563487918,0.108059724727229,0.510619092086821,TRUE,FALSE,FALSE,0.550130122182524,1.17793193007785e-09,4.24180904834673e-12,10.9312125164161,-1.61050213181015,-5.58783369814506,TRUE,FALSE
GSE140829,4116,MAGOH,107,-0.250321213613008,-0.0220467125630011,0.258671135095471,0.677444721395549,TRUE,FALSE,FALSE,0.535243262317498,1.24920068040136e-09,4.53104990803688e-12,8.12603172240018,-1.13111106757845,-6.23652668936226,TRUE,FALSE
GSE140829,54148,MRPL39,108,-0.218898291922166,-0.0298958467082186,0.12064777028679,0.528292496185952,TRUE,FALSE,FALSE,0.534250804993163,1.25648800955746e-09,4.62305749563181e-12,8.43702054749572,-1.5553011805335,-5.67396580736427,TRUE,FALSE
GSE140829,4709,NDUFB3,109,-0.748679877514456,0.011514304722865,0.803704379560815,0.945113785659341,FALSE,FALSE,FALSE,0.485907105994442,1.31378187576535e-09,4.93670972575048e-12,9.86165851296193,0.248717203912559,-6.83934258234764,TRUE,FALSE
GSE140829,1933,EEF1B2,110,-0.658471254216218,-0.139461462519904,0.0427120150812197,0.382327539251657,TRUE,TRUE,FALSE,0.579573022804464,1.5950384119113e-09,6.07681248731929e-12,11.1239954480666,-2.03286023860193,-4.83099137666568,TRUE,FALSE
GSE140829,10671,DCTN6,111,-0.23917352626489,-0.0135594604064794,0.523629618065692,0.842749467548531,TRUE,FALSE,FALSE,0.525958272683164,1.84793938128097e-09,7.12069387830563e-12,8.07625035006636,-0.638309256291633,-6.66806092075407,TRUE,FALSE
GSE140829,515,ATP5F1,112,-0.407173646215678,-0.0312401378396841,0.253615136894444,0.672284064588207,TRUE,FALSE,FALSE,0.525451016717392,2.03754301392556e-09,7.92218331702176e-12,11.0394612640942,-1.14322199691932,-6.22291030054123,TRUE,FALSE
GSE140829,146225,CMTM2,113,-0.577760068534941,0.0435700416397554,0.304491113922717,0.714715123338931,FALSE,FALSE,FALSE,0.467888491905959,2.39210348203211e-09,9.48801548115654e-12,11.5579258942282,1.02814105771063,-6.34647237703698,TRUE,FALSE
GSE140829,51121,RPL26L1,114,-0.336818251623393,0.000200470021001381,0.994553113762274,0.998548612753467,FALSE,FALSE,FALSE,0.507035419699175,2.39399288569536e-09,9.55798005092089e-12,8.11267026337388,0.0068308867661344,-6.86999513360135,TRUE,FALSE
GSE140829,129531,MITD1,115,-0.236893212386584,-0.0270387772790568,0.28903607047214,0.700442573690783,TRUE,FALSE,FALSE,0.529376736800318,2.68113129583681e-09,1.07743390104605e-11,8.77203580552421,-1.06161693581602,-6.31187257714896,TRUE,FALSE
GSE140829,388962,BOLA3,116,-0.236319747663783,-0.0113815808031187,0.634188747546906,0.890110277663714,TRUE,FALSE,FALSE,0.515151515151515,2.88146808194821e-09,1.16545992563533e-11,8.84876088162088,-0.47619638114112,-6.75759235603699,TRUE,FALSE
GSE140829,84707,BEX2,117,-0.283036631532104,-0.0747969259831495,0.00452813702942047,0.175592768325775,TRUE,TRUE,FALSE,0.585748312822549,3.02960337392624e-09,1.23328147365089e-11,8.08344697415604,-2.85461515063714,-2.86896241123856,TRUE,FALSE
GSE140829,552900,BOLA2,118,0.267370998877233,-0.0424150524470953,0.195789632271241,0.61750330118308,FALSE,FALSE,FALSE,0.468285474835693,4.009053789582e-09,1.67383906459245e-11,10.4423983276505,-1.29575801503633,-6.03908832811213,TRUE,FALSE
GSE140829,6128,RPL6,119,-0.497396043678297,-0.0438390989394584,0.0944585909264351,0.490977181052022,TRUE,FALSE,FALSE,0.550063958360902,4.21842544183896e-09,1.78245583698196e-11,13.3972390237189,-1.67622345559591,-5.48142037618056,TRUE,FALSE
GSE140829,746,TMEM258,120,-0.244875060483421,-0.0177252123526588,0.345249162978199,0.744241551224081,TRUE,FALSE,FALSE,0.508226368488377,4.21842544183896e-09,1.78327050148195e-11,12.0499706821162,-0.944936510592445,-6.42769221903325,TRUE,FALSE
GSE140829,10988,METAP2,121,-0.381771403299288,0.00144815411405952,0.964643853831579,0.991222564227781,FALSE,FALSE,FALSE,0.505116668872127,4.73238643893815e-09,2.04993515177635e-11,8.96783047239009,0.0443540255201304,-6.86904265343872,TRUE,FALSE
GSE140829,219927,MRPL21,122,-0.246162439101468,0.00496750162538008,0.850777174691635,0.959200247241998,FALSE,FALSE,FALSE,0.492523488156676,4.99885956583643e-09,2.17840808802955e-11,8.98306121978089,0.188246001490772,-6.85244517293798,TRUE,FALSE
GSE140829,10569,SLU7,123,-0.354706624030061,-0.00810214610059895,0.788332052869098,0.940104481432582,TRUE,FALSE,FALSE,0.511071412818138,5.07223109590613e-09,2.22361782817241e-11,8.50709804720031,-0.268653162566041,-6.83422832398389,TRUE,FALSE
GSE140829,6637,SNRPG,124,-0.771155343507208,-0.05973943710791,0.321380248209618,0.728471009233966,TRUE,FALSE,FALSE,0.527700586652552,5.4244384375188e-09,2.40900953727043e-11,9.93233739819649,-0.992829079884652,-6.38177469177394,TRUE,FALSE
GSE140829,79716,NPEPL1,125,0.229253946924429,0.0142489937812071,0.503877429908555,0.832844948425315,TRUE,FALSE,FALSE,0.514313440077632,5.71122512946767e-09,2.56335974706028e-11,9.90558718524388,0.668992897885089,-6.64818897980694,TRUE,FALSE
GSE140829,9168,TMSB10,126,-0.21005140085297,-0.0272530201594713,0.254317001792765,0.673123343761728,TRUE,FALSE,FALSE,0.526774293149839,5.72004508516014e-09,2.58224466294218e-11,13.8420579442205,-1.14153077018033,-6.2248204123599,TRUE,FALSE
GSE140829,55781,RIOK2,127,-0.241356510724644,-0.0379675413336887,0.0566451865377848,0.414836603605902,TRUE,FALSE,FALSE,0.548189316748269,6.9876851113265e-09,3.17792341164562e-11,8.08828936129108,-1.91145143627232,-5.06621417603739,TRUE,FALSE
GSE140829,9605,VPS9D1,128,0.273712394277668,0.0675606822608669,0.00796958267674833,0.210724893095766,TRUE,TRUE,FALSE,0.57088350756473,7.10051095179426e-09,3.2610248095501e-11,8.90278531604988,2.66645603210449,-3.37461545236534,TRUE,FALSE
GSE140829,6135,RPL11,129,-0.464055249209586,-0.0614762306046996,0.0463489422942452,0.389989758135841,TRUE,TRUE,FALSE,0.555731992413215,8.10558283791707e-09,3.80722538183047e-11,13.1856824369771,-1.99827030520548,-4.89945410088513,TRUE,FALSE
GSE140829,51668,HSPB11,130,-0.312209602181305,-0.0312510348273639,0.233531296730902,0.65591441335856,TRUE,FALSE,FALSE,0.526553747077765,8.1298452330102e-09,3.83983609199637e-11,7.91036170156394,-1.19307583719103,-6.16534242347214,TRUE,FALSE
GSE140829,3646,EIF3E,131,-0.572893727908792,-0.108337960236754,0.00531414132350882,0.183058029767829,TRUE,TRUE,FALSE,0.580455207092762,9.79378910975135e-09,4.70240905013895e-11,11.9617218645199,-2.80236311523044,-3.01270986025705,TRUE,FALSE
GSE140829,84265,POLR3GL,132,-0.326277050119107,-0.035226976047856,0.244019720578801,0.66499007225535,TRUE,FALSE,FALSE,0.534736006351727,1.16532406067905e-08,5.68643597273059e-11,9.84413415207447,-1.16667922271209,-6.19612745261802,TRUE,FALSE
GSE140829,5689,PSMB1,133,-0.354941265628633,-0.0225929859987751,0.382735965768372,0.769482783062312,TRUE,FALSE,FALSE,0.52642141943452,1.22093094441736e-08,5.99616746054856e-11,11.5942581280164,-0.873807290255544,-6.49171693176956,TRUE,FALSE
GSE140829,4026,LPP,134,0.232241064720384,0.0637661855718236,0.0227298923697406,0.313906223293997,TRUE,TRUE,FALSE,0.551850381544705,1.22093094441736e-08,6.02150066528056e-11,10.5710806613907,2.28659315633368,-4.29367813169783,TRUE,FALSE
GSE140829,6144,RPL21,135,-0.704005716418618,-0.173776407194343,0.0121968753627208,0.250252267678892,TRUE,TRUE,FALSE,0.547505623924838,1.32215380956458e-08,6.58972333455546e-11,11.1716694858976,-2.51759972411387,-3.75105533286538,TRUE,FALSE
GSE140829,84661,DPY30,136,-0.468037088868965,-0.0139020866340895,0.712563227582955,0.919278318816032,TRUE,FALSE,FALSE,0.512946054430771,1.3815639142846e-08,6.92187963944062e-11,9.19579418010404,-0.36867166268679,-6.80262407768102,TRUE,FALSE
GSE140829,51399,TRAPPC4,137,-0.205571828719367,-0.0377670596781113,0.0626768103866934,0.430227349745478,TRUE,FALSE,FALSE,0.546932204137444,1.65215607486647e-08,8.53626905755337e-11,9.70045942153103,-1.86657142767834,-5.14956699131721,TRUE,FALSE
GSE140829,6139,RPL17,138,-0.473174747766547,-0.143097957426931,0.113234465313973,0.517875264557302,TRUE,FALSE,FALSE,0.548939173393322,1.66366410180235e-08,8.63914086578641e-11,11.415197855423,-1.58722488185699,-5.62451579426422,TRUE,FALSE
GSE140829,55262,C7orf43,139,0.256458741965612,0.0415427049603299,0.0496893704198076,0.397094107563445,TRUE,TRUE,FALSE,0.547263023245556,1.69184539359797e-08,8.82962994414679e-11,8.87171588502183,1.96846589961932,-4.95752095393643,TRUE,FALSE
GSE140829,9482,STX8,140,-0.204448751730035,-0.0424573135663705,0.086586742589808,0.47851328588714,TRUE,FALSE,FALSE,0.533545057562525,1.71884354629198e-08,9.01538418675143e-11,8.76446882437072,-1.71781772825023,-5.41190409398255,TRUE,FALSE
GSE140829,6253,RTN2,141,-0.308649551913342,0.0348680643910661,0.0170324883787171,0.284236317025627,FALSE,FALSE,FALSE,0.420316704159499,1.80557374484346e-08,9.61163415135083e-11,7.63815598252024,2.39580506866982,-4.04346610504363,TRUE,FALSE
GSE140829,219402,MTIF3,142,-0.238968812073668,-0.0408820843011969,0.0823533490151582,0.469141872922225,TRUE,FALSE,FALSE,0.548387808213136,1.83202523517082e-08,9.80024980977032e-11,8.66799772542952,-1.74146842943265,-5.37162797567177,TRUE,FALSE
GSE140829,1349,COX7B,143,-0.388972218952745,-0.0503814658181997,0.236625484315232,0.659618243300275,TRUE,FALSE,FALSE,0.526553747077765,1.88756346664576e-08,1.01466017986803e-10,7.95996634072997,-1.18520267920356,-6.17459606767612,TRUE,FALSE
GSE140829,326624,RAB37,144,0.30128502336663,0.0465079654729988,0.0640262462804369,0.433166544835226,TRUE,FALSE,FALSE,0.536544484142737,2.01243181663863e-08,1.08703456511716e-10,10.3468085178289,1.85702522788775,-5.16704552596159,TRUE,FALSE
GSE140829,51260,PBDC1,145,-0.22112216387971,-0.014229169766045,0.52259214988847,0.842749467548531,TRUE,FALSE,FALSE,0.510718539102819,2.12267067097355e-08,1.15212019091514e-10,8.49234611142842,-0.639905754045729,-6.66704992334934,TRUE,FALSE
GSE140829,7318,UBA7,146,0.257662879191967,-0.00835230640502848,0.717720504811002,0.921326297608277,FALSE,FALSE,FALSE,0.477416082219576,2.23264858352074e-08,1.2234648571039e-10,10.1150500634539,-0.361756918391067,-6.80512803352074,TRUE,FALSE
GSE140829,38,ACAT1,147,-0.293764637958466,-0.0341365992339075,0.194865227376248,0.616404905038402,TRUE,FALSE,FALSE,0.533434784526488,2.32149518497258e-08,1.27820960291533e-10,8.59011994028615,-1.29844753340727,-6.03564250425068,TRUE,FALSE
GSE140829,84233,TMEM126A,148,-0.329095977897519,-0.00498687119528949,0.862049896976472,0.961817307053064,TRUE,FALSE,FALSE,0.507564730272154,2.40457751191598e-08,1.33650386211081e-10,8.15110939189763,-0.173874780964353,-6.85502581498618,TRUE,FALSE
GSE140829,7266,DNAJC7,149,-0.20164588619986,-0.0119142124520333,0.488068690265495,0.824553962937173,TRUE,FALSE,FALSE,0.52650963786335,2.50267754971132e-08,1.39756013683582e-10,8.85782924891519,-0.694011957314905,-6.63129678751458,TRUE,FALSE
GSE140829,84365,NIFK,150,-0.261530988199056,-0.0716715366716834,0.00700403784195951,0.201043252320776,TRUE,TRUE,FALSE,0.57805125490715,2.63123677963429e-08,1.47621707536499e-10,8.6125896830562,-2.71035149481441,-3.25962254766367,TRUE,FALSE
GSE140829,79921,TCEAL4,151,-0.217296165161465,-0.00580983101142356,0.781731348707222,0.938929846896659,TRUE,FALSE,FALSE,0.50423448458383,2.98295326795636e-08,1.68132640749067e-10,8.68991219905322,-0.277245924208953,-6.83190247735339,TRUE,FALSE
GSE140829,6129,RPL7,152,-0.338985657072579,-0.105561974549426,0.048595898280098,0.393567692909791,TRUE,TRUE,FALSE,0.561620572537603,3.28063748781441e-08,1.87479674816386e-10,8.43450967267861,-1.97803111836847,-4.93897863866821,TRUE,FALSE
GSE140829,58515,SELK,153,-0.305185528115098,,,,FALSE,FALSE,FALSE,,3.29652471001195e-08,1.89247804447218e-10,,,,FALSE,
GSE140829,23053,ZSWIM8,154,0.234769081839248,0.0442559498162131,0.0491619953582134,0.395746636350331,TRUE,TRUE,FALSE,0.55690088659521,3.66751196138053e-08,2.14373644212003e-10,9.85383431120294,1.97305677219955,-4.94863248436529,TRUE,FALSE
GSE140829,1163,CKS1B,155,-0.226652117623215,-0.0517522713618662,0.0185593512987484,0.292192261840232,TRUE,TRUE,FALSE,0.557187596488907,3.7142387626547e-08,2.18074140597387e-10,8.1578664725971,-2.36371639846825,-4.11816168748287,TRUE,FALSE
GSE140829,9535,GMFG,156,-0.51697425503712,-0.00323698242109751,0.922724321215989,0.979528537655062,TRUE,FALSE,FALSE,0.50094834810992,3.72551891782427e-08,2.20680756313896e-10,11.5267034796533,-0.0970624792723426,-6.86534615810551,TRUE,FALSE
GSE140829,127018,LYPLAL1,157,-0.210334202200438,-0.0236729215553854,0.358840610093894,0.754244652775712,TRUE,FALSE,FALSE,0.534184641171541,3.72551891782427e-08,2.19789611372721e-10,8.79982376840484,-0.918610744283826,-6.4519698605528,TRUE,FALSE
GSE140829,4190,MDH1,158,-0.385872523629812,-0.0544278164336503,0.0498856143257968,0.397369164851174,TRUE,TRUE,FALSE,0.548652463499625,3.91699820538771e-08,2.35089397014554e-10,10.2216011083048,-1.96676803747898,-4.96080306951711,TRUE,FALSE
GSE140829,5204,PFDN5,159,-0.642823154770431,-0.169375366615096,0.00459109133421994,0.175592768325775,TRUE,TRUE,FALSE,0.57935247673239,3.9358046632858e-08,2.39299224086841e-10,11.3466911066895,-2.8501379734043,-2.88137926119777,TRUE,FALSE
GSE140829,128308,MRPL55,160,-0.247663628713359,0.0111034784753559,0.447058813657938,0.803353184670665,FALSE,FALSE,FALSE,0.477857174363725,3.95463680798727e-08,2.41476178975268e-10,8.35251355246435,0.761061623746822,-6.58297659475934,TRUE,FALSE
GSE140829,84817,TXNDC17,161,-0.440117386385872,-0.00824965925514642,0.828706320956328,0.952481660571844,TRUE,FALSE,FALSE,0.503374354902739,4.33024133420067e-08,2.66671090984646e-10,9.43176492901105,-0.21649954445694,-6.84677460272039,TRUE,FALSE
GSE140829,10436,EMG1,162,-0.243447527197867,-0.045597270420637,0.0639997208220325,0.433166544835226,TRUE,FALSE,FALSE,0.536301883463456,4.57051146321919e-08,2.85045728226446e-10,8.56064582184665,-1.85721126016401,-5.16670575342983,TRUE,FALSE
GSE140829,23478,SEC11A,163,-0.352719609541058,0.00521521581530617,0.867684014615286,0.963407922285774,FALSE,FALSE,FALSE,0.49386881919633,4.69252125853143e-08,2.96328517448099e-10,10.1106522241895,0.16670568514531,-6.85623660516022,TRUE,FALSE
GSE140829,56945,MRPS22,164,-0.310232284621311,-0.0347275281011741,0.190454985177554,0.612821726589281,TRUE,FALSE,FALSE,0.541484716157205,4.92637852188211e-08,3.14952961187077e-10,9.01090714415609,-1.31140998268655,-6.01893559020012,TRUE,FALSE
GSE140829,6152,RPL24,165,-0.434898466380868,-0.105768908088165,0.00868838345780993,0.219433153775683,TRUE,TRUE,FALSE,0.560936879714172,5.08521326933957e-08,3.27761514933165e-10,12.431587673355,-2.63678393385185,-3.45132049774686,TRUE,FALSE
GSE140829,25847,ANAPC13,166,-0.30493578581413,-0.00306560087691108,0.896367420107226,0.973189491433434,TRUE,FALSE,FALSE,0.50396982929734,5.13025596663051e-08,3.32003413111102e-10,10.5164260336234,-0.130332530305605,-6.8615943888043,TRUE,FALSE
GSE140829,6727,SRP14,167,-0.452371969173358,-0.0564405676257873,0.098276849520408,0.497252135797717,TRUE,FALSE,FALSE,0.541264170085131,5.52245727635019e-08,3.60773779856011e-10,11.0989684914291,-1.65704676306155,-5.5129043403419,TRUE,FALSE
GSE140829,10482,NXF1,168,0.200785026008001,-0.00352536601775813,0.839305724446437,0.955832783639064,FALSE,FALSE,FALSE,0.492876361871995,5.74303282786542e-08,3.77653638281427e-10,10.4625973578461,-0.202910711067171,-6.84960071805122,TRUE,FALSE
GSE140829,2079,ERH,169,-0.37040772959244,-0.0950414561289075,0.0190024040776809,0.293456319443357,TRUE,TRUE,FALSE,0.55897401967271,5.750728131628e-08,3.79660304081698e-10,9.23573790185071,-2.35483988182032,-4.13865134171842,TRUE,FALSE
GSE140829,9349,RPL23,170,-0.636742428565442,-0.185935126695447,0.0227358046594461,0.313906223293997,TRUE,TRUE,FALSE,0.568545719200741,5.76009886756917e-08,3.81782034435199e-10,9.09007380485821,-2.28649293719624,-4.29390252035683,TRUE,FALSE
GSE140829,1337,COX6A1,171,-0.230107977785222,-0.0074464736827795,0.758108690576484,0.933014133988421,TRUE,FALSE,FALSE,0.501477658682899,5.87471062748666e-08,3.93977514551451e-10,9.95172278018683,-0.308171541154431,-6.82292596236914,TRUE,FALSE
GSE140829,80305,TRABD,172,0.206431140771901,0.0114396992777642,0.557385151817291,0.856538056143027,TRUE,FALSE,FALSE,0.510939085174893,5.87471062748666e-08,3.92108951541427e-10,11.622120852399,0.587212281324526,-6.69908712262294,TRUE,FALSE
GSE140829,5108,PCM1,173,-0.220355122366674,-0.0247632500300266,0.309877518735089,0.718701855798327,TRUE,FALSE,FALSE,0.524590887036302,5.90893848653414e-08,3.97814866010597e-10,9.31766840764707,-1.01674140387559,-6.35800307345867,TRUE,FALSE
GSE140829,64776,C11orf1,174,-0.263618281138054,-0.0159005605602248,0.51737147468667,0.840976471188398,TRUE,FALSE,FALSE,0.522231044065105,6.6739732728891e-08,4.58028018049641e-10,8.27789905409161,-0.6479645064904,-6.66190817178919,TRUE,FALSE
GSE140829,55854,ZC3H15,175,-0.233406392093245,-0.0475894229715325,0.0714737617181384,0.446487114280617,TRUE,FALSE,FALSE,0.552247364474439,6.92181321415396e-08,4.76843246317167e-10,8.0385907637825,-1.80714875174917,-5.25693314776086,TRUE,FALSE
GSE140829,10987,COPS5,176,-0.354521804698083,-0.0182047747622213,0.551449836625424,0.85375723487737,TRUE,FALSE,FALSE,0.523818975784041,7.25264000869233e-08,5.01526434503279e-10,9.42584567554244,-0.596082514284031,-6.69388634365291,TRUE,FALSE
GSE140829,834,CASP1,177,-0.374293635541806,0.0252385872788526,0.440755754531613,0.798490417353956,FALSE,FALSE,FALSE,0.48385602752415,7.97578127463328e-08,5.61938558569747e-10,10.6923293999726,0.771669582523722,-6.57492496277704,TRUE,FALSE
GSE140829,388789,LINC00493,178,-0.207715563383068,,,,FALSE,FALSE,FALSE,,7.98356932457199e-08,5.64570556588646e-10,,,,FALSE,
GSE140829,51639,SF3B6,179,-0.491120876009448,-0.0547923813831602,0.192923008561361,0.614564844030185,TRUE,FALSE,FALSE,0.538727890256275,8.07035952514944e-08,5.72813994791672e-10,9.66061870127056,-1.30412909585058,-6.02833996574821,TRUE,FALSE
GSE140829,5356,PLRG1,180,-0.228116716937464,-0.0474366388800912,0.0340644110980171,0.357177943809585,TRUE,TRUE,FALSE,0.55473953508888,9.14920031764021e-08,6.61324692862152e-10,9.00491879142338,-2.12644532441522,-4.6399953721071,TRUE,FALSE
GSE140829,51138,COPS4,181,-0.224669592286265,-0.0375381931922358,0.126376354804511,0.535442122466788,TRUE,FALSE,FALSE,0.539588019937365,9.19933276882847e-08,6.67348914392337e-10,8.51260920007061,-1.531672461008,-5.70992747382419,TRUE,FALSE
GSE140829,4637,MYL6,182,-0.424170635051685,-0.00895676550987854,0.704039063437399,0.917441886798041,TRUE,FALSE,FALSE,0.500683692823431,9.62453526156317e-08,7.03217439913806e-10,13.4013783058315,-0.380139672550886,-6.79836685923566,TRUE,FALSE
GSE140829,338758,LINC00936,183,0.286354145138061,,,,FALSE,FALSE,FALSE,,1.12955517648399e-07,8.37100543086092e-10,,,,FALSE,
GSE140829,6643,SNX2,184,-0.304170731776603,-0.0396920057722243,0.230641802417708,0.653188726614405,TRUE,FALSE,FALSE,0.532309999558908,1.17846905619253e-07,8.76425241414517e-10,9.41513046457258,-1.20049545769188,-6.15656615962979,TRUE,FALSE
GSE140829,55505,NOP10,185,-0.315732662761055,0.082528556020792,0.00447186707826063,0.175592768325775,FALSE,FALSE,FALSE,0.415332362930616,1.22655681730437e-07,9.1538867947667e-10,12.2731589032915,2.85866511129897,-2.85771426349369,TRUE,FALSE
GSE140829,338692,ANKRD13D,186,0.377742872464389,0.00186371061820134,0.70792696121096,0.917595303094747,TRUE,FALSE,FALSE,0.510652375281196,1.42265805107373e-07,1.07287765972629e-09,7.31610987326907,0.374902953732718,-6.80032702910087,TRUE,FALSE
GSE140829,3015,H2AFZ,187,-0.304658634541066,-0.00312200400154021,0.895387607098519,0.973086789786712,TRUE,FALSE,FALSE,0.500264655286489,1.71844584254828e-07,1.34967324224014e-09,11.7067664876307,-0.131571901494655,-6.86143341999204,TRUE,FALSE
GSE140829,1120,CHKB,188,0.219329616943292,0.0270502947383332,0.206023138410724,0.626454228789104,TRUE,FALSE,FALSE,0.535044770852631,1.7967186203433e-07,1.41592041997724e-09,9.75600368113461,1.26658891805529,-6.0760046786034,TRUE,FALSE
GSE140829,8227,AKAP17A,189,0.250936409912439,0.00922757866504532,0.644848832605768,0.8948364117447,TRUE,FALSE,FALSE,0.501786423183803,1.99106994375766e-07,1.59505890280674e-09,10.5194546674647,0.461271777932854,-6.76452724413343,TRUE,FALSE
GSE140829,10632,ATP5L,190,-0.432953489130176,-0.100995595033604,0.0085697696277063,0.217468106409747,TRUE,TRUE,FALSE,0.570618852278241,2.49196908970818e-07,2.04185140172321e-09,11.428633425492,-2.64152473012015,-3.43912076594192,TRUE,FALSE
GSE140829,2963,GTF2F2,191,-0.224120914772737,-0.0111811070048722,0.681154815929946,0.908635068615406,TRUE,FALSE,FALSE,0.522297207886728,2.52928050706975e-07,2.09222358107904e-09,8.4405175023653,-0.411181491183898,-6.78618965400926,TRUE,FALSE
GSE140829,7336,UBE2V2,192,-0.202162993513276,-0.0376629979170189,0.0665072893826567,0.438816357969679,TRUE,FALSE,FALSE,0.545057562524811,2.52928050706975e-07,2.0806884097932e-09,8.14014923931346,-1.83990050875529,-5.19817907665011,TRUE,FALSE
GSE140829,1316,KLF6,193,0.227090557020779,0.022680004279256,0.375654012715534,0.765334612117145,TRUE,FALSE,FALSE,0.512637289929866,3.25050220825591e-07,2.74819350627555e-09,12.2414472491131,0.886899861242739,-6.48030663195927,TRUE,FALSE
GSE140829,6218,RPS17,194,-0.686095229769995,-0.087858341398319,0.120803768362347,0.528404633686802,TRUE,FALSE,FALSE,0.541683207622072,3.30276576675931e-07,2.80099909763785e-09,12.4996066074257,-1.55464620004344,-5.67496998439106,TRUE,FALSE
GSE140829,4708,NDUFB2,195,-0.459038527349186,-0.0520071426311477,0.202548479815178,0.624521224070443,TRUE,FALSE,FALSE,0.538661726434652,3.37272738320836e-07,2.87793396563105e-09,10.5309921090465,-1.27637152908127,-6.06371674423248,TRUE,FALSE
GSE140829,51510,CHMP5,196,-0.3112721001853,-0.0427281417450448,0.416378669872541,0.785487978619375,TRUE,FALSE,FALSE,0.521745842706542,3.37272738320836e-07,2.87158722897485e-09,8.8783542804453,-0.813545581881413,-6.54205530196626,TRUE,FALSE
GSE140829,114932,MRFAP1L1,197,-0.335412833079201,-0.0651245655713192,0.126655096487688,0.535442122466788,TRUE,FALSE,FALSE,0.541418552335583,3.68003965025705e-07,3.18817693201122e-09,9.97824321234061,-1.53054429826784,-5.71163086791243,TRUE,FALSE
GSE140829,10199,MPHOSPH10,198,-0.22808075367195,-0.033366192804381,0.161212117026665,0.575785266055001,TRUE,FALSE,FALSE,0.542014026730184,3.81373995865682e-07,3.33171442597205e-09,8.66935036054871,-1.40354843677599,-5.89544189812269,TRUE,FALSE
GSE140829,393,ARHGAP4,199,0.21058573704896,0.0192673542369462,0.37535544550967,0.765095792557676,TRUE,FALSE,FALSE,0.499713290106303,3.81373995865682e-07,3.33386275807639e-09,10.792188455724,0.887455169127398,-6.47981893900672,TRUE,FALSE
GSE140829,6160,RPL31,200,-0.802992162260464,-0.171946883125497,0.0597677950245067,0.423187966538949,TRUE,FALSE,FALSE,0.554496934409598,4.38125371157894e-07,3.86426531630312e-09,11.0301214674173,-1.88774545699404,-5.11048424245794,TRUE,FALSE
GSE140829,23429,RYBP,201,0.312580928536209,0.00771753444504946,0.880398225825766,0.968263258685834,TRUE,FALSE,FALSE,0.499117815711702,4.55209747373497e-07,4.02682804549908e-09,9.63140933531223,0.150558495648825,-6.85877703269097,TRUE,FALSE
