gene_set,database,background,ID,Description,module,GeneRatio,gene_ratio_numeric,BgRatio,bg_ratio_numeric,pvalue,p.adjust,qvalue,Count,geneID,RichFactor,FoldEnrichment,zScore,category,subcategory,term_status
unstable_primary,KEGG,candidate_background,hsa04657,IL-17 signaling pathway,other_or_unclassified,4/127,0.031496062992126,5/279,0.017921146953405,0.134306219213211,0.873269115319925,0.873269115319925,4,3320/6279/1051/6426,0.8,1.75748031496063,1.5594933827777,Organismal Systems,Immune system,ranked_not_significant
unstable_primary,KEGG,candidate_background,hsa05110,Vibrio cholerae infection,other_or_unclassified,4/127,0.031496062992126,5/279,0.017921146953405,0.134306219213211,0.873269115319925,0.873269115319925,4,529/51382/10312/537,0.8,1.75748031496063,1.5594933827777,Human Diseases,Infectious disease: bacterial,ranked_not_significant
unstable_primary,KEGG,candidate_background,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,other_or_unclassified,4/127,0.031496062992126,5/279,0.017921146953405,0.134306219213211,0.873269115319925,0.873269115319925,4,529/51382/10312/537,0.8,1.75748031496063,1.5594933827777,Human Diseases,Infectious disease: bacterial,ranked_not_significant
unstable_primary,KEGG,candidate_background,hsa05130,Pathogenic Escherichia coli infection,other_or_unclassified,4/127,0.031496062992126,5/279,0.017921146953405,0.134306219213211,0.873269115319925,0.873269115319925,4,10094/834/837/8743,0.8,1.75748031496063,1.5594933827777,Human Diseases,Infectious disease: bacterial,ranked_not_significant
unstable_primary,KEGG,candidate_background,hsa05133,Pertussis,other_or_unclassified,4/127,0.031496062992126,5/279,0.017921146953405,0.134306219213211,0.873269115319925,0.873269115319925,4,834/3684/805/23643,0.8,1.75748031496063,1.5594933827777,Human Diseases,Infectious disease: bacterial,ranked_not_significant
unstable_primary,KEGG,candidate_background,hsa05323,Rheumatoid arthritis,other_or_unclassified,4/127,0.031496062992126,5/279,0.017921146953405,0.134306219213211,0.873269115319925,0.873269115319925,4,529/51382/10312/537,0.8,1.75748031496063,1.5594933827777,Human Diseases,Immune disease,ranked_not_significant
unstable_primary,KEGG,candidate_background,hsa04145,Phagosome,other_or_unclassified,5/127,0.0393700787401575,7/279,0.025089605734767,0.156708074264161,0.873269115319925,0.873269115319925,5,529/51382/10312/3684/537,0.714285714285714,1.56917885264342,1.39160438425529,Cellular Processes,Transport and catabolism,ranked_not_significant
unstable_primary,KEGG,candidate_background,hsa04621,NOD-like receptor signaling pathway,other_or_unclassified,5/127,0.0393700787401575,7/279,0.025089605734767,0.156708074264161,0.873269115319925,0.873269115319925,5,7295/3320/834/5330/837,0.714285714285714,1.56917885264342,1.39160438425529,Organismal Systems,Immune system,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-168249,Innate Immune System,immune_inflammatory,42/166,0.253012048192771,62/348,0.17816091954023,0.00038597993392046,0.12582945845807,0.12582945845807,42,SEM1/ATP6V1E1/ATP6V1D/PSMA3/ARPC3/TXN/HSP90AA1/PSMA4/TCIRG1/RAB37/UBA7/GMFG/SRP14/CASP1/ITGAM/HSPA8/ADAM8/S100A8/TAX1BP1/PSMC6/RAB24/OSCAR/SLC15A4/ITGAX/CALM2/CCT2/LAMTOR3/STAT6/GRN/CASP4/CLEC4A/ICAM3/S100A12/B2M/PTPN4/PPBP/ADA2/GDI2/FPR2/MMP25/LY96/ALDOA,0.67741935483871,1.4201321414691,3.48002066881495,,,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-168256,Immune System,immune_inflammatory,55/166,0.331325301204819,91/348,0.261494252873563,0.0033412551521658,0.365724227735677,0.365724227735677,55,SEM1/ATP6V1E1/ATP6V1D/PSMA3/ARPC3/TXN/HSP90AA1/PSMA4/TCIRG1/DPY30/RAB37/UBA7/GMFG/ANAPC13/SRP14/COPS5/CASP1/UBE2V2/SIPA1/ITGAM/HSPA8/ADAM8/S100A8/TAX1BP1/UBE2E1/PSMC6/RAB24/OSCAR/SLC15A4/ITGAX/CALM2/CCT2/UBE3A/FOXO3/LAMTOR3/STAT6/CSF3R/GRN/CASP4/PPM1B/CLEC4A/ICAM3/S100A12/B2M/PTPN4/PPBP/ADA2/CLEC2D/GDI2/EIF4A2/FPR2/MMP25/LY96/KIR2DL4/ALDOA,0.604395604395604,1.26704620680524,2.82698585472653,,,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-109582,Hemostasis,blood_cell_platelet_erythroid,10/166,0.0602409638554217,11/348,0.0316091954022989,0.00336556037793568,0.365724227735677,0.365724227735677,10,ITGAM/DGKQ/APLP2/ITGAX/CALM2/APBB1IP/SELPLG/PPBP/ACTN1/ALDOA,0.909090909090909,1.90580503833516,2.91138212730975,,,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-1852241,Organelle biogenesis and maintenance,other_or_unclassified,14/166,0.0843373493975904,19/348,0.0545977011494253,0.0172790216130353,0.999999999764169,0.999999999764169,14,ATP5ME/ATP5PF/ATP5MF/SSBP1/HSP90AA1/ATP5PB/PCM1/HELZ2/ATP5MJ/CALM2/ASAP1/ATP5F1C/CCT2/RAB11A,0.736842105263158,1.54470513633481,2.32875290372343,,,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-6798695,Neutrophil degranulation,immune_inflammatory,25/166,0.150602409638554,39/348,0.112068965517241,0.0222006910152231,0.999999999764169,0.999999999764169,25,ATP6V1D/HSP90AA1/TCIRG1/RAB37/GMFG/SRP14/ITGAM/HSPA8/ADAM8/S100A8/RAB24/OSCAR/SLC15A4/ITGAX/CCT2/LAMTOR3/GRN/S100A12/B2M/PPBP/ADA2/GDI2/FPR2/MMP25/ALDOA,0.641025641025641,1.34383688600556,2.17314455560212,,,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-76002,"Platelet activation, signaling and aggregation",blood_cell_platelet_erythroid,7/166,0.0421686746987952,8/348,0.0229885057471264,0.0248782555355402,0.999999999764169,0.999999999764169,7,DGKQ/APLP2/CALM2/APBB1IP/PPBP/ACTN1/ALDOA,0.875,1.83433734939759,2.27682844097401,,,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-9006931,Signaling by Nuclear Receptors,other_or_unclassified,7/166,0.0421686746987952,8/348,0.0229885057471264,0.0248782555355402,0.999999999764169,0.999999999764169,7,HSP90AA1/GTF2F2/SMC3/CALM2/RDH14/FOXO3/AKR1C3,0.875,1.83433734939759,2.27682844097401,,,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-162582,Signal Transduction,other_or_unclassified,36/166,0.216867469879518,61/348,0.175287356321839,0.0353155528219144,0.999999999764169,0.999999999764169,36,SEM1/ATP6V1E1/ATP6V1D/PSMA3/SCFD1/ARPC3/HSP90AA1/MYL12B/PSMA4/TCIRG1/DPY30/GTF2F2/ARHGAP4/FES/ATP6AP1/SMC3/S100A8/TAX1BP1/PSMC6/VPS29/DGKQ/RASAL3/CALM2/CCT2/SHKBP1/RDH14/APBB1IP/FOXO3/LAMTOR3/PLCB2/STAT6/PPBP/ACTN1/AKR1C3/DUSP1/FPR2,0.59016393442623,1.23721113964053,1.94554883555734,,,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-168898,Toll-like Receptor Cascades,immune_inflammatory,6/166,0.036144578313253,7/348,0.0201149425287356,0.0470794028148062,0.999999999764169,0.999999999764169,6,ITGAM/S100A8/SLC15A4/S100A12/PTPN4/LY96,0.857142857142857,1.79690189328744,2.03123315417751,,,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-1592230,Mitochondrial biogenesis,mitochondrial_oxphos,9/166,0.0542168674698795,12/348,0.0344827586206897,0.0502025138284191,0.999999999764169,0.999999999764169,9,ATP5ME/ATP5PF/ATP5MF/SSBP1/ATP5PB/HELZ2/ATP5MJ/CALM2/ATP5F1C,0.75,1.57228915662651,1.92406433295191,,,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-74160,Gene expression (Transcription),other_or_unclassified,29/166,0.174698795180723,49/348,0.140804597701149,0.056798179966782,0.999999999764169,0.999999999764169,29,SEM1/SSB/PSMA3/TXN/WDR33/HSP90AA1/PSMA4/SLU7/DPY30/COX7B/CASP1/GTF2F2/RYBP/THOC7/TAF1C/ARID4B/UBE2E1/PSMC6/ZNF302/HSPD1/CALM2/DICER1/FOXO3/LAMTOR3/CEBPB/DEK/PTPN4/SRSF1/SCO2,0.591836734693878,1.24071797393656,1.73362057510501,,,ranked_not_significant
unstable_primary,Reactome,candidate_background,R-HSA-194315,Signaling by Rho GTPases,other_or_unclassified,11/166,0.0662650602409639,16/348,0.0459770114942529,0.0703565700135795,0.999999999764169,0.999999999764169,11,SCFD1/ARPC3/HSP90AA1/MYL12B/ARHGAP4/ATP6AP1/S100A8/CALM2/CCT2/SHKBP1/ACTN1,0.6875,1.44126506024096,1.72335035471758,,,ranked_not_significant
