probe_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_symbol,gene_symbol_raw,gene_id,gene_title,is_annotated_gene,abs_logFC,direction,main_candidate,nominal_candidate
ILMN_1682098,-0.520799279130839,8.5648000921486,-7.43890075994564,1.67249467749537e-12,5.47806333598098e-10,17.8871891164063,PSMA4,PSMA4,5685,proteasome subunit alpha 4,TRUE,0.520799279130839,AD_down,TRUE,TRUE
ILMN_2402272,-0.245906623611272,7.98354575090361,-7.43564633001562,1.70648616184722e-12,5.54203073680585e-10,17.8675685959417,TCEAL8,TCEAL8,90843,transcription elongation factor A like 8,TRUE,0.245906623611272,AD_down,TRUE,TRUE
ILMN_1698258,-0.335615893016988,10.7627356012209,-7.42897986348567,1.7782581673195e-12,5.72658903260655e-10,17.8273942573568,DNAJC8,DNAJC8,22826,DnaJ heat shock protein family (Hsp40) member C8,TRUE,0.335615893016988,AD_down,TRUE,TRUE
ILMN_1679800,-0.26274081500909,8.25460301091968,-7.41417838540464,1.94843425783274e-12,6.22232480238885e-10,17.7382769172519,BRIX1,BRIX1,55299,"BRX1, biogenesis of ribosomes",TRUE,0.26274081500909,AD_down,TRUE,TRUE
ILMN_1770339,-0.298197488907954,8.82326164731325,-7.41107277702229,1.98612946769954e-12,6.29028541001503e-10,17.719592789714,RPAIN,RPAIN,84268,RPA interacting protein,TRUE,0.298197488907954,AD_down,TRUE,TRUE
ILMN_2394498,-0.355984818464132,9.81716587627711,-7.40381449452547,2.07705822088382e-12,6.47130285696826e-10,17.6759444197186,SYF2,SYF2,25949,SYF2 pre-mRNA splicing factor,TRUE,0.355984818464132,AD_down,TRUE,TRUE
ILMN_2319414,-0.327834655302321,12.6093063974297,-7.40003853866624,2.1259738599574e-12,6.57028792429738e-10,17.6532480488533,BTF3,BTF3,689,basic transcription factor 3,TRUE,0.327834655302321,AD_down,TRUE,TRUE
ILMN_2369785,-0.579685442023776,11.2537329966426,-7.39032164713724,2.25713913436687e-12,6.91984687257659e-10,17.5948758339339,SNRPD2,SNRPD2,6633,small nuclear ribonucleoprotein D2 polypeptide,TRUE,0.579685442023776,AD_down,TRUE,TRUE
ILMN_1706305,-0.441864942355608,8.1242745976747,-7.38552380791045,2.32481687313617e-12,7.07076446129559e-10,17.5660717295995,COX16,COX16,51241,"COX16, cytochrome c oxidase assembly homolog",TRUE,0.441864942355608,AD_down,TRUE,TRUE
ILMN_1655710,-0.455704907621994,8.01949937121285,-7.38104277894757,2.38983214646374e-12,7.21127145801443e-10,17.5391803264592,"","","","",FALSE,0.455704907621994,AD_down,TRUE,TRUE
ILMN_1658992,-0.451360508564944,8.6949789978755,-7.36185830855013,2.68906548428952e-12,8.05080996007368e-10,17.4241682858857,DPM1,DPM1,8813,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic",TRUE,0.451360508564944,AD_down,TRUE,TRUE
ILMN_1731546,-0.979339958887419,8.78688423419679,-7.35190862097157,2.85851930167358e-12,8.4917966417624e-10,17.3645942769099,RPL26,RPL26,6154,ribosomal protein L26,TRUE,0.979339958887419,AD_down,TRUE,TRUE
ILMN_1812312,-0.518378322058207,8.55730668012048,-7.3354208837216,3.16280505583982e-12,9.32346271922258e-10,17.2659865509218,NDUFS4,NDUFS4,4724,NADH:ubiquinone oxidoreductase subunit S4,TRUE,0.518378322058207,AD_down,TRUE,TRUE
ILMN_2167617,-0.216967954277669,12.9626858596386,-7.32261743485752,3.42094104182792e-12,1.00074276797656e-09,17.1895108064552,NACA,NACA,4666,nascent polypeptide-associated complex alpha subunit,TRUE,0.216967954277669,AD_down,TRUE,TRUE
ILMN_1728132,-0.497360243768656,9.11834014363454,-7.31691672486932,3.54245977932896e-12,1.02844048229882e-09,17.1554876057503,LDHB,LDHB,3945,lactate dehydrogenase B,TRUE,0.497360243768656,AD_down,TRUE,TRUE
ILMN_2373515,-0.664098198153134,10.7804697814056,-7.30379493493712,3.83858395162309e-12,1.10603168566993e-09,17.077238065813,HSP90AA1,HSP90AA1,3320,heat shock protein 90 alpha family class A member 1,TRUE,0.664098198153134,AD_down,TRUE,TRUE
ILMN_2038776,-0.695423773786219,10.429962476,-7.29833392974579,3.96890134636898e-12,1.118354686732e-09,17.044698814647,TXN,TXN,7295,thioredoxin,TRUE,0.695423773786219,AD_down,TRUE,TRUE
ILMN_1711994,0.34796906412022,10.8689737615904,7.29930826968575,3.94533481582083e-12,1.118354686732e-09,17.0505032493427,TCIRG1,TCIRG1,10312,"T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3",TRUE,0.34796906412022,AD_up,TRUE,TRUE
ILMN_1740772,0.242866537287489,9.70691372820884,7.29935603215206,3.94418313213707e-12,1.118354686732e-09,17.0507877974243,APBB3,APBB3,10307,amyloid beta precursor protein binding family B member 3,TRUE,0.242866537287489,AD_up,TRUE,TRUE
ILMN_2341952,-0.327319735114037,8.11531153618474,-7.2970657539567,3.99978300056225e-12,1.11882981129596e-09,17.0371446559582,MRPL35,MRPL35,51318,mitochondrial ribosomal protein L35,TRUE,0.327319735114037,AD_down,TRUE,TRUE
ILMN_2325837,-0.576618970424699,10.3156377702169,-7.28744880418612,4.24180904834673e-12,1.17793193007785e-09,16.9798866596853,CD3D,CD3D,915,CD3d molecule,TRUE,0.576618970424699,AD_down,TRUE,TRUE
ILMN_2215656,-0.250321213613008,7.94934125807631,-7.27664168810652,4.53104990803688e-12,1.24920068040136e-09,16.9156004442215,MAGOH,MAGOH,4116,"mago homolog, exon junction complex core component",TRUE,0.250321213613008,AD_down,TRUE,TRUE
ILMN_1726391,-0.218898291922166,8.15614018275904,-7.27334624489065,4.62305749563181e-12,1.25648800955746e-09,16.8960096751798,MRPL39,MRPL39,54148,mitochondrial ribosomal protein L39,TRUE,0.218898291922166,AD_down,TRUE,TRUE
ILMN_1679587,-0.503133532519311,7.85587326938153,-7.27139134611631,4.67850569433333e-12,1.26260348745241e-09,16.8843908792745,"","","","",FALSE,0.503133532519311,AD_down,TRUE,TRUE
ILMN_2119937,-0.748679877514456,8.83539228004016,-7.26257896487877,4.93670972575048e-12,1.31378187576535e-09,16.8320400991727,NDUFB3,NDUFB3,4709,NADH:ubiquinone oxidoreductase subunit B3,TRUE,0.748679877514456,AD_down,TRUE,TRUE
ILMN_2119945,-0.795363682366811,9.14941923797992,-7.2538995466373,5.20473991717797e-12,1.37555891797306e-09,16.7805191710016,NDUFB3,NDUFB3,4709,NADH:ubiquinone oxidoreductase subunit B3,TRUE,0.795363682366811,AD_down,TRUE,TRUE
ILMN_2318725,-0.658471254216218,10.5788195914137,-7.22843209117325,6.07681248731929e-12,1.5950384119113e-09,16.6295741858382,EEF1B2,EEF1B2,1933,eukaryotic translation elongation factor 1 beta 2,TRUE,0.658471254216218,AD_down,TRUE,TRUE
ILMN_1744059,-0.23917352626489,7.89075343975502,-7.20231307932692,7.12069387830563e-12,1.84793938128097e-09,16.4751243336321,DCTN6,DCTN6,10671,dynactin subunit 6,TRUE,0.23917352626489,AD_down,TRUE,TRUE
ILMN_1721989,-0.407173646215678,10.4677254072691,-7.18470622532167,7.92218331702176e-12,2.03754301392556e-09,16.3712142620699,ATP5F1,ATP5F1,515,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1",TRUE,0.407173646215678,AD_down,TRUE,TRUE
ILMN_1673738,-0.520585959053959,11.61672314,-7.16230766997327,9.07136419306558e-12,2.3175521240444e-09,16.2392642970651,"","","","",FALSE,0.520585959053959,AD_down,TRUE,TRUE
ILMN_2198376,-0.557608038615882,8.72870752079518,-7.15798498149068,9.31134933646699e-12,2.36310946537807e-09,16.2138302387678,PSMA4,PSMA4,5685,proteasome subunit alpha 4,TRUE,0.557608038615882,AD_down,TRUE,TRUE
ILMN_1799030,-0.577760068534941,10.7204852063896,-7.15487242286714,9.48801548115654e-12,2.39210348203211e-09,16.1955226096345,CMTM2,CMTM2,146225,CKLF like MARVEL transmembrane domain containing 2,TRUE,0.577760068534941,AD_down,TRUE,TRUE
ILMN_2110532,-0.336818251623393,7.95609733483133,-7.15365552910636,9.55798005092089e-12,2.39399288569536e-09,16.1883664259866,RPL26L1,RPL26L1,51121,ribosomal protein L26 like 1,TRUE,0.336818251623393,AD_down,TRUE,TRUE
ILMN_1677133,-0.236893212386584,8.58256380774699,-7.13379604017557,1.07743390104605e-11,2.68113129583681e-09,16.0716912137184,MITD1,MITD1,129531,microtubule interacting and trafficking domain containing 1,TRUE,0.236893212386584,AD_down,TRUE,TRUE
ILMN_1786658,-0.236319747663783,8.54247994584337,-7.12075767561634,1.16545992563533e-11,2.88146808194821e-09,15.9952057899867,BOLA3,BOLA3,388962,bolA family member 3,TRUE,0.236319747663783,AD_down,TRUE,TRUE
ILMN_2181892,-0.283036631532104,8.02344653492771,-7.11135775288218,1.23328147365089e-11,3.02960337392624e-09,15.9401210302575,BEX2,BEX2,84707,brain expressed X-linked 2,TRUE,0.283036631532104,AD_down,TRUE,TRUE
ILMN_1688127,-0.401149973609551,12.7432718415663,-7.09783048902637,1.33775782108186e-11,3.26532198850312e-09,15.8609333601224,"","","","",FALSE,0.401149973609551,AD_down,TRUE,TRUE
ILMN_1720438,-0.369260987595505,7.97270159096787,-7.06711838411331,1.60842395617626e-11,3.87660521060293e-09,15.6815152317321,"","","","",FALSE,0.369260987595505,AD_down,TRUE,TRUE
ILMN_1703894,0.267370998877233,8.3762876375261,7.06046273928386,1.67383906459245e-11,4.009053789582e-09,15.6427010191007,BOLA2,BOLA2,552900,bolA family member 2,TRUE,0.267370998877233,AD_up,TRUE,TRUE
ILMN_1712155,-0.497396043678297,12.2938586892771,-7.04995792069738,1.78245583698196e-11,4.21842544183896e-09,15.5814884524373,RPL6,RPL6,6128,ribosomal protein L6,TRUE,0.497396043678297,AD_down,TRUE,TRUE
ILMN_1786759,-0.244875060483421,11.5099261444578,-7.04988153801087,1.78327050148195e-11,4.21842544183896e-09,15.5810435839332,TMEM258,TMEM258,746,transmembrane protein 258,TRUE,0.244875060483421,AD_down,TRUE,TRUE
ILMN_1694259,-0.4272624138365,9.55634469985944,-7.04614807257789,1.82354030603978e-11,4.28722157104641e-09,15.559302997495,NSA2,NSA2,10412,"NSA2, ribosome biogenesis homolog",TRUE,0.4272624138365,AD_down,TRUE,TRUE
ILMN_1690494,-0.380772245377814,13.5346234642972,-7.04313549078318,1.85668645030018e-11,4.33853281392705e-09,15.5417657893462,RPL6,RPL6,6128,ribosomal protein L6,TRUE,0.380772245377814,AD_down,TRUE,TRUE
ILMN_1670420,-0.381771403299288,8.9210635765502,-7.02656181643066,2.04993515177635e-11,4.73238643893815e-09,15.4453739219883,METAP2,METAP2,10988,methionyl aminopeptidase 2,TRUE,0.381771403299288,AD_down,TRUE,TRUE
ILMN_1744835,-0.246162439101468,8.85468142694378,-7.01637484642328,2.17840808802955e-11,4.99885956583643e-09,15.3862016066904,MRPL21,MRPL21,219927,mitochondrial ribosomal protein L21,TRUE,0.246162439101468,AD_down,TRUE,TRUE
ILMN_1685369,-0.354706624030061,8.49722576679518,-7.01293031104776,2.22361782817241e-11,5.07223109590613e-09,15.3662064749271,SLU7,SLU7,10569,"SLU7 homolog, splicing factor",TRUE,0.354706624030061,AD_down,TRUE,TRUE
ILMN_1772506,-0.26646377123734,7.93135615250602,-7.00480878169353,2.33390364275232e-11,5.29229913594995e-09,15.3190877526048,ATP5I,ATP5I,521,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit E",TRUE,0.26646377123734,AD_down,TRUE,TRUE
ILMN_1683562,-0.771155343507208,9.65326459368675,-6.99949149127119,2.40900953727043e-11,5.4244384375188e-09,15.2882580608219,SNRPG,SNRPG,6637,small nuclear ribonucleoprotein polypeptide G,TRUE,0.771155343507208,AD_down,TRUE,TRUE
ILMN_1776788,0.30709925297414,10.748405851996,6.99869334127764,2.42048685563309e-11,5.4244384375188e-09,15.2836317249671,CREBRF,CREBRF,153222,CREB3 regulatory factor,TRUE,0.30709925297414,AD_up,TRUE,TRUE
ILMN_1724194,0.229253946924429,9.42407965737349,6.98905828901797,2.56335974706028e-11,5.71122512946767e-09,15.2278115476349,NPEPL1,NPEPL1,79716,aminopeptidase-like 1,TRUE,0.229253946924429,AD_up,TRUE,TRUE
ILMN_1812392,-0.21005140085297,13.3574316321687,-6.98782449097927,2.58224466294218e-11,5.72004508516014e-09,15.2206673008584,TMSB10,TMSB10,9168,thymosin beta 10,TRUE,0.21005140085297,AD_down,TRUE,TRUE
ILMN_1655329,-0.241356510724644,8.03693247528113,-6.95287754227679,3.17792341164562e-11,6.9876851113265e-09,15.0186583268193,RIOK2,RIOK2,55781,RIO kinase 2,TRUE,0.241356510724644,AD_down,TRUE,TRUE
ILMN_1785857,-0.206621308318451,8.99751455762651,-6.95218645220466,3.1909735777938e-11,6.9876851113265e-09,15.0146703415211,"","","","",FALSE,0.206621308318451,AD_down,TRUE,TRUE
ILMN_1693630,0.273712394277668,8.96274043166265,6.94852370244537,3.2610248095501e-11,7.10051095179426e-09,14.9935386069902,VPS9D1,VPS9D1,9605,VPS9 domain containing 1,TRUE,0.273712394277668,AD_up,TRUE,TRUE
ILMN_1656292,-0.712059438474059,9.13970291570281,-6.94665156876544,3.29741247396159e-11,7.13917744786193e-09,14.9827404657076,"","","","",FALSE,0.712059438474059,AD_down,TRUE,TRUE
ILMN_2092536,-0.228871481479911,7.67502394093976,-6.92925146080291,3.65531177676043e-11,7.82563452005659e-09,14.8824729384995,HSPE1,HSPE1,3336,heat shock protein family E (Hsp10) member 1,TRUE,0.228871481479911,AD_down,TRUE,TRUE
ILMN_2114876,-0.464055249209586,12.1903023956225,-6.92236784587051,3.80722538183047e-11,8.10558283791707e-09,14.8428529023985,RPL11,RPL11,6135,ribosomal protein L11,TRUE,0.464055249209586,AD_down,TRUE,TRUE
ILMN_1681340,-0.312209602181305,7.89613149821687,-6.92092546110035,3.83983609199637e-11,8.1298452330102e-09,14.8345543152847,HSPB11,HSPB11,51668,heat shock protein family B (small) member 11,TRUE,0.312209602181305,AD_down,TRUE,TRUE
ILMN_1739257,-0.572893727908792,11.7338056776305,-6.88659840352556,4.70240905013895e-11,9.79378910975135e-09,14.6374010201862,EIF3E,EIF3E,3646,eukaryotic translation initiation factor 3 subunit E,TRUE,0.572893727908792,AD_down,TRUE,TRUE
ILMN_2105308,-0.438428876230986,8.84173371208032,-6.8558910396534,5.63391774826349e-11,1.16076879542448e-08,14.4615974018737,DPM1,DPM1,8813,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic",TRUE,0.438428876230986,AD_down,TRUE,TRUE
ILMN_1760667,-0.326277050119107,9.65067438249799,-6.85431215583065,5.68643597273059e-11,1.16532406067905e-08,14.4525724457518,POLR3GL,POLR3GL,84265,RNA polymerase III subunit G like,TRUE,0.326277050119107,AD_down,TRUE,TRUE
ILMN_1789176,-0.354941265628633,11.084448664747,-6.84528272350523,5.99616746054856e-11,1.22093094441736e-08,14.400986928747,PSMB1,PSMB1,5689,proteasome subunit beta 1,TRUE,0.354941265628633,AD_down,TRUE,TRUE
ILMN_1651254,0.232241064720384,10.5742122124056,6.84456462815111,6.02150066528056e-11,1.22093094441736e-08,14.3968863976965,LPP,LPP,4026,LIM domain containing preferred translocation partner in lipoma,TRUE,0.232241064720384,AD_up,TRUE,TRUE
ILMN_2290808,-0.704005716418618,9.28581250385944,-6.82919386385135,6.58972333455546e-11,1.32215380956458e-08,14.3091848604295,RPL21,RPL21,6144,ribosomal protein L21,TRUE,0.704005716418618,AD_down,TRUE,TRUE
ILMN_2131880,-0.468037088868965,9.02070413313655,-6.82080217610069,6.92187963944062e-11,1.3815639142846e-08,14.2613605760354,DPY30,DPY30,84661,"dpy-30, histone methyltransferase complex regulatory subunit",TRUE,0.468037088868965,AD_down,TRUE,TRUE
ILMN_1814650,-0.205571828719367,9.46326810434137,-6.78495351685232,8.53626905755337e-11,1.65215607486647e-08,14.057509483105,TRAPPC4,TRAPPC4,51399,trafficking protein particle complex 4,TRUE,0.205571828719367,AD_down,TRUE,TRUE
ILMN_1655422,-0.473174747766547,9.05771114953414,-6.78290135006156,8.63914086578641e-11,1.66366410180235e-08,14.0458621256163,RPL17,RPL17,6139,ribosomal protein L17,TRUE,0.473174747766547,AD_down,TRUE,TRUE
ILMN_1770030,0.256458741965612,9.07551181978313,6.77916400608909,8.82962994414679e-11,1.69184539359797e-08,14.0246564889026,C7orf43,C7orf43,55262,chromosome 7 open reading frame 43,TRUE,0.256458741965612,AD_up,TRUE,TRUE
ILMN_1752895,-0.204448751730035,8.08277850524498,-6.77559516578748,9.01538418675143e-11,1.71884354629198e-08,14.0044143880912,STX8,STX8,9482,syntaxin 8,TRUE,0.204448751730035,AD_down,TRUE,TRUE
ILMN_1667813,-1.00735382280469,10.1453046608715,-6.76801558581053,9.42273645863846e-11,1.78761438895021e-08,13.9614479357874,"","","","",FALSE,1.00735382280469,AD_down,TRUE,TRUE
ILMN_1685357,-0.308649551913342,8.07854912754217,-6.76460953068398,9.61163415135083e-11,1.80557374484346e-08,13.9421506976486,RTN2,RTN2,6253,reticulon 2,TRUE,0.308649551913342,AD_down,TRUE,TRUE
ILMN_1718271,-0.238968812073668,8.29146021605221,-6.76127362867072,9.80024980977032e-11,1.83202523517082e-08,13.923257356643,MTIF3,MTIF3,219402,mitochondrial translational initiation factor 3,TRUE,0.238968812073668,AD_down,TRUE,TRUE
ILMN_2184049,-0.388972218952745,7.83695596658233,-6.75530918071897,1.01466017986803e-10,1.88756346664576e-08,13.8894927777624,COX7B,COX7B,1349,cytochrome c oxidase subunit 7B,TRUE,0.388972218952745,AD_down,TRUE,TRUE
ILMN_2243912,0.30128502336663,9.89182005760241,6.74346672367612,1.08703456511716e-10,2.01243181663863e-08,13.8225134407503,RAB37,RAB37,326624,"RAB37, member RAS oncogene family",TRUE,0.30128502336663,AD_up,TRUE,TRUE
ILMN_1768176,-0.22112216387971,8.24685661328916,-6.73346130912215,1.15212019091514e-10,2.12267067097355e-08,13.76598696916,PBDC1,PBDC1,51260,polysaccharide biosynthesis domain containing 1,TRUE,0.22112216387971,AD_down,TRUE,TRUE
ILMN_1677262,-0.738771892544025,8.99491279244177,-6.72392726341283,1.21769846091622e-10,2.23264858352074e-08,13.7121771477565,"","","","",FALSE,0.738771892544025,AD_down,TRUE,TRUE
ILMN_1794612,0.257662879191967,9.80220071304418,6.72311322044387,1.2234648571039e-10,2.23264858352074e-08,13.7075851444806,UBA7,UBA7,7318,ubiquitin like modifier activating enzyme 7,TRUE,0.257662879191967,AD_up,TRUE,TRUE
ILMN_1800008,-0.293764637958466,8.39278027332932,-6.71556758669929,1.27820960291533e-10,2.32149518497258e-08,13.6650385362642,ACAT1,ACAT1,38,acetyl-CoA acetyltransferase 1,TRUE,0.293764637958466,AD_down,TRUE,TRUE
ILMN_2217809,-0.329095977897519,8.21233953836546,-6.70787434452837,1.33650386211081e-10,2.40457751191598e-08,13.6216934639095,TMEM126A,TMEM126A,84233,transmembrane protein 126A,TRUE,0.329095977897519,AD_down,TRUE,TRUE
ILMN_1656382,0.232544380226041,8.21832568998394,6.70814969256102,1.33437305790673e-10,2.40457751191598e-08,13.6232442329176,BOLA2,BOLA2,552900,bolA family member 2,TRUE,0.232544380226041,AD_up,TRUE,TRUE
ILMN_1663616,-0.20164588619986,8.41980271620884,-6.7001625628731,1.39756013683582e-10,2.50267754971132e-08,13.5782782672359,DNAJC7,DNAJC7,7266,DnaJ heat shock protein family (Hsp40) member C7,TRUE,0.20164588619986,AD_down,TRUE,TRUE
ILMN_1786189,-0.261530988199056,8.37093828493173,-6.69070201019381,1.47621707536499e-10,2.63123677963429e-08,13.5250649831772,NIFK,NIFK,84365,nucleolar protein interacting with the FHA domain of MKI67,TRUE,0.261530988199056,AD_down,TRUE,TRUE
ILMN_1748625,-0.217296165161465,8.58446981064659,-6.66818811809924,1.68132640749067e-10,2.98295326795636e-08,13.3986386175147,TCEAL4,TCEAL4,79921,transcription elongation factor A like 4,TRUE,0.217296165161465,AD_down,TRUE,TRUE
ILMN_1687738,-0.951695965658265,11.459288650245,-6.65444994646038,1.81998860790244e-10,3.19933960697418e-08,13.3216369277693,"","","","",FALSE,0.951695965658265,AD_down,TRUE,TRUE
ILMN_1815292,-0.338985657072579,8.01024325913655,-6.64930161740735,1.87479674816386e-10,3.28063748781441e-08,13.2928091559198,RPL7,RPL7,6129,ribosomal protein L7,TRUE,0.338985657072579,AD_down,TRUE,TRUE
ILMN_2134110,-0.305185528115098,8.65904164755422,-6.64767226992598,1.89247804447218e-10,3.29652471001195e-08,13.2836889392796,SELK,SELK,58515,selenoprotein K,TRUE,0.305185528115098,AD_down,TRUE,TRUE
ILMN_1659762,-0.324017450850882,12.5291228354618,-6.64640049879353,1.90639280264609e-10,3.30573687705897e-08,13.2765713204882,BTF3,BTF3,689,basic transcription factor 3,TRUE,0.324017450850882,AD_down,TRUE,TRUE
ILMN_2261416,-0.548316893806125,10.7414244547791,-6.64454715296635,1.92685093100192e-10,3.32616132332682e-08,13.2662005399023,CD3D,CD3D,915,CD3d molecule,TRUE,0.548316893806125,AD_down,TRUE,TRUE
ILMN_1669433,0.234769081839248,9.89619176789157,6.62600860693193,2.14373644212003e-10,3.66751196138053e-08,13.162574718609,ZSWIM8,ZSWIM8,23053,zinc finger SWIM-type containing 8,TRUE,0.234769081839248,AD_up,TRUE,TRUE
ILMN_1719256,-0.226652117623215,8.07795411398795,-6.62303084020126,2.18074140597387e-10,3.7142387626547e-08,13.1459484929492,CKS1B,CKS1B,1163,CDC28 protein kinase regulatory subunit 1B,TRUE,0.226652117623215,AD_down,TRUE,TRUE
ILMN_1711617,-0.51697425503712,10.3473406273574,-6.62096297277802,2.20680756313896e-10,3.72551891782427e-08,13.1344057049622,GMFG,GMFG,9535,glia maturation factor gamma,TRUE,0.51697425503712,AD_down,TRUE,TRUE
ILMN_2142117,-0.210334202200438,8.46309037473896,-6.62166721847427,2.19789611372721e-10,3.72551891782427e-08,13.1383365067513,LYPLAL1,LYPLAL1,127018,lysophospholipase like 1,TRUE,0.210334202200438,AD_down,TRUE,TRUE
ILMN_1656913,-0.385872523629812,10.0963776216024,-6.60994842074625,2.35089397014554e-10,3.91699820538771e-08,13.0729649739351,MDH1,MDH1,4190,malate dehydrogenase 1,TRUE,0.385872523629812,AD_down,TRUE,TRUE
ILMN_2343010,-0.219544048992548,8.57262170188353,-6.60862476415785,2.36881971524775e-10,3.92977961591879e-08,13.0655862213801,BOLA3,BOLA3,388962,bolA family member 3,TRUE,0.219544048992548,AD_down,TRUE,TRUE
ILMN_2307883,-0.240544309715763,9.63554524994377,-6.6078396701588,2.3795153107926e-10,3.93050800604285e-08,13.0612101837856,ATP5J2,ATP5J2,9551,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2",TRUE,0.240544309715763,AD_down,TRUE,TRUE
ILMN_1755536,-0.642823154770431,10.3314910194257,-6.60685533928171,2.39299224086841e-10,3.9358046632858e-08,13.055724130627,PFDN5,PFDN5,5204,prefoldin subunit 5,TRUE,0.642823154770431,AD_down,TRUE,TRUE
ILMN_1799289,-0.247663628713359,8.42770342441366,-6.60527677872171,2.41476178975268e-10,3.95463680798727e-08,13.0469273958921,MRPL55,MRPL55,128308,mitochondrial ribosomal protein L55,TRUE,0.247663628713359,AD_down,TRUE,TRUE
ILMN_1659437,-0.440117386385872,9.10276118332932,-6.58796106874861,2.66671090984646e-10,4.33024133420067e-08,12.950529526606,TXNDC17,TXNDC17,84817,thioredoxin domain containing 17,TRUE,0.440117386385872,AD_down,TRUE,TRUE
ILMN_1857915,-0.305088690519225,8.17056535336546,-6.57912261673739,2.80509459739701e-10,4.51667374627934e-08,12.9013932537007,"","","","",FALSE,0.305088690519225,AD_down,TRUE,TRUE
ILMN_1797074,-0.243447527197867,8.45548236087149,-6.57631837064054,2.85045728226446e-10,4.57051146321919e-08,12.8858130240774,EMG1,EMG1,10436,"EMG1, N1-specific pseudouridine methyltransferase",TRUE,0.243447527197867,AD_down,TRUE,TRUE
ILMN_1693490,-0.352719609541058,10.0931760797349,-6.56952934231021,2.96328517448099e-10,4.69252125853143e-08,12.8481127973424,SEC11A,SEC11A,23478,"SEC11 homolog A, signal peptidase complex subunit",TRUE,0.352719609541058,AD_down,TRUE,TRUE
ILMN_1658283,-1.01959748583613,10.609268959996,-6.56145879976698,3.10312813623864e-10,4.87369165725153e-08,12.8033316095289,RPL17,RPL17,6139,ribosomal protein L17,TRUE,1.01959748583613,AD_down,TRUE,TRUE
ILMN_1655377,-0.310232284621311,8.83202168605221,-6.55885968280401,3.14952961187077e-10,4.92637852188211e-08,12.7889180352824,MRPS22,MRPS22,56945,mitochondrial ribosomal protein S22,TRUE,0.310232284621311,AD_down,TRUE,TRUE
ILMN_1672755,-0.409726310096081,12.5486082655422,-6.55353757142635,3.24668099523131e-10,5.0576954918396e-08,12.7594163927282,"","","","",FALSE,0.409726310096081,AD_down,TRUE,TRUE
ILMN_2160388,-0.434898466380868,11.9022736814056,-6.55187574617328,3.27761514933165e-10,5.08521326933957e-08,12.7502079636796,RPL24,RPL24,6152,ribosomal protein L24,TRUE,0.434898466380868,AD_down,TRUE,TRUE
ILMN_1793894,-0.30493578581413,9.82202001508835,-6.54962181589755,3.32003413111102e-10,5.13025596663051e-08,12.7377212043018,ANAPC13,ANAPC13,25847,anaphase promoting complex subunit 13,TRUE,0.30493578581413,AD_down,TRUE,TRUE
ILMN_1701696,-0.437046275606371,10.4916990270723,-6.53621547022769,3.58371358871946e-10,5.51546474485571e-08,12.6635123858843,"","","","",FALSE,0.437046275606371,AD_down,TRUE,TRUE
ILMN_2234758,-0.452371969173358,10.5544309662008,-6.53504256508291,3.60773779856011e-10,5.52245727635019e-08,12.6570250199312,SRP14,SRP14,6727,signal recognition particle 14,TRUE,0.452371969173358,AD_down,TRUE,TRUE
ILMN_1705783,0.200785026008001,10.3205028042008,6.52701158857136,3.77653638281427e-10,5.74303282786542e-08,12.6126274619231,NXF1,NXF1,10482,nuclear RNA export factor 1,TRUE,0.200785026008001,AD_up,TRUE,TRUE
ILMN_1781795,-0.37040772959244,8.80943414993173,-6.52608041707319,3.79660304081698e-10,5.750728131628e-08,12.6074821577745,ERH,ERH,2079,enhancer of rudimentary homolog (Drosophila),TRUE,0.37040772959244,AD_down,TRUE,TRUE
ILMN_1755115,-0.636742428565442,8.31579533016867,-6.52510109382686,3.81782034435199e-10,5.76009886756917e-08,12.6020713416344,RPL23,RPL23,9349,ribosomal protein L23,TRUE,0.636742428565442,AD_down,TRUE,TRUE
ILMN_1783636,-0.230107977785222,9.32467358071888,-6.51957366489443,3.93977514551451e-10,5.87471062748666e-08,12.5715426866873,COX6A1,COX6A1,1337,cytochrome c oxidase subunit 6A1,TRUE,0.230107977785222,AD_down,TRUE,TRUE
ILMN_1755737,0.206431140771901,11.2494673240964,6.52040957126125,3.92108951541427e-10,5.87471062748666e-08,12.5761583308816,TRABD,TRABD,80305,TraB domain containing,TRUE,0.206431140771901,AD_up,TRUE,TRUE
ILMN_2042595,-0.220355122366674,8.89200336864257,-6.51786915600978,3.97814866010597e-10,5.90893848653414e-08,12.5621321484747,PCM1,PCM1,5108,pericentriolar material 1,TRUE,0.220355122366674,AD_down,TRUE,TRUE
ILMN_1694587,-0.5901659433605,10.3792751223293,-6.5014632953838,4.36677301902445e-10,6.41162741896762e-08,12.4716444775947,EEF1B2,EEF1B2,1933,eukaryotic translation elongation factor 1 beta 2,TRUE,0.5901659433605,AD_down,TRUE,TRUE
ILMN_2128967,-0.263618281138054,8.18398075314056,-6.49305044237833,4.58028018049641e-10,6.6739732728891e-08,12.4253051147177,C11orf1,C11orf1,64776,chromosome 11 open reading frame 1,TRUE,0.263618281138054,AD_down,TRUE,TRUE
