probe_id,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_symbol,gene_symbol_raw,gene_id,gene_title,is_annotated_gene,abs_logFC,direction,main_candidate,nominal_candidate
ILMN_1791332,-0.669300830950748,10.0600261327751,-8.78854655182223,2.61109195877943e-16,4.16926108518105e-13,26.4530564698463,ATP5O,ATP5O,539,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",TRUE,0.669300830950748,AD_down,TRUE,TRUE
ILMN_1672496,-0.633207555228098,10.1453873126305,-8.72844590212646,3.92169534988826e-16,6.01148836793672e-13,26.0548832246218,DNAJA1,DNAJA1,3301,DnaJ heat shock protein family (Hsp40) member A1,TRUE,0.633207555228098,AD_down,TRUE,TRUE
ILMN_1693287,-0.361667217437651,10.0405267869639,-8.70603264033936,4.56242818563641e-16,6.72466818961379e-13,25.9067581707717,POMP,POMP,51371,proteasome maturation protein,TRUE,0.361667217437651,AD_down,TRUE,TRUE
ILMN_1739497,-0.427252626934122,8.68070659087952,-8.67502649842672,5.6230758533579e-16,7.98101899453265e-13,25.7021741319135,GTF2H5,GTF2H5,404672,general transcription factor IIH subunit 5,TRUE,0.427252626934122,AD_down,TRUE,TRUE
ILMN_1759453,-0.353627532557438,7.66269819402008,-8.64963647811939,6.67093401294919e-16,9.13012618729424e-13,25.5349329411564,UQCRB,UQCRB,7381,ubiquinol-cytochrome c reductase binding protein,TRUE,0.353627532557438,AD_down,TRUE,TRUE
ILMN_1706326,-0.374113802661579,10.2482989175783,-8.59862243982592,9.39635962276131e-16,1.24168032228779e-12,25.1996955713986,MRPL33,MRPL33,9553,mitochondrial ribosomal protein L33,TRUE,0.374113802661579,AD_down,TRUE,TRUE
ILMN_1761113,-0.268351303727897,8.4223272665743,-8.58578878719751,1.02403652444812e-15,1.30810425633003e-12,25.1155259251496,GNL2,GNL2,29889,G protein nucleolar 2,TRUE,0.268351303727897,AD_down,TRUE,TRUE
ILMN_1672006,-0.399719184416402,8.40944029982731,-8.56084644055227,1.21013709934193e-15,1.47336112887039e-12,24.9521337705775,SSB,SSB,6741,Sjogren syndrome antigen B,TRUE,0.399719184416402,AD_down,TRUE,TRUE
ILMN_2110281,-0.371481145035344,9.72536938808835,-8.5583761222349,1.23029998757509e-15,1.47336112887039e-12,24.9359650996115,UFC1,UFC1,51506,ubiquitin-fold modifier conjugating enzyme 1,TRUE,0.371481145035344,AD_down,TRUE,TRUE
ILMN_2324998,-0.355141827613803,8.43946435354619,-8.5357887315333,1.4308008383619e-15,1.66154999174863e-12,24.7882429878578,NGDN,NGDN,25983,neuroguidin,TRUE,0.355141827613803,AD_down,TRUE,TRUE
ILMN_1776678,-0.639635546037978,10.7447559808193,-8.5094098020888,1.70623849267815e-15,1.92313151518859e-12,24.6159906284796,GIMAP7,GIMAP7,168537,"GTPase, IMAP family member 7",TRUE,0.639635546037978,AD_down,TRUE,TRUE
ILMN_1655765,-0.486386184402033,8.73498335160643,-8.46266384432146,2.32933283464413e-15,2.47957480247868e-12,24.3114531724414,MRPS21,MRPS21,54460,mitochondrial ribosomal protein S21,TRUE,0.486386184402033,AD_down,TRUE,TRUE
ILMN_1797310,-0.43698170478466,9.42021813987952,-8.4632853719974,2.31972559954511e-15,2.47957480247868e-12,24.3154962750114,ATP6V1D,ATP6V1D,51382,ATPase H+ transporting V1 subunit D,TRUE,0.43698170478466,AD_down,TRUE,TRUE
ILMN_1713482,-0.333103103598264,8.59159065032129,-8.37991426312568,4.03261023560312e-15,4.17669430942656e-12,23.7746116299797,CWC15,CWC15,51503,CWC15 spliceosome-associated protein,TRUE,0.333103103598264,AD_down,TRUE,TRUE
ILMN_1798485,-0.407167785692731,10.4877112996667,-8.36999297079412,4.30606519856939e-15,4.342553435252e-12,23.7104417145087,ATP6V1E1,ATP6V1E1,529,ATPase H+ transporting V1 subunit E1,TRUE,0.407167785692731,AD_down,TRUE,TRUE
ILMN_1804834,-0.254095864348955,8.51025172675904,-8.34292049756485,5.14923134361989e-15,5.05971393718466e-12,23.5355537475834,OARD1,OARD1,221443,O-acyl-ADP-ribose deacylase 1,TRUE,0.254095864348955,AD_down,TRUE,TRUE
ILMN_1756674,-0.53085684278832,13.1129444588755,-8.31534000553602,6.17622818413359e-15,5.91713541180918e-12,23.3577075674155,ATP5EP2,ATP5EP2,432369,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit pseudogene 2",TRUE,0.53085684278832,AD_down,TRUE,TRUE
ILMN_1690706,-0.390275406683685,9.47338220626908,-8.30142215565085,6.76902335733584e-15,6.32689056341034e-12,23.2680862190065,SNRPB2,SNRPB2,6629,small nuclear ribonucleoprotein polypeptide B2,TRUE,0.390275406683685,AD_down,TRUE,TRUE
ILMN_1680967,-0.650089318969017,8.93770796226104,-8.22052671701893,1.15122714301129e-14,1.00266651305633e-11,22.7488433431198,SARNP,SARNP,84324,SAP domain containing ribonucleoprotein,TRUE,0.650089318969017,AD_down,TRUE,TRUE
ILMN_1663799,-0.318335752031475,13.2475297634538,-8.22357109988493,1.12850514836585e-14,1.00266651305633e-11,22.7683324389766,RPL32,RPL32,6161,ribosomal protein L32,TRUE,0.318335752031475,AD_down,TRUE,TRUE
ILMN_2225887,-0.601302644720319,12.496145377992,-8.2160417451084,1.18552851775405e-14,1.00959608571935e-11,22.7201395210506,ATP5EP2,ATP5EP2,432369,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit pseudogene 2",TRUE,0.601302644720319,AD_down,TRUE,TRUE
ILMN_1652073,-0.948996781202323,9.79924604277912,-8.20951745361741,1.237240471632e-14,1.03072889899743e-11,22.6783998740465,"","","","",FALSE,0.948996781202323,AD_down,TRUE,TRUE
ILMN_1660111,-0.250370742081416,8.11149598376305,-8.2042510886094,1.28060544634387e-14,1.04415663648489e-11,22.6447215986746,UCHL3,UCHL3,7347,ubiquitin C-terminal hydrolase L3,TRUE,0.250370742081416,AD_down,TRUE,TRUE
ILMN_1776260,-0.428632417974085,9.26709756289558,-8.20094877307722,1.30856178586778e-14,1.04472301579219e-11,22.6236096174636,PPIAL4A,PPIAL4A,653505,peptidylprolyl isomerase A like 4A,TRUE,0.428632417974085,AD_down,TRUE,TRUE
ILMN_2387553,-0.389002232699948,8.30009442920884,-8.17235468395983,1.57731351040049e-14,1.20927937727025e-11,22.4410070116707,PSMA3,PSMA3,5684,proteasome subunit alpha 3,TRUE,0.389002232699948,AD_down,TRUE,TRUE
ILMN_2224031,-0.334479892002737,7.77998646572289,-8.17230865573369,1.57778740314995e-14,1.20927937727025e-11,22.4407133665231,CETN3,CETN3,1070,centrin 3,TRUE,0.334479892002737,AD_down,TRUE,TRUE
ILMN_1741264,-0.373374491169618,8.2585997986506,-8.15731236597261,1.73993147303032e-14,1.30740497861702e-11,22.3450920698504,MRPS33,MRPS33,51650,mitochondrial ribosomal protein S33,TRUE,0.373374491169618,AD_down,TRUE,TRUE
ILMN_1754990,-0.455247531525836,13.9275784530522,-8.12845242994425,2.09976306742766e-14,1.51824755226345e-11,22.1613538788453,"","","","",FALSE,0.455247531525836,AD_down,TRUE,TRUE
ILMN_1737947,-0.464085706040577,8.71127613080321,-8.09239320067264,2.65429788487819e-14,1.88366673230189e-11,21.9323059103205,LSM5,LSM5,23658,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",TRUE,0.464085706040577,AD_down,TRUE,TRUE
ILMN_1661945,-0.646418546722055,9.0052525565502,-8.08643815567744,2.75888815911374e-14,1.92229294606467e-11,21.8945358669891,SLIRP,SLIRP,81892,SRA stem-loop interacting RNA binding protein,TRUE,0.646418546722055,AD_down,TRUE,TRUE
ILMN_1737857,-0.383973101583747,8.63241367716868,-8.0730364502946,3.00941513076289e-14,2.05940726144814e-11,21.8095938161946,GTF2B,GTF2B,2959,general transcription factor IIB,TRUE,0.383973101583747,AD_down,TRUE,TRUE
ILMN_1690049,-0.246198651030274,7.98107126629719,-8.03153655321814,3.93688289394242e-14,2.64682853090634e-11,21.5470783120989,NGDN,NGDN,25983,neuroguidin,TRUE,0.246198651030274,AD_down,TRUE,TRUE
ILMN_1711729,-0.741341105469299,8.03841126266265,-8.02391103588084,4.13574756331656e-14,2.73258824347271e-11,21.4989270275805,UQCRBP1,UQCRBP1,442454,ubiquinol-cytochrome c reductase binding protein pseudogene 1,TRUE,0.741341105469299,AD_down,TRUE,TRUE
ILMN_1715569,-0.374820100278523,8.78083542075904,-7.98862166559234,5.19335516538012e-14,3.37321621436774e-11,21.2764395663169,CCDC53,CCDC53,51019,coiled-coil domain containing 53,TRUE,0.374820100278523,AD_down,TRUE,TRUE
ILMN_1703538,-0.617377079153954,10.6713166085743,-7.98142987881005,5.43966494478026e-14,3.47431400023115e-11,21.2311680419005,AIF1,AIF1,199,allograft inflammatory factor 1,TRUE,0.617377079153954,AD_down,TRUE,TRUE
ILMN_2366391,-0.336689197174901,9.70008326517269,-7.95638198232492,6.39119276410955e-14,4.01513588698698e-11,21.0736807020854,PRDX1,PRDX1,5052,peroxiredoxin 1,TRUE,0.336689197174901,AD_down,TRUE,TRUE
ILMN_1790625,-0.373687046918101,8.6290904015743,-7.94612194291328,6.82689678448329e-14,4.21968288024143e-11,21.0092551227759,CBX3,CBX3,11335,chromobox 3,TRUE,0.373687046918101,AD_down,TRUE,TRUE
ILMN_1748819,-0.415028739036356,8.42084889296386,-7.92825934882229,7.65663467083483e-14,4.58464927899582e-11,20.8972077508206,MRPL22,MRPL22,29093,mitochondrial ribosomal protein L22,TRUE,0.415028739036356,AD_down,TRUE,TRUE
ILMN_2195821,0.329484836410611,10.8143196918755,7.9286964299847,7.6351885131813e-14,4.58464927899582e-11,20.899947673647,CREBRF,CREBRF,153222,CREB3 regulatory factor,TRUE,0.329484836410611,AD_up,TRUE,TRUE
ILMN_1745343,-0.554823901069102,9.98355905268675,-7.92551679525028,7.79256902054507e-14,4.59425892315889e-11,20.8800175869482,ZMAT2,ZMAT2,153527,zinc finger matrin-type 2,TRUE,0.554823901069102,AD_down,TRUE,TRUE
ILMN_1726417,-0.271676378389487,8.45571334755823,-7.90607199349996,8.82724097171715e-14,5.12541709875977e-11,20.7582394147097,MRPL33,MRPL33,9553,mitochondrial ribosomal protein L33,TRUE,0.271676378389487,AD_down,TRUE,TRUE
ILMN_1755883,-0.634666987994167,10.4086244806506,-7.89078910106604,9.73481034880967e-14,5.56802092816543e-11,20.6626504653537,RPS27A,RPS27A,6233,ribosomal protein S27a,TRUE,0.634666987994167,AD_down,TRUE,TRUE
ILMN_1782417,-0.45304220442939,7.9960865512249,-7.88443066362079,1.01390410887608e-13,5.71394606769839e-11,20.6229130243863,"","","","",FALSE,0.45304220442939,AD_down,TRUE,TRUE
ILMN_1768784,-0.411222862156814,9.37305674330121,-7.8808354401081,1.03749025278492e-13,5.76213064742371e-11,20.6004528647523,PSMC2,PSMC2,5701,"proteasome 26S subunit, ATPase 2",TRUE,0.411222862156814,AD_down,TRUE,TRUE
ILMN_1674069,-0.95861121478525,11.25264516149,-7.86141595954824,1.17458490728017e-13,6.43034897382722e-11,20.4792402637037,TOMM7,TOMM7,54543,translocase of outer mitochondrial membrane 7,TRUE,0.95861121478525,AD_down,TRUE,TRUE
ILMN_2305544,-0.810907786028288,9.14684257900803,-7.82963698940251,1.43855298567217e-13,7.55181198862042e-11,20.2812664776333,DBI,DBI,1622,"diazepam binding inhibitor, acyl-CoA binding protein",TRUE,0.810907786028288,AD_down,TRUE,TRUE
ILMN_1658416,-0.637823144949575,8.47750347826506,-7.83038081993275,1.43175089061542e-13,7.55181198862042e-11,20.2858948560484,MRPS18C,MRPS18C,51023,mitochondrial ribosomal protein S18C,TRUE,0.637823144949575,AD_down,TRUE,TRUE
ILMN_2366388,-0.372560971609438,10.2440741548032,-7.83117904131017,1.42448677299306e-13,7.55181198862042e-11,20.2908619659299,PRDX1,PRDX1,5052,peroxiredoxin 1,TRUE,0.372560971609438,AD_down,TRUE,TRUE
ILMN_1718136,-0.597470910250404,9.84404001987952,-7.81081111781278,1.62175540124261e-13,8.39850141708368e-11,20.1642127858884,UQCRHL,UQCRHL,440567,ubiquinol-cytochrome c reductase hinge protein like,TRUE,0.597470910250404,AD_down,TRUE,TRUE
ILMN_2399893,-0.206663941768457,7.58323668335743,-7.79510338988545,1.79212022087306e-13,9.15701748057297e-11,20.0666760316025,RPS24,RPS24,6229,ribosomal protein S24,TRUE,0.206663941768457,AD_down,TRUE,TRUE
ILMN_2087060,-0.936424949998318,10.7774769171727,-7.7884083249541,1.87000336910029e-13,9.42924593561332e-11,20.0251390182726,TOMM7,TOMM7,54543,translocase of outer mitochondrial membrane 7,TRUE,0.936424949998318,AD_down,TRUE,TRUE
ILMN_1717165,-0.311037816994966,8.75995262398394,-7.7809802163848,1.96033278246259e-13,9.75634712851059e-11,19.9790792190395,IGBP1,IGBP1,3476,immunoglobulin (CD79A) binding protein 1,TRUE,0.311037816994966,AD_down,TRUE,TRUE
ILMN_1800543,-0.235144091537271,9.1580572214498,-7.77545309910073,2.03033077944225e-13,9.97517129869051e-11,19.9448241384157,SCFD1,SCFD1,23256,sec1 family domain containing 1,TRUE,0.235144091537271,AD_down,TRUE,TRUE
ILMN_2348093,-0.70313017355566,9.7505753623494,-7.76681752867897,2.14467055926206e-13,1.02735081465051e-10,19.8913333323524,ATP5J,ATP5J,522,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6",TRUE,0.70313017355566,AD_down,TRUE,TRUE
ILMN_1657612,-0.577934628166845,10.3649233361888,-7.76745902468439,2.13596231149396e-13,1.02735081465051e-10,19.8953056817873,"","","","",FALSE,0.577934628166845,AD_down,TRUE,TRUE
ILMN_1772929,-0.697360150166781,9.67809695742169,-7.76013198402875,2.23754073047566e-13,1.04569555943034e-10,19.8499460665216,ATP5J,ATP5J,522,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6",TRUE,0.697360150166781,AD_down,TRUE,TRUE
ILMN_1792473,-0.507702996489248,11.5266526689157,-7.7435951725516,2.48467693653859e-13,1.1472022838799e-10,19.7476663928764,AIF1,AIF1,199,allograft inflammatory factor 1,TRUE,0.507702996489248,AD_down,TRUE,TRUE
ILMN_2311548,-0.330218168614094,8.35439015938956,-7.73799327583728,2.57436495640277e-13,1.17446206975318e-10,19.7130487434794,PTRH2,PTRH2,51651,peptidyl-tRNA hydrolase 2,TRUE,0.330218168614094,AD_down,TRUE,TRUE
ILMN_2229242,-0.681970100185923,8.43799235361446,-7.71994880541372,2.88557444662486e-13,1.30095275227715e-10,19.6016437571092,LSM3,LSM3,27258,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",TRUE,0.681970100185923,AD_down,TRUE,TRUE
ILMN_1655561,-0.444399561747545,11.9291908503253,-7.71479949572308,2.9810098519752e-13,1.32835185520225e-10,19.5698812967899,ARPC3,ARPC3,10094,actin related protein 2/3 complex subunit 3,TRUE,0.444399561747545,AD_down,TRUE,TRUE
ILMN_2192032,-0.285790129529138,8.41045520564659,-7.71092339735516,3.05489918305166e-13,1.34563041945869e-10,19.5459808671591,SRP19,SRP19,6728,signal recognition particle 19,TRUE,0.285790129529138,AD_down,TRUE,TRUE
ILMN_2210837,-0.258705000776052,9.3659158384739,-7.70902972521952,3.09165302335372e-13,1.3463446268291e-10,19.534306938629,CDC26,CDC26,246184,cell division cycle 26,TRUE,0.258705000776052,AD_down,TRUE,TRUE
ILMN_2310621,-0.278766491035623,10.0061623315221,-7.70539860256981,3.16335494906561e-13,1.362090880428e-10,19.5119270151738,ATP5J2,ATP5J2,9551,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2",TRUE,0.278766491035623,AD_down,TRUE,TRUE
ILMN_1680314,-0.682802848865062,9.45175254419679,-7.68417144849431,3.61661155155486e-13,1.53995319865206e-10,19.3812247812444,TXN,TXN,7295,thioredoxin,TRUE,0.682802848865062,AD_down,TRUE,TRUE
ILMN_1656625,-1.05242405442339,9.79540343022088,-7.6495605530712,4.49698063578838e-13,1.87318795570307e-10,19.1685866705457,RPS24,RPS24,6229,ribosomal protein S24,TRUE,1.05242405442339,AD_down,TRUE,TRUE
ILMN_1808374,0.271123835158023,9.51543323037751,7.65083109603089,4.4612034490911e-13,1.87318795570307e-10,19.1763820934104,SNTB2,SNTB2,6645,syntrophin beta 2,TRUE,0.271123835158023,AD_up,TRUE,TRUE
ILMN_1670172,-0.224098458148944,8.77719674108434,-7.63724636402839,4.85875713634923e-13,2.00212140837823e-10,19.0930740138272,WDR33,WDR33,55339,WD repeat domain 33,TRUE,0.224098458148944,AD_down,TRUE,TRUE
ILMN_1682857,-0.230661186294209,7.9844943695502,-7.6315161697544,5.03676263190308e-13,2.05339167638074e-10,19.057960951064,NDUFAF2,NDUFAF2,91942,NADH:ubiquinone oxidoreductase complex assembly factor 2,TRUE,0.230661186294209,AD_down,TRUE,TRUE
ILMN_1809478,-0.287938014520581,9.65244890202811,-7.62924308048464,5.10914599063504e-13,2.06097571213807e-10,19.0440365639134,SSBP1,SSBP1,6742,single stranded DNA binding protein 1,TRUE,0.287938014520581,AD_down,TRUE,TRUE
ILMN_1719032,-0.756825936749161,8.28021196850602,-7.61724777069523,5.50847780922526e-13,2.19891548547011e-10,18.9705984581167,LSM3,LSM3,27258,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",TRUE,0.756825936749161,AD_down,TRUE,TRUE
ILMN_2389273,-0.227915718219961,8.05017744908032,-7.6154015268139,5.57261871896364e-13,2.20158654173324e-10,18.9593016290605,FXR1,FXR1,8087,FMR1 autosomal homolog 1,TRUE,0.227915718219961,AD_down,TRUE,TRUE
ILMN_2103295,-0.504034427947287,10.1066971226064,-7.61361863054026,5.6352587871993e-13,2.20361619635767e-10,18.948394011616,NSA2,NSA2,10412,"NSA2, ribosome biogenesis homolog",TRUE,0.504034427947287,AD_down,TRUE,TRUE
ILMN_2392717,-0.383521236610178,8.12255686837349,-7.60893687833032,5.80307692220394e-13,2.2463183213404e-10,18.9197589084704,LARP7,LARP7,51574,La ribonucleoprotein domain family member 7,TRUE,0.383521236610178,AD_down,TRUE,TRUE
ILMN_1652806,-0.256560678194104,7.77212818161044,-7.60403617153426,5.98403154570622e-13,2.29320056894554e-10,18.8897962291086,ATP5J,ATP5J,522,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6",TRUE,0.256560678194104,AD_down,TRUE,TRUE
ILMN_1662438,-0.405801710980362,10.4865007261365,-7.57413061385715,7.21541752389851e-13,2.7377151519885e-10,18.7072133210282,SOD1,SOD1,6647,"superoxide dismutase 1, soluble",TRUE,0.405801710980362,AD_down,TRUE,TRUE
ILMN_1676955,0.302225839418144,11.264055958996,7.56470457265378,7.6530978661078e-13,2.87531388651944e-10,18.6497565628281,TYK2,TYK2,7297,tyrosine kinase 2,TRUE,0.302225839418144,AD_up,TRUE,TRUE
ILMN_1807611,-0.278409134950648,7.86598717640562,-7.54600420116036,8.60045415528588e-13,3.19986994309578e-10,18.5358990892885,PPIG,PPIG,9360,peptidylprolyl isomerase G,TRUE,0.278409134950648,AD_down,TRUE,TRUE
ILMN_1771620,-0.23353898911917,9.3727222255743,-7.51553201461027,1.03980364011598e-12,3.8314764515889e-10,18.350744089878,SNRPB2,SNRPB2,6629,small nuclear ribonucleoprotein polypeptide B2,TRUE,0.23353898911917,AD_down,TRUE,TRUE
ILMN_1663220,-0.29953410098992,7.87880276771888,-7.49689726254279,1.16751400162149e-12,4.18144594113447e-10,18.2377458374558,MRPL22,MRPL22,29093,mitochondrial ribosomal protein L22,TRUE,0.29953410098992,AD_down,TRUE,TRUE
ILMN_1686194,-0.206633671885919,8.13819195909237,-7.49797696020238,1.1597092594661e-12,4.18144594113447e-10,18.2442881757264,CWC27,CWC27,10283,CWC27 spliceosome associated protein homolog,TRUE,0.206633671885919,AD_down,TRUE,TRUE
ILMN_1806106,-0.214714866905887,7.94841730307631,-7.49468671798426,1.18365533676275e-12,4.20000368661317e-10,18.2243530633446,GNL3,GNL3,26354,G protein nucleolar 3,TRUE,0.214714866905887,AD_down,TRUE,TRUE
ILMN_1691097,-0.531668151296047,9.10726514660241,-7.47912155397501,1.30371927187414e-12,4.58358990245511e-10,18.1301201408835,HSP90AA1,HSP90AA1,3320,heat shock protein 90 alpha family class A member 1,TRUE,0.531668151296047,AD_down,TRUE,TRUE
ILMN_1656662,-0.520145845917814,11.6117349857831,-7.47167725868512,1.36531587344101e-12,4.71366080198256e-10,18.0850950756835,"","","","",FALSE,0.520145845917814,AD_down,TRUE,TRUE
ILMN_1741133,-0.343957726678855,8.86221898618072,-7.47212990137518,1.36148988330508e-12,4.71366080198256e-10,18.0878319757684,NME1,NME1,4830,NME/NM23 nucleoside diphosphate kinase 1,TRUE,0.343957726678855,AD_down,TRUE,TRUE
ILMN_1766916,-0.234388231089453,8.20063181253012,-7.46753359405516,1.40083738083899e-12,4.79311518826e-10,18.0600452765874,RPAP3,RPAP3,79657,RNA polymerase II associated protein 3,TRUE,0.234388231089453,AD_down,TRUE,TRUE
ILMN_1654016,-0.3604054149958,12.1316829066265,-7.46365217323699,1.43493752434532e-12,4.86634299185498e-10,18.0365887348967,MYL12B,MYL12B,103910,myosin light chain 12B,TRUE,0.3604054149958,AD_down,TRUE,TRUE
ILMN_1691570,-0.301896754440588,8.19620823644578,-7.44833638451901,1.5776746574923e-12,5.25736071516695e-10,17.9441057746805,METTL5,METTL5,29081,methyltransferase like 5,TRUE,0.301896754440588,AD_down,TRUE,TRUE
ILMN_1670517,0.243501738217264,8.52474390185542,7.44867553544356,1.57436713600206e-12,5.25736071516695e-10,17.9461524130132,"","","","",FALSE,0.243501738217264,AD_up,TRUE,TRUE
ILMN_1707783,-0.79364220762582,9.06161528294377,-7.44200983710683,1.64064582803835e-12,5.42007150190393e-10,17.9059383737224,TMA7,TMA7,51372,translation machinery associated 7 homolog,TRUE,0.79364220762582,AD_down,TRUE,TRUE
