feature_id,gene_symbol,s3_logFC,base_logFC,base_p_value,base_adj_p_value,adjusted_logFC,adjusted_p_value,adjusted_adj_p_value,dataset_accession,base_direction_concordant,adjusted_direction_concordant,base_nominal_concordant,adjusted_nominal_concordant,same_direction_after_adjustment,abs_logfc_change,adjusted_to_base_abs_ratio
RPL35,RPL35,-0.362873555539964,-0.103815859301536,0.0106125018810759,0.0304707412718809,-0.0582370534189777,0.110694695389351,0.245453454993779,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0455788058825586,0.560964902769108
RPS4X,RPS4X,-0.272774250806574,-0.0839113108314592,0.000666591378376768,0.00901299529174895,-0.0490628270305335,0.0164240198740661,0.152295457014068,GSE140829,TRUE,TRUE,TRUE,TRUE,TRUE,0.0348484838009256,0.584698612670694
RPL30,RPL30,-0.318995890198392,-0.0788180459486789,0.0178022917250525,0.0404468762645459,-0.0514961939195551,0.100766114014611,0.242640388151028,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0273218520291239,0.653355374390859
LPAR2,LPAR2,0.254910776259708,0.074996724506571,0.0217947093427087,0.0413623022370481,0.0447806403738415,0.144995812034666,0.257902793673959,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0302160841327295,0.597101282335577
ULK1,ULK1,0.215253298779339,0.0731685298484004,0.00936599848112617,0.0289794591389557,0.0358967895907243,0.139176141664109,0.257902793673959,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0372717402576761,0.490604221037374
RPL41,RPL41,-0.416655124301412,-0.0648882720153528,0.0345685575928361,0.0496618714713984,-0.0489172662177697,0.101581619885619,0.242640388151028,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0159710057975831,0.753869146125446
PGS1,PGS1,0.200538093213489,0.0293044883555975,0.27452030549993,0.288670836711267,0.0079970258975263,0.756160862832779,0.787024571519831,GSE140829,TRUE,TRUE,FALSE,FALSE,TRUE,0.0213074624580712,0.272894233828136
VAMP8,VAMP8,-0.280404039032461,-0.0360696314572118,0.218943026429323,0.23507567048201,-0.0160333537673197,0.573878252378087,0.629414857446934,GSE140829,TRUE,TRUE,FALSE,FALSE,TRUE,0.0200362776898921,0.444511161316952
PADI4,PADI4,0.304402406928217,0.150304676478845,0.0026341205416065,0.0186749581000812,0.0833918986894907,0.0420761447682113,0.188806516144753,GSE140829,TRUE,TRUE,TRUE,TRUE,TRUE,0.0669127777893543,0.554819055821114
RGS10,RGS10,-0.318907523990737,-0.155061975475865,0.000158600773943098,0.00720974300062578,-0.157665113184107,0.000134469038446947,0.0137158419215886,GSE140829,TRUE,TRUE,TRUE,TRUE,TRUE,0.00260313770824189,1.01678772439377
MAST3,MAST3,0.219402507937115,0.0992263124296764,0.00329447659507714,0.0197668595704629,0.0669870540037348,0.0338854664230752,0.176493344386966,GSE140829,TRUE,TRUE,TRUE,TRUE,TRUE,0.0322392584259417,0.67509365573985
RPS3A,RPS3A,-0.556010713899271,-0.203833117736836,0.0144402877073724,0.0368227336537995,-0.148498331996487,0.0672481556982566,0.208673510647936,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0553347857403493,0.728528973334988
FCER1A,FCER1A,-0.43323392102203,-0.170550356418258,0.0211221222125193,0.0413623022370481,-0.151962274692815,0.04055859895351,0.188806516144753,GSE140829,TRUE,TRUE,TRUE,TRUE,TRUE,0.018588081725443,0.891011182176263
BEST1,BEST1,0.218912642267077,0.112485149849524,0.000214476786026578,0.00720974300062578,0.0764616679160456,0.00466126943087206,0.079241580324825,GSE140829,TRUE,TRUE,TRUE,TRUE,TRUE,0.0360234819334788,0.67974899814181
CLNS1A,CLNS1A,-0.206595049604391,-0.0611085481940007,0.109091505252633,0.122278390502951,-0.0210713072297865,0.547164730463547,0.606639157687845,GSE140829,TRUE,TRUE,FALSE,FALSE,TRUE,0.0400372409642141,0.344817670400083
RPS14,RPS14,-0.222957810406957,-0.0570691423730305,0.0342933140186262,0.0496618714713984,-0.0254447930425841,0.283225837163009,0.365683992286416,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0316243493304464,0.445859040184362
PFKFB4,PFKFB4,0.20012366174962,0.0795940089391154,0.00897028652777331,0.0289794591389557,0.0319492378435683,0.178827987441861,0.268241981162791,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0476447710955471,0.401402546113835
NLRP12,NLRP12,0.2092599340805,0.103848824432655,0.00599557074142268,0.0244619286250045,0.0543988691774579,0.0935352458613777,0.242640388151028,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0494499552551973,0.523827491304294
FPR1,FPR1,0.2129706538811,0.0758928165629399,0.0413085342498414,0.056938790452484,0.0228292735944983,0.457548379555615,0.53034016721219,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0530635429684416,0.300809412911503
ZNF467,ZNF467,0.207465738897329,0.102154254491055,0.00958101580832352,0.0289794591389557,0.0472885056666178,0.153067979935017,0.257902793673959,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0548657488244375,0.462912738213546
CFLAR,CFLAR,0.204991377586431,0.0670490804820402,0.0561650733407983,0.067398088008958,0.0326939184836548,0.317253965978933,0.404498806623139,GSE140829,TRUE,TRUE,FALSE,FALSE,TRUE,0.0343551619983854,0.487611735293107
RPS6,RPS6,-0.256404831251058,-0.105896246355285,0.00476000989468696,0.0231200480599081,-0.0602832786954788,0.0675120181508029,0.208673510647936,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0456129676598065,0.569267379820305
SLC11A1,SLC11A1,0.252560271387828,0.0928230577486526,0.0241678117201427,0.0417816406009247,0.0395567230677844,0.265841202056648,0.351567026044305,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0532663346808682,0.426151906942094
RPL27,RPL27,-0.277420766169742,-0.0843849805706824,0.114155516220703,0.126563724505562,-0.0394638790229523,0.434716609313031,0.50966774884976,GSE140829,TRUE,TRUE,FALSE,FALSE,TRUE,0.04492110154773,0.467664728439401
RPS18,RPS18,-0.251143150924868,-0.132882100072747,0.0136237508483037,0.0361428898852454,-0.066391541395671,0.159646653709796,0.257902793673959,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0664905586770758,0.499627424305642
CYP4F3,CYP4F3,0.248707763066704,0.102344976216016,0.0404687064637685,0.056545315880882,0.0417793060488553,0.336375817528645,0.418418699852704,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.0605656701671605,0.408220389447092
ANPEP,ANPEP,0.22651880880428,0.149539022692637,0.00175026395322442,0.0148772436024076,0.0895930601951257,0.0308129185218201,0.176493344386966,GSE140829,TRUE,TRUE,TRUE,TRUE,TRUE,0.0599459624975118,0.599128298298935
RNF24,RNF24,0.204184592771483,0.104176624629371,0.0150249750796482,0.0373792062957103,0.0541440993092417,0.158891069840803,0.257902793673959,GSE140829,TRUE,TRUE,TRUE,FALSE,TRUE,0.050032525320129,0.519733668679229
DYSF,DYSF,0.236147208114743,0.178433458260686,0.00114391437186252,0.0106072059936343,0.0969866055872586,0.0298025698070327,0.176493344386966,GSE140829,TRUE,TRUE,TRUE,TRUE,TRUE,0.081446852673427,0.543544952458212
CRISPLD2,CRISPLD2,0.222239431408083,0.171491868761839,0.00104085754239772,0.0106072059936343,0.0988719539473626,0.0221492597845729,0.176493344386966,GSE140829,TRUE,TRUE,TRUE,TRUE,TRUE,0.0726199148144767,0.576540186197818
