feature_id,gene_symbol,s3_logFC,base_logFC,base_p_value,base_adj_p_value,adjusted_logFC,adjusted_p_value,adjusted_adj_p_value,dataset_accession,base_direction_concordant,adjusted_direction_concordant,base_nominal_concordant,adjusted_nominal_concordant,same_direction_after_adjustment,abs_logfc_change,adjusted_to_base_abs_ratio
51258,MRPL51,-0.554343558406056,-0.280617031721112,4.16316171728443e-13,8.57611313760592e-12,-0.24392418686243,1.96105701107221e-11,4.03977744280876e-10,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0366928448586822,0.869242274306611
6166,RPL36AL,-0.686679509222695,-0.435056252890119,1.34349658743424e-14,1.38380148505727e-12,-0.380729059672778,6.25459434942641e-13,3.42693903385821e-11,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0543271932173408,0.875126048973115
1069,CETN2,-0.335911876636125,-0.183082986777026,5.91573575622567e-14,2.03106927630415e-12,-0.173883341099648,9.98137582677149e-13,3.42693903385821e-11,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.00919964567737769,0.949751498818501
4725,NDUFS5,-0.893634242601138,-0.411196078614957,2.04921356496389e-13,5.27672492978201e-12,-0.350784315708128,9.35682916148756e-12,2.40938350908305e-10,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0604117629068293,0.853082833108925
6230,RPS25,-0.648386927571901,-0.445345827519363,4.24868904186109e-14,2.03106927630415e-12,-0.36708051157685,8.96446068673925e-13,3.42693903385821e-11,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0782653159425125,0.824259460611855
10063,COX17,-0.51447204263436,-0.246642913751079,3.52381287242247e-12,6.04921209765857e-11,-0.217297113135085,1.62523000967554e-10,2.78997818327634e-09,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0293458006159944,0.88101908070381
6233,RPS27A,-0.471002989560041,-0.394363773360928,9.27770138954337e-11,1.06178138124774e-09,-0.30779992489133,1.50429260566899e-09,1.72157931537673e-08,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0865638484695973,0.780497463720197
7388,UQCRH,-0.745024242769376,-0.398342635833794,9.65907485262219e-12,1.42126387117155e-10,-0.334467652251749,5.75088474031371e-10,8.46201611789017e-09,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0638749835820445,0.839648137467524
84154,RPF2,-0.36828805464016,-0.165632206338844,3.08839622530864e-08,1.98815507004244e-07,-0.131075774772175,1.31275020211437e-06,6.43872718179903e-06,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0345564315666691,0.791366471953076
404672,GTF2H5,-0.427252626934122,-0.133352607057604,4.69411034913855e-08,2.34137411698906e-07,-0.123801778118941,1.88310927696072e-07,1.61633546272462e-06,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.00955082893866319,0.928379135965917
25983,NGDN,-0.355141827613803,-0.166526770415053,5.01346163863115e-07,1.51878396699708e-06,-0.127189039958619,2.07394620581978e-05,5.62148576840625e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0393377304564343,0.763775335590858
6161,RPL32,-0.318335752031475,-0.184553594554075,3.94276888939109e-06,8.12210391214564e-06,-0.122990015666521,0.000144088287124093,0.00027483506618114,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0615635788875544,0.666418966066163
51650,MRPS33,-0.373374491169618,-0.161922558100348,6.19346647562469e-07,1.75290967560997e-06,-0.126877659791699,2.52805344551927e-05,6.05556988112756e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.035044898308649,0.783570005811477
23658,LSM5,-0.464085706040577,-0.207438777249905,1.78087624004267e-07,6.93802255851338e-07,-0.157092717807462,8.8484373584382e-06,2.8480907747473e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0503460594424428,0.757296778789869
2959,GTF2B,-0.383973101583747,-0.198329440111693,2.45518529767291e-09,2.29894623327554e-08,-0.178854527413325,3.62262043740459e-08,3.39209004593339e-07,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0194749126983675,0.901805235332688
54543,TOMM7,-0.95861121478525,-0.541659042346155,1.59183652603131e-08,1.11842451882907e-07,-0.420133129739761,8.91572360518839e-07,5.10177517408002e-06,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.121525912606393,0.775641311035789
440567,UQCRHL,-0.597470910250404,-0.26564856031692,6.28502021513059e-09,5.39464235132042e-08,-0.217006996462717,3.01664061426492e-07,2.21938559478062e-06,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0486415638542029,0.816895059411678
246184,CDC26,-0.258705000776052,-0.114775514679452,4.94838830856868e-06,9.61667916570895e-06,-0.0957512796457553,8.37286968304996e-05,0.00017600113823554,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0190242350336971,0.834248314313132
6645,SNTB2,0.271123835158023,0.134662724625634,4.77367538415246e-08,2.34137411698906e-07,0.127725646196336,2.14465835713032e-07,1.69922931372633e-06,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0069370784292975,0.948485533405159
10412,NSA2,-0.504034427947287,-0.266337373875276,4.23656193459212e-07,1.32232084625148e-06,-0.192203935653486,1.33991911039169e-05,3.86701665929659e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.07413343822179,0.721655894014686
6647,SOD1,-0.405801710980362,-0.186624613264732,6.93488321030909e-07,1.83152043759445e-06,-0.124748380018446,1.83612025540895e-05,5.11136179208436e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0618762332462861,0.668445484420037
7297,TYK2,0.302225839418144,0.159942086111827,1.27718296129318e-06,2.98976920484541e-06,0.130640132402712,3.10391869901374e-05,7.104525022187e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0293019537091147,0.816796476640753
10283,CWC27,-0.206633671885919,-0.10034632856779,2.30469092275682e-05,3.65204869298388e-05,-0.0752689244875135,0.000595289647837091,0.000943305134264929,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0250774040802762,0.750091463851266
26354,GNL3,-0.214714866905887,-0.0975316703708829,0.0017749275003613,0.0019243950793391,-0.0605878576454499,0.0320054465995578,0.0347006421026785,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0369438127254331,0.621212139759864
4830,NME1,-0.343957726678855,-0.192162229537402,1.81870494252292e-07,6.93802255851338e-07,-0.151951339201252,5.6605925015805e-06,2.08228938450997e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0402108903361497,0.790745088496576
79657,RPAP3,-0.234388231089453,-0.0855976370990835,0.000549041087275143,0.000653811546876504,-0.0685921373846535,0.00413519608314734,0.00532406495705221,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.01700549971443,0.801332136134257
90843,TCEAL8,-0.245906623611272,-0.0986192737428734,5.76092879467568e-05,8.35740374438866e-05,-0.0684868559404955,0.00183512693483996,0.00251350601536426,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0301324178023779,0.694457111082149
55299,BRIX1,-0.26274081500909,-0.134023765839252,4.09694450276908e-06,8.27422125069049e-06,-0.0929500953418317,0.000185372664564145,0.00034095329375191,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0410736704974207,0.693534424732668
84268,RPAIN,-0.298197488907954,-0.13739609256237,5.83955753345519e-06,1.09358986535615e-05,-0.0979002487372843,0.000224114523204763,0.000404978875264747,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0394958438250853,0.712540268878778
6633,SNRPD2,-0.579685442023776,-0.349408935971163,2.35655297277619e-07,8.36982607572235e-07,-0.255410066740177,8.18019777680504e-06,2.8480907747473e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0939988692309866,0.730977489257046
6154,RPL26,-0.979339958887419,-0.567461491629947,8.94230308685096e-07,2.24648101937963e-06,-0.446876696420627,3.61051430035497e-05,7.74756193617837e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.12058479520932,0.787501360025403
3945,LDHB,-0.497360243768656,-0.273964615855429,3.96156612341444e-08,2.32402104066631e-07,-0.193546750501559,1.10976713646407e-06,6.0161060555684e-06,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.08041786535387,0.706466234324558
915,CD3D,-0.576618970424699,-0.289214422933055,8.37521287025692e-06,1.51341565901134e-05,-0.174769407647957,0.000268577904348691,0.000461058735798586,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.114445015285098,0.604290083030925
1933,EEF1B2,-0.658471254216218,-0.374500677426494,1.55651353858991e-07,6.41283577899044e-07,-0.271869330806694,5.45712408204085e-06,2.08179177944521e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.1026313466198,0.725951506082537
84707,BEX2,-0.283036631532104,-0.099302480456085,0.000204989394715416,0.00027069112379087,-0.0658761597389986,0.00526582593890879,0.00645690561556674,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0334263207170865,0.66338886437113
746,TMEM258,-0.244875060483421,-0.130074806772732,6.93645977883949e-06,1.27581313789369e-05,-0.0992344037336561,8.71066847103539e-05,0.000179439770503329,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0308404030390757,0.76290256503736
6135,RPL11,-0.464055249209586,-0.343132775412275,1.62877357111029e-08,1.11842451882907e-07,-0.269583963488138,8.15767213491574e-07,4.94258958762542e-06,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0735488119241372,0.785654949936601
3646,EIF3E,-0.572893727908792,-0.383823696622031,1.09090487328063e-08,8.64332322676189e-08,-0.294494113285743,3.72562144844068e-07,2.5582600612626e-06,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0893295833362883,0.767264022199611
5689,PSMB1,-0.354941265628633,-0.180314124156601,1.09606065393906e-05,1.88157078926205e-05,-0.147988415537526,0.000171501189246779,0.000321174954407605,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0323257086190747,0.820725587802538
4026,LPP,0.232241064720384,0.163203628408809,1.56718635952482e-09,1.61420195031056e-08,0.149685810386424,2.18022838543176e-08,2.24563523699471e-07,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0135178180223858,0.917172074210722
6144,RPL21,-0.704005716418618,-0.452511110738329,2.31036411060282e-07,8.36982607572235e-07,-0.367392008397466,8.63205151159093e-06,2.8480907747473e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0851191023408629,0.81189610526473
84365,NIFK,-0.261530988199056,-0.133811210984037,5.42994658930169e-05,7.98977855282963e-05,-0.0914645599720714,0.00159383100598457,0.00224883004953987,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0423466510119654,0.683534356347637
6129,RPL7,-0.338985657072579,-0.361867873206214,1.22946569597362e-06,2.94499922523915e-06,-0.296140605631575,3.47820631885459e-05,7.62245214557496e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0657272675746388,0.818366667943513
1163,CKS1B,-0.226652117623215,-0.107685859169199,4.61060695778514e-06,9.13254839715133e-06,-0.0850298938623893,0.000111746206608004,0.000217167156238196,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0226559653068093,0.789610581355796
4190,MDH1,-0.385872523629812,-0.201169574735367,2.66136795286634e-06,5.87284414482298e-06,-0.143995108106373,8.9143980910618e-05,0.000180035883015562,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0571744666289943,0.715789692829019
5204,PFDN5,-0.642823154770431,-0.376221237205707,1.52229296936985e-07,6.41283577899044e-07,-0.317594071904044,4.03994129555602e-06,1.73380813934279e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0586271653016632,0.844168378858402
10436,EMG1,-0.243447527197867,-0.111334109741026,3.98842419687502e-05,6.0412895923254e-05,-0.0797378946996766,0.00115012127383521,0.00166848579162009,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0315962150413497,0.7162036404221
6152,RPL24,-0.434898466380868,-0.266539560232766,3.69144934372674e-07,1.18818525751204e-06,-0.185734427158744,1.07836320267284e-05,3.36580029925158e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0808051330740217,0.696836248234763
9349,RPL23,-0.636742428565442,-0.46330437802824,2.69944116207512e-06,5.87284414482298e-06,-0.360732666180408,9.71423963412546e-05,0.000192416669675947,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.102571711847832,0.778608369115002
80305,TRABD,0.206431140771901,0.0691239905096546,0.0188493264240015,0.0192684720693794,0.0594436638907891,0.0417943912562873,0.0448418989520582,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.00968032661886548,0.859957063423394
5356,PLRG1,-0.228116716937464,-0.129047854741571,9.83686071230585e-06,1.74689078166811e-05,-0.0907043189192921,0.000371908562343353,0.000608040982878816,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0383435358222788,0.702873512317853
10632,ATP5L,-0.432953489130176,-0.256050460033422,4.24016448303706e-08,2.32402104066631e-07,-0.216780652559518,1.19452757972691e-06,6.1518170355936e-06,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0392698074739044,0.846632544738336
8883,NAE1,-0.245596514974172,-0.125181593424439,0.00015762581488814,0.0002108501160192,-0.0753447541917524,0.00574628627002826,0.00693987400929102,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0498368392326867,0.601883648631069
6232,RPS27,-0.791665716678494,-0.552271554915582,2.47969176829951e-07,8.51360840449499e-07,-0.416796340112577,1.35157863820075e-05,3.86701665929659e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.135475214803006,0.754694563576222
5791,PTPRE,0.212453951260527,0.161109535809854,1.01070214494286e-05,1.76444611744262e-05,0.129847721882658,2.23455103145108e-05,5.75396890598652e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0312618139271964,0.805959257656279
23550,PSD4,0.235516283790337,0.09422029849071,0.000665838626764726,0.000770577287154682,0.0729435671379201,0.00579445791067018,0.00693987400929102,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0212767313527898,0.774181023690053
132299,OCIAD2,-0.272302067867086,-0.151734553194213,6.90672985068958e-07,1.83152043759445e-06,-0.0982910884428127,5.15036788935066e-06,2.04033804847353e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0534434647514007,0.647783160616056
5917,RARS,-0.203086783638014,-0.082183794037708,3.39902431168991e-05,5.22536573289642e-05,-0.0603784487950132,0.000768128897483195,0.00114662719479375,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0218053452426948,0.734675850658708
51188,SS18L2,-0.385992324028182,-0.224853305587979,5.68559840777979e-06,1.08447525185429e-05,-0.156550632518387,0.000245678680633329,0.00042889667974971,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.068302673069592,0.696234516584115
6224,RPS20,-0.384582445938332,-0.271724314535569,1.50138925508378e-07,6.41283577899044e-07,-0.189607476957134,3.56606936005861e-06,1.5969788873306e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0821168375784357,0.697793560658016
170622,COMMD6,-0.803438456238976,-0.388831401074757,7.99639364679327e-05,0.000112825828167083,-0.289318600811803,0.00185462579774451,0.00251350601536426,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0995128002629542,0.744072109433822
6125,RPL5,-0.430325384849014,-0.215336935206308,1.18458552254088e-05,2.00020178396247e-05,-0.137678998247919,0.000336803528578214,0.000568701040058296,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0776579369583891,0.639365458210933
100008589,RNA28S5,1.04242152836733,0.529037014010368,0.00036406313889894,0.000457298820812084,0.409390431246558,0.00452755665478755,0.00575726340053232,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.11964658276381,0.773840809631015
6165,RPL35A,-0.35337284526901,-0.22545074969688,8.64969958583339e-07,2.2272976433521e-06,-0.161284384478433,2.20875862582541e-05,5.75396890598652e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0641663652184477,0.715386330252973
2629,GBA,0.218699492843149,0.0677453330243604,0.0233880374410629,0.0233880374410629,0.0260748647180839,0.281867835794351,0.284631245949198,GSE63061,TRUE,TRUE,TRUE,FALSE,TRUE,0.0416704683062765,0.384895365540645
23218,NBEAL2,0.269263723774575,0.230011976553607,3.10305645734338e-11,3.99518518882961e-10,0.19440175261893,8.34442431721705e-10,1.0743446308417e-08,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0356102239346771,0.845181001145052
6136,RPL12,-0.257195024354915,-0.16339260846417,1.05487003058882e-06,2.58694317025353e-06,-0.122095537760937,1.11858159444521e-05,3.38864424199578e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0412970707032325,0.747252515940533
114785,MBD6,0.285615920011688,0.207016897097586,6.28392936712864e-07,1.75290967560997e-06,0.16540589309853,8.83911468969503e-06,2.8480907747473e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0416110039990558,0.798997064575648
9978,RBX1,-0.397755788455287,-0.228800008563924,1.75312952779044e-05,2.83952838998412e-05,-0.191893670573787,0.000237778592055666,0.000422261982443684,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0369063379901371,0.838696081255496
56942,CMC2,-0.277249530188643,-0.132614005835459,0.000456096362351219,0.000552681474378536,-0.0850424506758788,0.0116936694179698,0.0130918255440314,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0475715551595803,0.641278047066878
6916,TBXAS1,0.218255958612878,0.111293649828083,0.00141264958465243,0.00155868893260862,0.0527606535876419,0.0472367314467989,0.0501585911239205,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.058532996240441,0.474067061949556
6124,RPL4,-0.310680544495576,-0.264680770164188,4.28702910414173e-08,2.32402104066631e-07,-0.189474958369751,4.45144619618841e-07,2.86561848879629e-06,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0752058117944373,0.71586219978208
3101,HK3,0.245696241059703,0.156834882806725,1.76436715494159e-05,2.83952838998412e-05,0.102792855059486,0.000387455749178773,0.000623561596334588,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0540420277472386,0.655420868239898
11224,RPL35,-0.362873555539964,-0.2644140272687,1.47033879782196e-05,2.44265961573648e-05,-0.175420745987592,0.000357163821710968,0.000593352800584349,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.088993281281108,0.663432072041048
6191,RPS4X,-0.272774250806574,-0.200355563589778,2.73685940729615e-06,5.87284414482298e-06,-0.137019769429285,3.01789580152702e-05,7.06461971721099e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0633357941604934,0.68388302762497
6156,RPL30,-0.318995890198392,-0.278887775185619,6.29685999976397e-07,1.75290967560997e-06,-0.211921859681527,2.38052824106544e-05,5.98035143487172e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0669659155040921,0.759882212622903
9170,LPAR2,0.254910776259708,0.195944091510355,2.01282329430021e-06,4.60712887362047e-06,0.158474806022538,2.45580852996189e-05,6.02257806157321e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.037469285487817,0.808775629828895
8408,ULK1,0.215253298779339,0.13996957578875,0.000610153619467772,0.000714157077331597,0.0870136122262685,0.00981253598481578,0.0111064967740223,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.052955963562481,0.621660898348329
6171,RPL41,-0.416655124301412,-0.478578952619731,9.14434572804453e-08,4.28121640903903e-07,-0.380684943840911,4.3802382355944e-06,1.80465815306489e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0978940087788205,0.795448570725999
9489,PGS1,0.200538093213489,0.0848681572861767,0.00302252412840028,0.0032429165127628,0.0729079123574179,0.00711985337819864,0.0083334647494825,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0119602449287588,0.85907264501539
8673,VAMP8,-0.280404039032461,-0.19219027534501,2.87138237970809e-06,6.0357629614272e-06,-0.159389635736365,3.18938929276175e-05,7.14145863379261e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0328006396086445,0.829332469867362
23569,PADI4,0.304402406928217,0.21765476378461,0.000401929866703793,0.000492842574648699,0.125903635122487,0.00600920961102987,0.00711435160846065,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0917511286621233,0.578455683364138
6001,RGS10,-0.318907523990737,-0.147969121791275,0.00140793301710899,0.00155868893260862,-0.157844351522248,0.000760869224323193,0.00114662719479375,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.00987522973097266,1.06673844928878
23031,MAST3,0.219402507937115,0.154421766409034,6.43314494179093e-05,9.20297123617314e-05,0.112831364843276,0.000707086720015484,0.00108756414994158,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0415904015657575,0.730670082768044
6189,RPS3A,-0.556010713899271,-0.517361419117879,2.62586815473228e-05,4.09794575662765e-05,-0.368215716727042,0.000909313349975693,0.00133798964353566,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.149145702390838,0.711718545528314
2205,FCER1A,-0.43323392102203,-0.270902993330862,0.000318252748509094,0.000409750413705459,-0.22956869239507,0.00214238053122644,0.00286578174956264,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0413343009357923,0.847420287138321
7439,BEST1,0.218912642267077,0.117912443710591,0.000384189916320652,0.000476765799771412,0.0795575574997567,0.00342179215244262,0.00446132394558975,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0383548862108346,0.674717230821081
1207,CLNS1A,-0.206595049604391,-0.115925405256051,0.00140673909827643,0.00155868893260862,-0.0693341565314677,0.0244158789424097,0.0267535694794489,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0465912487245832,0.598092854437951
6208,RPS14,-0.222957810406957,-0.151866949330703,0.000356597238235304,0.000453450809114029,-0.0834775559170186,0.00792220184499946,0.00916839089926903,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0683893934136841,0.549675596203881
5210,PFKFB4,0.20012366174962,0.168898557724156,4.48573032689506e-05,6.69609019811872e-05,0.10914562487711,0.000707444641224132,0.00108756414994158,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.059752932847046,0.646219993514486
91662,NLRP12,0.2092599340805,0.100973899649527,0.0221002076596087,0.0223168763621539,0.0298327503910332,0.349367406827315,0.349367406827315,GSE63061,TRUE,TRUE,TRUE,FALSE,TRUE,0.0711411492584937,0.295450116263515
2357,FPR1,0.2129706538811,0.171482715260866,0.0014224928122836,0.00155868893260862,0.0971175613768556,0.0146507228888027,0.0162260694359858,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0743651538840101,0.56634023568566
168544,ZNF467,0.207465738897329,0.115197849476237,0.0188943269806536,0.0192684720693794,0.0536769372480871,0.197269687957231,0.201176018411829,GSE63061,TRUE,TRUE,TRUE,FALSE,TRUE,0.0615209122281502,0.465954334148915
8837,CFLAR,0.204991377586431,0.218334965069493,2.93429980186257e-07,9.74944772876917e-07,0.174774352270045,3.46372884931463e-06,1.5969788873306e-05,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0435606127994481,0.800487233982045
6194,RPS6,-0.256404831251058,-0.166063121772881,0.000306585777782358,0.000399725760906113,-0.0894239939551643,0.00809058009410033,0.00925921944102593,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0766391278177166,0.538493995539037
6556,SLC11A1,0.252560271387828,0.223177618095076,0.00011433939568645,0.000157026103409391,0.152069307817729,0.00172067815588178,0.00239499797372735,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0711083102773466,0.681382430351713
6155,RPL27,-0.277420766169742,-0.2851657097488,0.000106140241020654,0.0001477357408801,-0.183529956240272,0.00283377653733536,0.00374203824801977,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.101635753508528,0.643590550918419
6222,RPS18,-0.251143150924868,-0.17743140351307,0.00537444271883071,0.00564864897999554,-0.0840122145063681,0.101087090708163,0.104119703429408,GSE63061,TRUE,TRUE,TRUE,FALSE,TRUE,0.0934191890067016,0.473491235728064
4051,CYP4F3,0.248707763066704,0.159657623247338,0.00982724763375598,0.0102243081442108,0.0869413442943108,0.0958843364505275,0.100776394432697,GSE63061,TRUE,TRUE,TRUE,FALSE,TRUE,0.072716278953027,0.544548656844424
290,ANPEP,0.22651880880428,0.141347383648446,0.00510054629012122,0.00541604399878851,0.0660009524853864,0.0996023202770212,0.10362665644983,GSE63061,TRUE,TRUE,TRUE,FALSE,TRUE,0.0753464311630597,0.466941451491889
11237,RNF24,0.204184592771483,0.170615449486441,0.000848363114514898,0.000970904453278161,0.116223813235895,0.00474438588954776,0.00595941154418804,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0543916362505452,0.681203335253248
8291,DYSF,0.236147208114743,0.233910365744283,0.000552248588138407,0.000653811546876504,0.145769627424377,0.0052336522492497,0.00645690561556674,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0881407383199057,0.623185838560641
83716,CRISPLD2,0.222239431408083,0.22954351726602,0.000126036883753162,0.000170813145086523,0.155506402461132,0.00129411149261174,0.00185129838526401,GSE63061,TRUE,TRUE,TRUE,TRUE,TRUE,0.0740371148048875,0.677459351992567
51258,MRPL51,-0.554343558406056,-0.200224684239387,0.0412181353932561,0.150677285527201,-0.102693941095436,0.131311943078608,0.441059007645408,GSE85426,TRUE,TRUE,TRUE,FALSE,TRUE,0.0975307431439506,0.512893510036236
6166,RPL36AL,-0.686679509222695,-0.129232981604618,0.274916991165451,0.433056899786212,0.0478284726719721,0.479713073479627,0.771849238333916,GSE85426,TRUE,FALSE,FALSE,FALSE,FALSE,0.17706145427659,0.370094940765981
1069,CETN2,-0.335911876636125,-0.0989803760126543,0.483956391703864,0.597477026794894,-0.142128009571293,0.304625648238069,0.634636767162643,GSE85426,TRUE,TRUE,FALSE,FALSE,TRUE,0.0431476335586387,1.43592109160226
4725,NDUFS5,-0.893634242601138,-0.230364377622535,0.0316867808869029,0.14564302435698,-0.0509295421309908,0.364064460607549,0.674512745801663,GSE85426,TRUE,TRUE,TRUE,FALSE,TRUE,0.179434835491544,0.221082541739338
6230,RPS25,-0.648386927571901,-0.157715509088372,0.238029346215982,0.414719168492827,0.0703868675901556,0.374280511469779,0.674512745801663,GSE85426,TRUE,FALSE,FALSE,FALSE,FALSE,0.228102376678528,0.446290082674849
10063,COX17,-0.51447204263436,-0.126720053302308,0.220356660235718,0.414719168492827,-0.0103147311808817,0.906758233319185,0.971029755446029,GSE85426,TRUE,TRUE,FALSE,FALSE,TRUE,0.116405322121427,0.0813977812672983
6233,RPS27A,-0.471002989560041,-0.0954257733939953,0.348147026764195,0.519622428006261,0.0707046283097714,0.258674849502903,0.587897385233871,GSE85426,TRUE,FALSE,FALSE,FALSE,FALSE,0.166130401703767,0.7409384885763
7388,UQCRH,-0.745024242769376,-0.212063737232789,0.0311626147999863,0.14564302435698,-0.0732701336829451,0.219559124573695,0.562972114291525,GSE85426,TRUE,TRUE,TRUE,FALSE,TRUE,0.138793603549844,0.3455099614816
84154,RPF2,-0.36828805464016,-0.033897466340989,0.762490367006986,0.830813261264464,-0.00762428021657158,0.940766370307337,0.979964969070143,GSE85426,TRUE,TRUE,FALSE,FALSE,TRUE,0.0262731861244174,0.224921831616431
